State,County,Obesity
Kansas,Kingman County,30.9
Kansas,Kiowa County,29.3
Kansas,Labette County,34.1
Kansas,Lane County,36.4
Kansas,Leavenworth County,31.5
Kansas,Lincoln County,29.1
Kansas,Linn County,33.7
Kansas,Logan County,32.1
Kansas,Lyon County,32.3
Kansas,McPherson County,30.3
Kansas,Marion County,31.1
Kansas,Marshall County,33
Kansas,Meade County,31.3
Kansas,Miami County,30.7
Kansas,Mitchell County,28.9
Kansas,Montgomery County,33.8
Kansas,Morris County,33
Kansas,Morton County,33.6
Kansas,Nemaha County,29.3
Kansas,Neosho County,34.2
Kansas,Ness County,28.7
Kansas,Norton County,33.9
Kansas,Osage County,36
Kansas,Osborne County,33.6
Kansas,Ottawa County,32.7
Kansas,Pawnee County,34.6
Kansas,Phillips County,31.5
Kansas,Pottawatomie County,31.9
Kansas,Pratt County,31.1
Kansas,Rawlins County,35.2
Kansas,Reno County,32.2
Kansas,Republic County,29.5
Kansas,Rice County,35.6
Kansas,Riley County,26.5
Kansas,Rooks County,30.5
Kansas,Rush County,28
Kansas,Russell County,31.3
Kansas,Saline County,31.9
Kansas,Scott County,29.5
Kansas,Sedgwick County,30
Kansas,Seward County,34.4
Kansas,Shawnee County,32.6
Kansas,Sheridan County,31.1
Kansas,Sherman County,32.4
Kansas,Smith County,30.8
Kansas,Stafford County,34
Kansas,Stanton County,30.6
Kansas,Stevens County,33.7
Kansas,Sumner County,36.7
Kansas,Thomas County,29.5
Kansas,Trego County,33.1
Kansas,Wabaunsee County,34.3
Kansas,Wallace County,31.5
Kansas,Washington County,34.1
Kansas,Wichita County,33.7
Kansas,Wilson County,34
Kansas,Woodson County,29.3
Kansas,Wyandotte County,39.3
Kentucky,Adair County,33.9
Kentucky,Allen County,33.8
Kentucky,Anderson County,34
Kentucky,Ballard County,34.3
Kentucky,Barren County,31.4
Kentucky,Bath County,34.4
Kentucky,Bell County,32.1
Kentucky,Boone County,29.8
Kentucky,Bourbon County,33.2
Kentucky,Boyd County,33.9
Kentucky,Boyle County,30.6
Kentucky,Bracken County,33.6
Kentucky,Breathitt County,40
Kentucky,Breckinridge County,33.8
Kentucky,Bullitt County,34.2
Kentucky,Butler County,34.8
Kentucky,Caldwell County,32.6
Kentucky,Calloway County,28.6
Kentucky,Campbell County,30.5
Kentucky,Carlisle County,30.3
Kentucky,Carroll County,33.6
Kentucky,Carter County,32
Kentucky,Casey County,35.4
Kentucky,Christian County,32
Kentucky,Clark County,31.7
Kentucky,Clay County,31.5
Kentucky,Clinton County,32.2
Kentucky,Crittenden County,32
Kentucky,Cumberland County,34.2
Kentucky,Daviess County,30
Kentucky,Edmonson County,35.5
Kentucky,Elliott County,36
Kentucky,Estill County,32.3
Kentucky,Fayette County,28.9
Kentucky,Fleming County,35.7
Kentucky,Floyd County,38.6
Kentucky,Franklin County,31.9
Kentucky,Fulton County,35.8
Kentucky,Gallatin County,31.5
Kentucky,Garrard County,37.4
Kentucky,Grant County,35
Kentucky,Graves County,31.4
Kentucky,Grayson County,35.3
Kentucky,Green County,30
Kentucky,Greenup County,36.7
Kentucky,Hancock County,36
Kentucky,Hardin County,30.1
Kentucky,Harlan County,34.4
Kentucky,Harrison County,29.4
Kentucky,Hart County,33.3
Kentucky,Henderson County,32.7
Kentucky,Henry County,35.3
Kentucky,Hickman County,32.9
Kentucky,Hopkins County,34.2
Kentucky,Jackson County,37.5
Kentucky,Jefferson County,33.2
Kentucky,Jessamine County,32.5
Kentucky,Johnson County,40.2
Kentucky,Kenton County,31.6
Kentucky,Knott County,36.6
Kentucky,Knox County,33.3
Kentucky,Larue County,31
Kentucky,Laurel County,32.5
Kentucky,Lawrence County,37
Kentucky,Lee County,31.2
Kentucky,Leslie County,36.3
Kentucky,Letcher County,35.8
Kentucky,Lewis County,36.4
Kentucky,Lincoln County,37.3
Kentucky,Livingston County,32.6
Kentucky,Logan County,32.8
Kentucky,Lyon County,31.3
Kentucky,McCracken County,30.1
Kentucky,McCreary County,32.3
Kentucky,McLean County,32.4
Kentucky,Madison County,29.6
Kentucky,Magoffin County,34.1
Kentucky,Marion County,33.8
Kentucky,Marshall County,34.2
Kentucky,Martin County,38.5
Kentucky,Mason County,31.8
Kentucky,Meade County,36.2
Kentucky,Menifee County,35.8
Kentucky,Mercer County,33.1
Kentucky,Metcalfe County,34.3
Kentucky,Monroe County,35.8
Kentucky,Montgomery County,32.9
Kentucky,Morgan County,36.4
Kentucky,Muhlenberg County,34.2
Kentucky,Nelson County,30.2
Kentucky,Nicholas County,31.4
Kentucky,Ohio County,34.7
Kentucky,Oldham County,28.9
Kentucky,Owen County,33.7
Kentucky,Owsley County,35.5
Kentucky,Pendleton County,33.2
Kentucky,Perry County,41
Kentucky,Pike County,36.6
Kentucky,Powell County,33.2
Kentucky,Pulaski County,31.5
Kentucky,Robertson County,32
Kentucky,Rockcastle County,37.4
Kentucky,Rowan County,34.1
Kentucky,Russell County,32.2
Kentucky,Scott County,32.6
Kentucky,Shelby County,33
Kentucky,Simpson County,30.4
Kentucky,Spencer County,33.9
Kentucky,Taylor County,31.9
Kentucky,Todd County,32.9
Kentucky,Trigg County,33.4
Kentucky,Trimble County,35.2
Kentucky,Union County,36.3
Kentucky,Warren County,27.7
Kentucky,Washington County,33.1
Kentucky,Wayne County,31.5
Kentucky,Webster County,33.7
Kentucky,Whitley County,35.8
Kentucky,Wolfe County,31.8
Kentucky,Woodford County,31.6
Louisiana,Acadia Parish,32.2
Louisiana,Allen Parish,37.6
Louisiana,Ascension Parish,34.5
Louisiana,Assumption Parish,33.4
Louisiana,Avoyelles Parish,39
Louisiana,Beauregard Parish,33.1
Louisiana,Bienville Parish,39
Louisiana,Bossier Parish,33.9
Louisiana,Caddo Parish,33.9
Louisiana,Calcasieu Parish,34.6
Louisiana,Caldwell Parish,40.8
Louisiana,Cameron Parish,36.2
Louisiana,Catahoula Parish,35.9
Louisiana,Claiborne Parish,35.5
Louisiana,Concordia Parish,35.4
Louisiana,De Soto Parish,36.9
Louisiana,East Baton Rouge Parish,33.6
Louisiana,East Carroll Parish,41.5
Louisiana,East Feliciana Parish,35.5
Louisiana,Evangeline Parish,31.5
Louisiana,Franklin Parish,35.5
Louisiana,Grant Parish,33.2
Louisiana,Iberia Parish,36.9
Louisiana,Iberville Parish,38.4
Louisiana,Jackson Parish,35.2
Louisiana,Jefferson Parish,32
Louisiana,Jefferson Davis Parish,34.6
Louisiana,Lafayette Parish,29.5
Louisiana,Lafourche Parish,38
Louisiana,La Salle Parish,35.4
Louisiana,Lincoln Parish,32.6
Louisiana,Livingston Parish,33.2
Louisiana,Madison Parish,40.2
Louisiana,Morehouse Parish,39
Louisiana,Natchitoches Parish,39
Louisiana,Orleans Parish,30.9
Louisiana,Ouachita Parish,33.5
Louisiana,Plaquemines Parish,33.8
Louisiana,Pointe Coupee Parish,32.3
Louisiana,Rapides Parish,34.5
Louisiana,Red River Parish,33.8
Louisiana,Richland Parish,38.8
Louisiana,Sabine Parish,36.5
Louisiana,St. Bernard Parish,36
Louisiana,St. Charles Parish,33.4
Louisiana,St. Helena Parish,37.5
Louisiana,St. James Parish,36.2
Louisiana,St. John the Baptist Pa,36.4
Louisiana,St. Landry Parish,41.4
Louisiana,St. Martin Parish,35.6
Louisiana,St. Mary Parish,38
Louisiana,St. Tammany Parish,29
Louisiana,Tangipahoa Parish,36.8
Louisiana,Tensas Parish,35.3
Louisiana,Terrebonne Parish,39.9
Louisiana,Union Parish,36.5
Louisiana,Vermilion Parish,33
Louisiana,Vernon Parish,37.5
Louisiana,Washington Parish,38.6
Louisiana,Webster Parish,33.9
Louisiana,West Baton Rouge Parish,32.8
Louisiana,West Carroll Parish,37.2
Louisiana,West Feliciana Parish,34.9
Louisiana,Winn Parish,34.2
Maine,Androscoggin County,31.3
Maine,Aroostook County,32.9
Maine,Cumberland County,21.9
Maine,Franklin County,30.2
Maine,Hancock County,24.5
Maine,Kennebec County,30.1
Maine,Knox County,26
Maine,Lincoln County,23.5
Maine,Oxford County,30.3
Maine,Penobscot County,31.2
Maine,Piscataquis County,32.5
Maine,Sagadahoc County,25
Maine,Somerset County,33.6
Maine,Waldo County,29
Maine,Washington County,32.4
Maine,York County,26.7
Maryland,Allegany County,28.4
Maryland,Anne Arundel County,28
Maryland,Baltimore County,27.6
Maryland,Calvert County,28.4
Maryland,Caroline County,33.9
Maryland,Carroll County,28.3
Maryland,Cecil County,32.5
Maryland,Charles County,33.6
Maryland,Dorchester County,34.1
Maryland,Frederick County,26.7
Maryland,Garrett County,31.5
Maryland,Harford County,28.1
Maryland,Howard County,24.6
Maryland,Kent County,27.2
Maryland,Montgomery County,18.4
Maryland,Prince George's County,33.9
Maryland,Queen Anne's County,25.9
Maryland,St. Mary's County,28.1
Maryland,Somerset County,37.7
Maryland,Talbot County,26.9
Maryland,Washington County,31.7
Maryland,Wicomico County,33.7
Maryland,Worcester County,32.2
Maryland,Baltimore city,33.4
Massachusetts,Barnstable County,18
Massachusetts,Berkshire County,22
Massachusetts,Bristol County,29.1
Massachusetts,Dukes County,19.6
Massachusetts,Essex County,23.5
Massachusetts,Franklin County,24.9
Massachusetts,Hampden County,29.2
Massachusetts,Hampshire County,22.4
Massachusetts,Middlesex County,23.3
Massachusetts,Nantucket County,23.9
Massachusetts,Norfolk County,19.8
Massachusetts,Plymouth County,24.7
Massachusetts,Suffolk County,21.5
Massachusetts,Worcester County,25.6
Michigan,Alcona County,30.1
Michigan,Alger County,32.6
Michigan,Allegan County,34.2
Michigan,Alpena County,33.4
Michigan,Antrim County,31.2
Michigan,Arenac County,34.3
Michigan,Baraga County,32
Michigan,Barry County,37
Michigan,Bay County,33.5
Michigan,Benzie County,31.6
Michigan,Berrien County,36.5
Michigan,Branch County,35.1
Michigan,Calhoun County,37.1
Michigan,Cass County,31.4
Michigan,Charlevoix County,27.1
Michigan,Cheboygan County,32.7
Michigan,Chippewa County,37.9
Michigan,Clare County,29.3
Michigan,Clinton County,33.2
Michigan,Crawford County,29.7
Michigan,Delta County,31.4
Michigan,Dickinson County,29.8
Michigan,Eaton County,32.9
Michigan,Emmet County,28.9
Michigan,Genesee County,36
Michigan,Gladwin County,34.2
Michigan,Gogebic County,28.3
Michigan,Grand Traverse County,31.4
Michigan,Gratiot County,37
Michigan,Hillsdale County,30.3
Michigan,Houghton County,26.7
Michigan,Huron County,29
Michigan,Ingham County,30.5
Michigan,Ionia County,33.7
Michigan,Iosco County,34.2
Michigan,Iron County,31.3
Michigan,Isabella County,31.1
Michigan,Jackson County,34.4
Michigan,Kalamazoo County,30.7
Michigan,Kalkaska County,30.4
Michigan,Kent County,30.7
Michigan,Keweenaw County,32.2
Michigan,Lake County,31.6
Michigan,Lapeer County,33.5
Michigan,Leelanau County,26.5
Michigan,Lenawee County,32.3
Michigan,Livingston County,26.6
Michigan,Luce County,34.5
Michigan,Mackinac County,33.8
Michigan,Macomb County,30
Michigan,Manistee County,28.7
Michigan,Marquette County,29.5
Michigan,Mason County,32.3
Michigan,Mecosta County,30.9
Michigan,Menominee County,31.6
Michigan,Midland County,30.7
Michigan,Missaukee County,32.9
Michigan,Monroe County,33.4
Michigan,Montcalm County,32
Michigan,Montmorency County,31.7
Michigan,Muskegon County,35.5
Michigan,Newaygo County,35.3
Michigan,Oakland County,26.9
Michigan,Oceana County,34.9
Michigan,Ogemaw County,34.4
Michigan,Ontonagon County,33.9
Michigan,Osceola County,33.9
Michigan,Oscoda County,30.4
Michigan,Otsego County,31.7
Michigan,Ottawa County,25.5
Michigan,Presque Isle County,33.3
Michigan,Roscommon County,33.3
Michigan,Saginaw County,39.7
Michigan,St. Clair County,30.5
Michigan,St. Joseph County,33
Michigan,Sanilac County,36
Michigan,Schoolcraft County,27.5
Michigan,Shiawassee County,34.6
Michigan,Tuscola County,30.9
Michigan,Van Buren County,31.8
Michigan,Washtenaw County,23.3
Michigan,Wayne County,34.3
Michigan,Wexford County,32.5
Minnesota,Aitkin County,27.4
Minnesota,Anoka County,30.7
Minnesota,Becker County,27.9
Minnesota,Beltrami County,28.3
Minnesota,Benton County,29.1
Minnesota,Big Stone County,28.4
Minnesota,Blue Earth County,25.2
Minnesota,Brown County,28.7
Minnesota,Carlton County,27.9
Minnesota,Carver County,24.7
Minnesota,Cass County,28.4
Minnesota,Chippewa County,31.1
Minnesota,Chisago County,28.5
Minnesota,Clay County,31.4
Minnesota,Clearwater County,29.9
Minnesota,Cook County,26.1
Minnesota,Cottonwood County,28.6
Minnesota,Crow Wing County,26.8
Minnesota,Dakota County,25.4
Minnesota,Dodge County,33.2
Minnesota,Douglas County,26.9
Minnesota,Faribault County,29.7
Minnesota,Fillmore County,27.2
Minnesota,Freeborn County,30.6
Minnesota,Goodhue County,28
Minnesota,Grant County,27.2
Minnesota,Hennepin County,21.9
Minnesota,Houston County,27.7
Minnesota,Hubbard County,28.6
Minnesota,Isanti County,27.7
Minnesota,Itasca County,28
Minnesota,Jackson County,29.8
Minnesota,Kanabec County,26.4
Minnesota,Kandiyohi County,29.1
Minnesota,Kittson County,31.6
Minnesota,Koochiching County,29.7
Minnesota,Lac qui Parle County,29.2
Minnesota,Lake County,29.5
Minnesota,Lake of the Woods Count,28.1
Minnesota,Le Sueur County,30.3
Minnesota,Lincoln County,27.5
Minnesota,Lyon County,27.8
Minnesota,McLeod County,31.9
Minnesota,Mahnomen County,30.6
Minnesota,Marshall County,26.9
Minnesota,Martin County,27.2
Minnesota,Meeker County,29.6
Minnesota,Mille Lacs County,28.8
Minnesota,Morrison County,27.8
Minnesota,Mower County,27.9
Minnesota,Murray County,31.8
Minnesota,Nicollet County,28.9
Minnesota,Nobles County,27.7
Minnesota,Norman County,32.8
Minnesota,Olmsted County,23.8
Minnesota,Otter Tail County,28.2
Minnesota,Pennington County,27.6
Minnesota,Pine County,28.4
Minnesota,Pipestone County,28.9
Minnesota,Polk County,30
Minnesota,Pope County,28.1
Minnesota,Ramsey County,24.6
Minnesota,Red Lake County,30.3
Minnesota,Redwood County,30.5
Minnesota,Renville County,33
Minnesota,Rice County,25.9
Minnesota,Rock County,24.5
Minnesota,Roseau County,34.2
Minnesota,St. Louis County,27.3
Minnesota,Scott County,24
Minnesota,Sherburne County,30.5
Minnesota,Sibley County,29.1
Minnesota,Stearns County,27.7
Minnesota,Steele County,26.6
Minnesota,Stevens County,28.3
Minnesota,Swift County,29.1
Minnesota,Todd County,29.7
Minnesota,Traverse County,29
Minnesota,Wabasha County,26.9
Minnesota,Wadena County,30.8
Minnesota,Waseca County,31
Minnesota,Washington County,24.3
Minnesota,Watonwan County,30.8
Minnesota,Wilkin County,30.2
Minnesota,Winona County,27.3
Minnesota,Wright County,26.5
Minnesota,Yellow Medicine County,25.3
Mississippi,Adams County,36.1
Mississippi,Alcorn County,32.1
Mississippi,Amite County,34.7
Mississippi,Attala County,37.9
Mississippi,Benton County,35.8
Mississippi,Bolivar County,35.6
Mississippi,Calhoun County,33.6
Mississippi,Carroll County,33.1
Mississippi,Chickasaw County,37.1
Mississippi,Choctaw County,34.8
Mississippi,Claiborne County,41.4
Mississippi,Clarke County,34.9
Mississippi,Clay County,39.4
Mississippi,Coahoma County,47.4
Mississippi,Copiah County,35.4
Mississippi,Covington County,38.6
Mississippi,DeSoto County,32.8
Mississippi,Forrest County,36.4
Mississippi,Franklin County,41.1
Mississippi,George County,37.4
Mississippi,Greene County,37.7
Mississippi,Grenada County,37.8
Mississippi,Hancock County,33.3
Mississippi,Harrison County,34.2
Mississippi,Hinds County,37
Mississippi,Holmes County,41.1
Mississippi,Humphreys County,42.3
Mississippi,Issaquena County,38.1
Mississippi,Itawamba County,36.5
Mississippi,Jackson County,33.1
Mississippi,Jasper County,40.3
Mississippi,Jefferson County,44.8
Mississippi,Jefferson Davis County,36.9
Mississippi,Jones County,36.8
Mississippi,Kemper County,36
Mississippi,Lafayette County,33
Mississippi,Lamar County,33.6
Mississippi,Lauderdale County,36.7
Mississippi,Lawrence County,37.8
Mississippi,Leake County,35.9
Mississippi,Lee County,30.1
Mississippi,Leflore County,40.6
Mississippi,Lincoln County,36.6
Mississippi,Lowndes County,36.3
Mississippi,Madison County,31.6
Mississippi,Marion County,37.1
Mississippi,Marshall County,38.6
Mississippi,Monroe County,34.4
Mississippi,Montgomery County,36.3
Mississippi,Neshoba County,35.5
Mississippi,Newton County,31.7
Mississippi,Noxubee County,43.6
Mississippi,Oktibbeha County,31.5
Mississippi,Panola County,36
Mississippi,Pearl River County,33
Mississippi,Perry County,32.5
Mississippi,Pike County,37.8
Mississippi,Pontotoc County,36.3
Mississippi,Prentiss County,33.1
Mississippi,Quitman County,40.7
Mississippi,Rankin County,34
Mississippi,Scott County,38.9
Mississippi,Sharkey County,40.8
Mississippi,Simpson County,36
Mississippi,Smith County,33.6
Mississippi,Stone County,32.2
Mississippi,Sunflower County,43.9
Mississippi,Tallahatchie County,38.9
Mississippi,Tate County,35
Mississippi,Tippah County,34.5
Mississippi,Tishomingo County,29.7
Mississippi,Tunica County,40.7
Mississippi,Union County,33.8
Mississippi,Walthall County,39.3
Mississippi,Warren County,39.8
Mississippi,Washington County,40
Mississippi,Wayne County,36.6
Mississippi,Webster County,35.3
Mississippi,Wilkinson County,42.4
Mississippi,Winston County,35.7
Mississippi,Yalobusha County,38.1
Mississippi,Yazoo County,38.3
Missouri,Adair County,30.5
Missouri,Andrew County,28.9
Missouri,Atchison County,29
Missouri,Audrain County,29.5
Missouri,Barry County,29.8
Missouri,Barton County,30.9
Missouri,Bates County,33
Missouri,Benton County,34.8
Missouri,Bollinger County,35.7
Missouri,Boone County,25.7
Missouri,Buchanan County,38.3
Missouri,Butler County,32.9
Missouri,Caldwell County,36.6
Missouri,Callaway County,34.6
Missouri,Camden County,29.4
Missouri,Cape Girardeau County,27.1
Missouri,Carroll County,31.6
Missouri,Carter County,32.8
Missouri,Cass County,33.1
Missouri,Cedar County,31.3
Missouri,Chariton County,31.9
Missouri,Christian County,29.3
Missouri,Clark County,33.4
Missouri,Clay County,28.4
Missouri,Clinton County,32.2
Missouri,Cole County,30.3
Missouri,Cooper County,29.3
Missouri,Crawford County,32.3
Missouri,Dade County,32
Missouri,Dallas County,32.9
Missouri,Daviess County,31.1
Missouri,DeKalb County,35.4
Missouri,Dent County,34.3
Missouri,Douglas County,32
Missouri,Dunklin County,35.5
Missouri,Franklin County,34.5
Missouri,Gasconade County,30.7
Missouri,Gentry County,33.3
Missouri,Greene County,29.4
Missouri,Grundy County,32.5
Missouri,Harrison County,31.5
Missouri,Henry County,33.1
Missouri,Hickory County,33.3
Missouri,Holt County,29.6
Missouri,Howard County,31.6
Missouri,Howell County,29.3
Missouri,Iron County,30.9
Missouri,Jackson County,32
Missouri,Jasper County,32.6
Missouri,Jefferson County,35.1
Missouri,Johnson County,32.5
Missouri,Knox County,32.9
Missouri,Laclede County,31.9
Missouri,Lafayette County,31.1
Missouri,Lawrence County,30
Missouri,Lewis County,34.4
Missouri,Lincoln County,36.5
Missouri,Linn County,35.4
Missouri,Livingston County,28.1
Missouri,McDonald County,31.7
Missouri,Macon County,30.9
Missouri,Madison County,36
Missouri,Maries County,30.8
Missouri,Marion County,28.3
Missouri,Mercer County,32.4
Missouri,Miller County,34.9
Missouri,Mississippi County,33.6
Missouri,Moniteau County,31.3
Missouri,Monroe County,32.1
Missouri,Montgomery County,31.2
Missouri,Morgan County,28.5
Missouri,New Madrid County,33.2
Missouri,Newton County,32.2
Missouri,Nodaway County,30.3
Missouri,Oregon County,32.3
Missouri,Osage County,29.2
Missouri,Ozark County,29.3
Missouri,Pemiscot County,35.4
Missouri,Perry County,32.7
Missouri,Pettis County,32.4
Missouri,Phelps County,32.7
Missouri,Pike County,33.1
Missouri,Platte County,29.2
Missouri,Polk County,34
Missouri,Pulaski County,34.4
Missouri,Putnam County,29.5
Missouri,Ralls County,32.3
Missouri,Randolph County,34.3
Missouri,Ray County,31.3
Missouri,Reynolds County,34.8
Missouri,Ripley County,33.8
Missouri,St. Charles County,30.6
Missouri,St. Clair County,33.6
Missouri,Ste. Genevieve County,28.6
Missouri,St. Francois County,32
Missouri,St. Louis County,28.3
Missouri,Saline County,33.8
Missouri,Schuyler County,30.9
Missouri,Scotland County,35.5
Missouri,Scott County,32.3
Missouri,Shannon County,36.6
Missouri,Shelby County,31.7
Missouri,Stoddard County,32.9
Missouri,Stone County,30.9
Missouri,Sullivan County,30.2
Missouri,Taney County,31.3
Missouri,Texas County,33.8
Missouri,Vernon County,30.6
Missouri,Warren County,31.4
Missouri,Washington County,32.6
Missouri,Wayne County,27.6
Missouri,Webster County,32.2
Missouri,Worth County,29.8
Missouri,Wright County,34.7
Missouri,St. Louis city,32.9
Montana,Beaverhead County,24.6
Montana,Big Horn County,35.3
Montana,Blaine County,33.5
Montana,Broadwater County,29.5
Montana,Carbon County,25.4
Montana,Carter County,23.9
Montana,Cascade County,26.8
Montana,Chouteau County,29.1
Montana,Custer County,24.2
Montana,Daniels County,24.4
Montana,Dawson County,26.6
Montana,Deer Lodge County,27.4
Montana,Fallon County,24.5
Montana,Fergus County,24.7
Montana,Flathead County,21
Montana,Gallatin County,17.5
Montana,Garfield County,24.3
Montana,Glacier County,31.5
Montana,Golden Valley County,28.6
Montana,Granite County,20.9
Montana,Hill County,32.7
Montana,Jefferson County,20.1
Montana,Judith Basin County,25.5
Montana,Lake County,27.3
Montana,Lewis and Clark County,23.8
Montana,Liberty County,27.1
Montana,Lincoln County,26.2
Montana,McCone County,25
Montana,Madison County,22.7
Montana,Meagher County,25.6
Montana,Mineral County,29.7
Montana,Missoula County,20.5
Montana,Musselshell County,24
Montana,Park County,22.7
Montana,Petroleum County,24.4
Montana,Phillips County,26.6
Montana,Pondera County,29
Montana,Powder River County,25.1
Montana,Powell County,25.2
Montana,Prairie County,26.9
Montana,Ravalli County,20.9
Montana,Richland County,30.9
Montana,Roosevelt County,35.8
Montana,Rosebud County,32.7
Montana,Sanders County,26.6
Montana,Sheridan County,27.5
Montana,Silver Bow County,27.4
Montana,Stillwater County,25.2
Montana,Sweet Grass County,21.8
Montana,Teton County,24.2
Montana,Toole County,28.7
Montana,Treasure County,24.8
Montana,Valley County,27.4
Montana,Wheatland County,24.5
Montana,Wibaux County,28.3
Montana,Yellowstone County,27.1
Nebraska,Adams County,28.9
Nebraska,Antelope County,28.1
Nebraska,Arthur County,29.3
Nebraska,Banner County,33.1
Nebraska,Blaine County,31.3
Nebraska,Boone County,27.9
Nebraska,Box Butte County,32.2
Nebraska,Boyd County,30.9
Nebraska,Brown County,31.7
Nebraska,Buffalo County,30.1
Nebraska,Burt County,31.4
Nebraska,Butler County,27.8
Nebraska,Cass County,31.8
Nebraska,Cedar County,28.1
Nebraska,Chase County,26.7
Nebraska,Cherry County,27
Nebraska,Cheyenne County,28.4
Nebraska,Clay County,34.7
Nebraska,Colfax County,33.9
Nebraska,Cuming County,29.8
Nebraska,Custer County,31.7
Nebraska,Dakota County,33.7
Nebraska,Dawes County,29.8
Nebraska,Dawson County,32.2
Nebraska,Deuel County,27.5
Nebraska,Dixon County,32.5
Nebraska,Dodge County,29.8
Nebraska,Douglas County,28.4
Nebraska,Dundy County,30.1
Nebraska,Fillmore County,29.2
Nebraska,Franklin County,31.7
Nebraska,Frontier County,31.9
Nebraska,Furnas County,32.2
Nebraska,Gage County,34
Nebraska,Garden County,26.3
Nebraska,Garfield County,27.6
Nebraska,Gosper County,29.5
Nebraska,Grant County,28.4
Nebraska,Greeley County,33.2
Nebraska,Hall County,31.2
Nebraska,Hamilton County,29.9
Nebraska,Harlan County,29.3
Nebraska,Hayes County,27.7
Nebraska,Hitchcock County,33.8
Nebraska,Holt County,30.3
Nebraska,Hooker County,31.6
Nebraska,Howard County,31.5
Nebraska,Jefferson County,32.2
Nebraska,Johnson County,30
Nebraska,Kearney County,29.4
Nebraska,Keith County,28.4
Nebraska,Keya Paha County,27.1
Nebraska,Kimball County,31.4
Nebraska,Knox County,27.9
Nebraska,Lancaster County,26.7
Nebraska,Lincoln County,32.4
Nebraska,Logan County,28.8
Nebraska,Loup County,30
Nebraska,McPherson County,28.2
Nebraska,Madison County,29.4
Nebraska,Merrick County,33.1
Nebraska,Morrill County,29.3
Nebraska,Nance County,30.5
Nebraska,Nemaha County,34.5
Nebraska,Nuckolls County,29.5
Nebraska,Otoe County,34.5
Nebraska,Pawnee County,33
Nebraska,Perkins County,29.8
Nebraska,Phelps County,33.3
Nebraska,Pierce County,34.6
Nebraska,Platte County,29.9
Nebraska,Polk County,33
Nebraska,Red Willow County,30.2
Nebraska,Richardson County,32.6
Nebraska,Rock County,30.3
Nebraska,Saline County,31.9
Nebraska,Sarpy County,27.8
Nebraska,Saunders County,30.5
Nebraska,Scotts Bluff County,32.4
Nebraska,Seward County,29
Nebraska,Sheridan County,29.7
Nebraska,Sherman County,33.6
Nebraska,Sioux County,27.7
Nebraska,Stanton County,31.1
Nebraska,Thayer County,27.8
Nebraska,Thomas County,32.2
Nebraska,Thurston County,39.9
Nebraska,Valley County,29.8
Nebraska,Washington County,30.7
Nebraska,Wayne County,29.1
Nebraska,Webster County,32.3
Nebraska,Wheeler County,27
Nebraska,York County,32.6
Nevada,Churchill County,31.6
Nevada,Clark County,25.1
Nevada,Douglas County,22.5
Nevada,Elko County,32.7
Nevada,Esmeralda County,29.1
Nevada,Eureka County,25.7
Nevada,Humboldt County,27.1
Nevada,Lander County,27.1
Nevada,Lincoln County,26.8
Nevada,Lyon County,30.9
Nevada,Mineral County,29.5
Nevada,Nye County,30.1
Nevada,Pershing County,29.3
Nevada,Storey County,23.7
Nevada,Washoe County,22.5
Nevada,White Pine County,26.1
Nevada,Carson City,23
New Hampshire,Belknap County,26.9
New Hampshire,Carroll County,24.1
New Hampshire,Cheshire County,25.9
New Hampshire,Coos County,31.5
New Hampshire,Grafton County,25.5
New Hampshire,Hillsborough County,26.9
New Hampshire,Merrimack County,26.4
New Hampshire,Rockingham County,26.3
New Hampshire,Strafford County,30.1
New Hampshire,Sullivan County,26.8
New Jersey,Atlantic County,27
New Jersey,Bergen County,21.4
New Jersey,Burlington County,27.1
New Jersey,Camden County,27.5
New Jersey,Cape May County,24.8
New Jersey,Cumberland County,33.4
New Jersey,Essex County,25.9
New Jersey,Gloucester County,28.2
New Jersey,Hudson County,23.9
New Jersey,Hunterdon County,20
New Jersey,Mercer County,25.1
New Jersey,Middlesex County,23.4
New Jersey,Monmouth County,22.4
New Jersey,Morris County,20.8
New Jersey,Ocean County,26.4
New Jersey,Passaic County,24.7
New Jersey,Salem County,32.8
New Jersey,Somerset County,21.1
New Jersey,Sussex County,25.8
New Jersey,Union County,23.2
New Jersey,Warren County,25.6
New Mexico,Bernalillo County,19.3
New Mexico,Catron County,24.8
New Mexico,Chaves County,30.6
New Mexico,Cibola County,31.2
New Mexico,Colfax County,24.8
New Mexico,Curry County,29.2
New Mexico,De Baca County,23.2
New Mexico,Doña Ana County,25.4
New Mexico,Eddy County,28.7
New Mexico,Grant County,23.7
New Mexico,Guadalupe County,25.9
New Mexico,Harding County,25.3
New Mexico,Hidalgo County,26.4
New Mexico,Lea County,32.8
New Mexico,Lincoln County,22.9
New Mexico,Los Alamos County,18.5
New Mexico,Luna County,26.1
New Mexico,McKinley County,35.8
New Mexico,Mora County,23.4
New Mexico,Otero County,24.5
New Mexico,Quay County,25.3
New Mexico,Rio Arriba County,24
New Mexico,Roosevelt County,26.7
New Mexico,Sandoval County,25
New Mexico,San Juan County,30.3
New Mexico,San Miguel County,22.4
New Mexico,Santa Fe County,13.8
New Mexico,Sierra County,23.3
New Mexico,Socorro County,26.5
New Mexico,Taos County,18
New Mexico,Torrance County,25.9
New Mexico,Union County,26
New Mexico,Valencia County,28.4
New York,Albany County,25.9
