State,County,Obesity
New York,Allegany County,29.8
New York,Bronx County,28.4
New York,Broome County,29
New York,Cattaraugus County,27.5
New York,Cayuga County,24.8
New York,Chautauqua County,27.5
New York,Chemung County,29.2
New York,Chenango County,28.8
New York,Clinton County,29.6
New York,Columbia County,23.9
New York,Cortland County,27
New York,Delaware County,25.8
New York,Dutchess County,26.2
New York,Erie County,28.9
New York,Essex County,27.2
New York,Franklin County,28.9
New York,Fulton County,28.3
New York,Genesee County,28.7
New York,Greene County,30.3
New York,Hamilton County,26.1
New York,Herkimer County,31.7
New York,Jefferson County,29
New York,Kings County,23.2
New York,Lewis County,25.9
New York,Livingston County,28.8
New York,Madison County,27.3
New York,Monroe County,30.2
New York,Montgomery County,26.9
New York,Nassau County,21.6
New York,New York County,15.7
New York,Niagara County,29.5
New York,Oneida County,27.5
New York,Onondaga County,28.2
New York,Ontario County,28
New York,Orange County,23.8
New York,Orleans County,31.9
New York,Oswego County,33.9
New York,Otsego County,27.4
New York,Putnam County,31
New York,Queens County,22.9
New York,Rensselaer County,26.4
New York,Richmond County,27.6
New York,Rockland County,24.3
New York,St. Lawrence County,30
New York,Saratoga County,25.9
New York,Schenectady County,27.4
New York,Schoharie County,29.9
New York,Schuyler County,28.6
New York,Seneca County,28.3
New York,Steuben County,30.9
New York,Suffolk County,24.7
New York,Sullivan County,29.3
New York,Tioga County,28.9
New York,Tompkins County,21.7
New York,Ulster County,27.3
New York,Warren County,28.8
New York,Washington County,28.3
New York,Wayne County,31.4
New York,Westchester County,17.2
New York,Wyoming County,29.6
New York,Yates County,25.9
North Carolina,Alamance County,34.1
North Carolina,Alexander County,27.2
North Carolina,Alleghany County,24.7
North Carolina,Anson County,34.6
North Carolina,Ashe County,22.5
North Carolina,Avery County,28.9
North Carolina,Beaufort County,34.3
North Carolina,Bertie County,35
North Carolina,Bladen County,36.1
North Carolina,Brunswick County,29.5
North Carolina,Buncombe County,23.6
North Carolina,Burke County,28.8
North Carolina,Cabarrus County,30.9
North Carolina,Caldwell County,29.5
North Carolina,Camden County,30.2
North Carolina,Carteret County,29
North Carolina,Caswell County,32.5
North Carolina,Catawba County,28.4
North Carolina,Chatham County,25.7
North Carolina,Cherokee County,27.5
North Carolina,Chowan County,30
North Carolina,Clay County,25.8
North Carolina,Cleveland County,30.2
North Carolina,Columbus County,32.1
North Carolina,Craven County,31.9
North Carolina,Cumberland County,33.8
North Carolina,Currituck County,29.2
North Carolina,Dare County,28.1
North Carolina,Davidson County,29
North Carolina,Davie County,28.1
North Carolina,Duplin County,36.1
North Carolina,Durham County,29.4
North Carolina,Edgecombe County,37
North Carolina,Forsyth County,26
North Carolina,Franklin County,33.4
North Carolina,Gaston County,27.3
North Carolina,Gates County,32.8
North Carolina,Graham County,29.5
North Carolina,Granville County,30.2
North Carolina,Greene County,31.8
North Carolina,Guilford County,27.4
North Carolina,Halifax County,37.9
North Carolina,Harnett County,33.1
North Carolina,Haywood County,25.9
North Carolina,Henderson County,21.9
North Carolina,Hertford County,34.1
North Carolina,Hoke County,33.1
North Carolina,Hyde County,31.5
North Carolina,Iredell County,27.9
North Carolina,Jackson County,32.8
North Carolina,Johnston County,33.4
North Carolina,Jones County,34.1
North Carolina,Lee County,29.2
North Carolina,Lenoir County,34.2
North Carolina,Lincoln County,27.9
North Carolina,McDowell County,33.8
North Carolina,Macon County,24.5
North Carolina,Madison County,30
North Carolina,Martin County,33.9
North Carolina,Mecklenburg County,25.5
North Carolina,Mitchell County,29.1
North Carolina,Montgomery County,31.3
North Carolina,Moore County,28.5
North Carolina,Nash County,33.3
North Carolina,New Hanover County,25.5
North Carolina,Northampton County,30.7
North Carolina,Onslow County,27.8
North Carolina,Orange County,20.8
North Carolina,Pamlico County,30.2
North Carolina,Pasquotank County,32.6
North Carolina,Pender County,29.2
North Carolina,Perquimans County,31.9
North Carolina,Person County,32.6
North Carolina,Pitt County,35.7
North Carolina,Polk County,23
North Carolina,Randolph County,28.7
North Carolina,Richmond County,30.5
North Carolina,Robeson County,40.7
North Carolina,Rockingham County,32.4
North Carolina,Rowan County,33.1
North Carolina,Rutherford County,30
North Carolina,Sampson County,36.7
North Carolina,Scotland County,36.4
North Carolina,Stanly County,26.6
North Carolina,Stokes County,25.6
North Carolina,Surry County,30.7
North Carolina,Swain County,33.9
North Carolina,Transylvania County,23.7
North Carolina,Tyrrell County,31.3
North Carolina,Union County,27.4
North Carolina,Vance County,33
North Carolina,Wake County,24.8
North Carolina,Warren County,34.8
North Carolina,Washington County,33
North Carolina,Watauga County,27.5
North Carolina,Wayne County,34.1
North Carolina,Wilkes County,29.3
North Carolina,Wilson County,34.9
North Carolina,Yadkin County,29.7
North Carolina,Yancey County,28.7
North Dakota,Adams County,33.1
North Dakota,Barnes County,27
North Dakota,Benson County,35.5
North Dakota,Billings County,31.3
North Dakota,Bottineau County,31.3
North Dakota,Bowman County,31.5
North Dakota,Burke County,30.6
North Dakota,Burleigh County,26.7
North Dakota,Cass County,27
North Dakota,Cavalier County,31.4
North Dakota,Dickey County,29.7
North Dakota,Divide County,28.9
North Dakota,Dunn County,30
North Dakota,Eddy County,29.1
North Dakota,Emmons County,32.6
North Dakota,Foster County,30.3
North Dakota,Golden Valley County,30.6
North Dakota,Grand Forks County,29.9
North Dakota,Grant County,36
North Dakota,Griggs County,30.4
North Dakota,Hettinger County,26.2
North Dakota,Kidder County,33
North Dakota,LaMoure County,28.7
North Dakota,Logan County,34.8
North Dakota,McHenry County,29.6
North Dakota,McIntosh County,30.2
North Dakota,McKenzie County,32.6
North Dakota,McLean County,31.5
North Dakota,Mercer County,29.8
North Dakota,Morton County,29.4
North Dakota,Mountrail County,35.6
North Dakota,Nelson County,30.8
North Dakota,Oliver County,31.2
North Dakota,Pembina County,32.9
North Dakota,Pierce County,32.5
North Dakota,Ramsey County,30.3
North Dakota,Ransom County,31.6
North Dakota,Renville County,27.5
North Dakota,Richland County,33.2
North Dakota,Rolette County,40.3
North Dakota,Sargent County,31
North Dakota,Sheridan County,29.8
North Dakota,Sioux County,44.3
North Dakota,Slope County,29.4
North Dakota,Stark County,31.8
North Dakota,Steele County,33.4
North Dakota,Stutsman County,29.8
North Dakota,Towner County,29.1
North Dakota,Traill County,35.3
North Dakota,Walsh County,33.2
North Dakota,Ward County,29.7
North Dakota,Wells County,28.9
North Dakota,Williams County,30.4
Ohio,Adams County,30.7
Ohio,Allen County,37.3
Ohio,Ashland County,30.7
Ohio,Ashtabula County,30
Ohio,Athens County,33.1
Ohio,Auglaize County,32.7
Ohio,Belmont County,31.1
Ohio,Brown County,36.4
Ohio,Butler County,29.8
Ohio,Carroll County,28.8
Ohio,Champaign County,33.4
Ohio,Clark County,33.2
Ohio,Clermont County,26.6
Ohio,Clinton County,29.7
Ohio,Columbiana County,32
Ohio,Coshocton County,31.6
Ohio,Crawford County,35.9
Ohio,Cuyahoga County,27.2
Ohio,Darke County,35.1
Ohio,Defiance County,28.3
Ohio,Delaware County,25.5
Ohio,Erie County,28
Ohio,Fairfield County,30.9
Ohio,Fayette County,31.3
Ohio,Franklin County,30.3
Ohio,Fulton County,30.3
Ohio,Gallia County,31.3
Ohio,Geauga County,27.5
Ohio,Greene County,26
Ohio,Guernsey County,31.3
Ohio,Hamilton County,28.4
Ohio,Hancock County,31
Ohio,Hardin County,31.6
Ohio,Harrison County,29.9
Ohio,Henry County,33
Ohio,Highland County,32.9
Ohio,Hocking County,31.8
Ohio,Holmes County,29.1
Ohio,Huron County,32.8
Ohio,Jackson County,33.4
Ohio,Jefferson County,36.1
Ohio,Knox County,31.6
Ohio,Lake County,28.3
Ohio,Lawrence County,37.2
Ohio,Licking County,30.4
Ohio,Logan County,29.7
Ohio,Lorain County,31.4
Ohio,Lucas County,31.8
Ohio,Madison County,30.7
Ohio,Mahoning County,29.8
Ohio,Marion County,32.2
Ohio,Medina County,28.6
Ohio,Meigs County,33.2
Ohio,Mercer County,29.1
Ohio,Miami County,30.9
Ohio,Monroe County,32
Ohio,Montgomery County,30.4
Ohio,Morgan County,32.2
Ohio,Morrow County,30.9
Ohio,Muskingum County,29.5
Ohio,Noble County,32.1
Ohio,Ottawa County,35
Ohio,Paulding County,29.3
Ohio,Perry County,36.7
Ohio,Pickaway County,33
Ohio,Pike County,32.1
Ohio,Portage County,29.6
Ohio,Preble County,32.4
Ohio,Putnam County,29.9
Ohio,Richland County,31.2
Ohio,Ross County,34.4
Ohio,Sandusky County,33.9
Ohio,Scioto County,35.5
Ohio,Seneca County,30
Ohio,Shelby County,32.1
Ohio,Stark County,31.7
Ohio,Summit County,29.2
Ohio,Trumbull County,32.5
Ohio,Tuscarawas County,32.1
Ohio,Union County,34.2
Ohio,Van Wert County,32.5
Ohio,Vinton County,30.3
Ohio,Warren County,26.2
Ohio,Washington County,32.2
Ohio,Wayne County,30.5
Ohio,Williams County,30
Ohio,Wood County,29.6
Ohio,Wyandot County,29.4
Oklahoma,Adair County,36
Oklahoma,Alfalfa County,32.8
Oklahoma,Atoka County,34.7
Oklahoma,Beaver County,31.4
Oklahoma,Beckham County,36.5
Oklahoma,Blaine County,32.2
Oklahoma,Bryan County,33.3
Oklahoma,Caddo County,35.2
Oklahoma,Canadian County,31.1
Oklahoma,Carter County,36.4
Oklahoma,Cherokee County,35.2
Oklahoma,Choctaw County,34.3
Oklahoma,Cimarron County,31.3
Oklahoma,Cleveland County,29.3
Oklahoma,Coal County,33.2
Oklahoma,Comanche County,34.5
Oklahoma,Cotton County,34
Oklahoma,Craig County,35.8
Oklahoma,Creek County,36.1
Oklahoma,Custer County,28.9
Oklahoma,Delaware County,33.2
Oklahoma,Dewey County,29.2
Oklahoma,Ellis County,31.9
Oklahoma,Garfield County,32.8
Oklahoma,Garvin County,32.2
Oklahoma,Grady County,37
Oklahoma,Grant County,34.6
Oklahoma,Greer County,32.1
Oklahoma,Harmon County,34
Oklahoma,Harper County,32.7
Oklahoma,Haskell County,31.3
Oklahoma,Hughes County,33.8
Oklahoma,Jackson County,32.5
Oklahoma,Jefferson County,36.9
Oklahoma,Johnston County,31
Oklahoma,Kay County,35.6
Oklahoma,Kingfisher County,31.6
Oklahoma,Kiowa County,32.1
Oklahoma,Latimer County,36.8
Oklahoma,Le Flore County,33.2
Oklahoma,Lincoln County,31.9
Oklahoma,Logan County,34.1
Oklahoma,Love County,30.8
Oklahoma,McClain County,32.4
Oklahoma,McCurtain County,35.7
Oklahoma,McIntosh County,35
Oklahoma,Major County,32
Oklahoma,Marshall County,33.9
Oklahoma,Mayes County,36
Oklahoma,Murray County,34.6
Oklahoma,Muskogee County,31.9
Oklahoma,Noble County,35.2
Oklahoma,Nowata County,33
Oklahoma,Okfuskee County,35.1
Oklahoma,Oklahoma County,30
Oklahoma,Okmulgee County,32.3
Oklahoma,Osage County,33
Oklahoma,Ottawa County,31.6
Oklahoma,Pawnee County,36.4
Oklahoma,Payne County,30.9
Oklahoma,Pittsburg County,34.1
Oklahoma,Pontotoc County,39.3
Oklahoma,Pottawatomie County,37.2
Oklahoma,Pushmataha County,31.4
Oklahoma,Roger Mills County,32.3
Oklahoma,Rogers County,31.1
Oklahoma,Seminole County,38.7
Oklahoma,Sequoyah County,38.1
Oklahoma,Stephens County,29.4
Oklahoma,Texas County,30.9
Oklahoma,Tillman County,33.6
Oklahoma,Tulsa County,30.2
Oklahoma,Wagoner County,31.5
Oklahoma,Washington County,30.8
Oklahoma,Washita County,32.7
Oklahoma,Woods County,32.4
Oklahoma,Woodward County,34.7
Oregon,Baker County,25.1
Oregon,Benton County,22.4
Oregon,Clackamas County,26.1
Oregon,Clatsop County,26
Oregon,Columbia County,28.2
Oregon,Coos County,28.9
Oregon,Crook County,26.6
Oregon,Curry County,29.1
Oregon,Deschutes County,21.2
Oregon,Douglas County,32.8
Oregon,Gilliam County,27.2
Oregon,Grant County,24.3
Oregon,Harney County,28.6
Oregon,Hood River County,22.1
Oregon,Jackson County,23.9
Oregon,Jefferson County,30.7
Oregon,Josephine County,25.5
Oregon,Klamath County,27.2
Oregon,Lake County,29.9
Oregon,Lane County,26.7
Oregon,Lincoln County,28
Oregon,Linn County,29.9
Oregon,Malheur County,28.3
Oregon,Marion County,31.3
Oregon,Morrow County,25.8
Oregon,Multnomah County,22.3
Oregon,Polk County,30.5
Oregon,Sherman County,25.9
Oregon,Tillamook County,27.5
Oregon,Umatilla County,33.8
Oregon,Union County,28
Oregon,Wallowa County,25.4
Oregon,Wasco County,32.9
Oregon,Washington County,24.5
Oregon,Wheeler County,25.8
Oregon,Yamhill County,29.4
Pennsylvania,Adams County,28.3
Pennsylvania,Allegheny County,27.3
Pennsylvania,Armstrong County,30.9
Pennsylvania,Beaver County,30.1
Pennsylvania,Bedford County,33.3
Pennsylvania,Berks County,27.7
Pennsylvania,Blair County,33.4
Pennsylvania,Bradford County,34.8
Pennsylvania,Bucks County,25.7
Pennsylvania,Butler County,29.1
Pennsylvania,Cambria County,36.2
Pennsylvania,Cameron County,29.1
Pennsylvania,Carbon County,32.2
Pennsylvania,Centre County,25.2
Pennsylvania,Chester County,22.2
Pennsylvania,Clarion County,31.7
Pennsylvania,Clearfield County,29.2
Pennsylvania,Clinton County,31.5
Pennsylvania,Columbia County,33.3
Pennsylvania,Crawford County,29.8
Pennsylvania,Cumberland County,25.5
Pennsylvania,Dauphin County,32.1
Pennsylvania,Delaware County,28
Pennsylvania,Elk County,31.2
Pennsylvania,Erie County,28.3
Pennsylvania,Fayette County,34.6
Pennsylvania,Forest County,32.5
Pennsylvania,Franklin County,32.4
Pennsylvania,Fulton County,30.8
Pennsylvania,Greene County,30.7
Pennsylvania,Huntingdon County,29.4
Pennsylvania,Indiana County,29.7
Pennsylvania,Jefferson County,29.2
Pennsylvania,Juniata County,30.8
Pennsylvania,Lackawanna County,24.9
Pennsylvania,Lancaster County,28.3
Pennsylvania,Lawrence County,28.3
Pennsylvania,Lebanon County,32
Pennsylvania,Lehigh County,27.9
Pennsylvania,Luzerne County,29.8
Pennsylvania,Lycoming County,31.3
Pennsylvania,McKean County,31.9
Pennsylvania,Mercer County,30.9
Pennsylvania,Mifflin County,30.2
Pennsylvania,Monroe County,28.2
Pennsylvania,Montgomery County,24
Pennsylvania,Montour County,30.2
Pennsylvania,Northampton County,29
Pennsylvania,Northumberland County,34.3
Pennsylvania,Perry County,30.8
Pennsylvania,Philadelphia County,30.6
Pennsylvania,Pike County,31.2
Pennsylvania,Potter County,31.5
Pennsylvania,Schuylkill County,33
Pennsylvania,Snyder County,33.5
Pennsylvania,Somerset County,31.3
Pennsylvania,Sullivan County,32.2
Pennsylvania,Susquehanna County,32.5
Pennsylvania,Tioga County,32.2
Pennsylvania,Union County,29.5
Pennsylvania,Venango County,32
Pennsylvania,Warren County,31.2
Pennsylvania,Washington County,27.7
Pennsylvania,Wayne County,29
Pennsylvania,Westmoreland County,28.3
Pennsylvania,Wyoming County,32.2
Pennsylvania,York County,32.8
Rhode Island,Bristol County,20.3
Rhode Island,Kent County,27.7
Rhode Island,Newport County,22
Rhode Island,Providence County,27.3
Rhode Island,Washington County,22.6
South Carolina,Abbeville County,34.8
South Carolina,Aiken County,31.9
South Carolina,Allendale County,36.7
South Carolina,Anderson County,30.8
South Carolina,Bamberg County,42.2
South Carolina,Barnwell County,36.9
South Carolina,Beaufort County,21.6
South Carolina,Berkeley County,38.8
South Carolina,Calhoun County,38.4
South Carolina,Charleston County,27.7
South Carolina,Cherokee County,31.4
South Carolina,Chester County,33.5
South Carolina,Chesterfield County,36
South Carolina,Clarendon County,37.5
South Carolina,Colleton County,36.7
South Carolina,Darlington County,35.7
South Carolina,Dillon County,39.8
South Carolina,Dorchester County,29
South Carolina,Edgefield County,35.7
South Carolina,Fairfield County,39.7
South Carolina,Florence County,36.1
South Carolina,Georgetown County,35.1
South Carolina,Greenville County,29.8
South Carolina,Greenwood County,33.6
South Carolina,Hampton County,42.4
South Carolina,Horry County,27.8
South Carolina,Jasper County,41.5
South Carolina,Kershaw County,31.1
South Carolina,Lancaster County,31.9
South Carolina,Laurens County,35.8
South Carolina,Lee County,39.6
South Carolina,Lexington County,30.7
South Carolina,McCormick County,34.5
South Carolina,Marion County,38.8
South Carolina,Marlboro County,40.8
South Carolina,Newberry County,35.1
South Carolina,Oconee County,31.3
South Carolina,Orangeburg County,40.3
South Carolina,Pickens County,28.5
South Carolina,Richland County,31.1
South Carolina,Saluda County,32
South Carolina,Spartanburg County,28.5
South Carolina,Sumter County,35.8
South Carolina,Union County,35.9
South Carolina,Williamsburg County,42.6
South Carolina,York County,28.5
South Dakota,Aurora County,31.6
South Dakota,Beadle County,30.2
South Dakota,Bennett County,37.7
South Dakota,Bon Homme County,32.1
South Dakota,Brookings County,27.8
South Dakota,Brown County,31.1
South Dakota,Brule County,36.1
South Dakota,Buffalo County,41.8
South Dakota,Butte County,30.3
South Dakota,Campbell County,31.7
South Dakota,Charles Mix County,33.1
South Dakota,Clark County,32.7
South Dakota,Clay County,29.8
South Dakota,Codington County,29.7
South Dakota,Corson County,41.5
South Dakota,Custer County,24.9
South Dakota,Davison County,32.6
South Dakota,Day County,33.4
South Dakota,Deuel County,35.1
South Dakota,Dewey County,42.3
South Dakota,Douglas County,29.3
South Dakota,Edmunds County,35.6
South Dakota,Fall River County,32.6
South Dakota,Faulk County,29.5
South Dakota,Grant County,34.4
South Dakota,Gregory County,29.2
South Dakota,Haakon County,30.1
South Dakota,Hamlin County,30.5
South Dakota,Hand County,30.6
South Dakota,Hanson County,29.6
South Dakota,Harding County,31.2
South Dakota,Hughes County,30.8
South Dakota,Hutchinson County,29.4
South Dakota,Hyde County,33.4
South Dakota,Jackson County,34.8
South Dakota,Jerauld County,30.2
South Dakota,Jones County,30.6
South Dakota,Kingsbury County,29.9
South Dakota,Lake County,30.5
South Dakota,Lawrence County,24.4
South Dakota,Lincoln County,27.7
South Dakota,Lyman County,35.5
South Dakota,McCook County,29
South Dakota,McPherson County,28.3
South Dakota,Marshall County,28.9
South Dakota,Meade County,28.1
South Dakota,Mellette County,37.6
South Dakota,Miner County,31.3
South Dakota,Minnehaha County,29.1
South Dakota,Moody County,34.7
South Dakota,Pennington County,27.1
South Dakota,Perkins County,30.8
South Dakota,Potter County,28.4
South Dakota,Roberts County,36.7
South Dakota,Sanborn County,34.5
South Dakota,Shannon County,41.6
South Dakota,Spink County,34.4
South Dakota,Stanley County,32.3
South Dakota,Sully County,34.2
South Dakota,Todd County,42.1
South Dakota,Tripp County,34.3
South Dakota,Turner County,32.2
South Dakota,Union County,30.1
South Dakota,Walworth County,32.6
South Dakota,Yankton County,29.2
South Dakota,Ziebach County,44.7
Tennessee,Anderson County,30.9
Tennessee,Bedford County,36
Tennessee,Benton County,34
Tennessee,Bledsoe County,31.8
Tennessee,Blount County,31.9
Tennessee,Bradley County,29.9
Tennessee,Campbell County,33.4
Tennessee,Cannon County,32.3
Tennessee,Carroll County,35.3
Tennessee,Carter County,30
Tennessee,Cheatham County,29.7
Tennessee,Chester County,35.9
Tennessee,Claiborne County,31.7
Tennessee,Clay County,31
Tennessee,Cocke County,33.4
Tennessee,Coffee County,34.5
Tennessee,Crockett County,34.6
Tennessee,Cumberland County,28.6
Tennessee,Davidson County,30.3
Tennessee,Decatur County,33.3
Tennessee,DeKalb County,31.9
Tennessee,Dickson County,32
Tennessee,Dyer County,33.6
Tennessee,Fayette County,36.9
Tennessee,Fentress County,34.9
Tennessee,Franklin County,31.5
Tennessee,Gibson County,37.1
Tennessee,Giles County,36.1
Tennessee,Grainger County,30
Tennessee,Greene County,35.4
Tennessee,Grundy County,30.6
Tennessee,Hamblen County,31.2
Tennessee,Hamilton County,30.6
Tennessee,Hancock County,30.3
Tennessee,Hardeman County,36.9
Tennessee,Hardin County,32.8
Tennessee,Hawkins County,34.5
Tennessee,Haywood County,38.7
Tennessee,Henderson County,36.4
Tennessee,Henry County,35.2
Tennessee,Hickman County,33.7
Tennessee,Houston County,32.4
Tennessee,Humphreys County,31.6
Tennessee,Jackson County,30.7
Tennessee,Jefferson County,28.4
Tennessee,Johnson County,31.2
Tennessee,Knox County,29.5
Tennessee,Lake County,32.9
Tennessee,Lauderdale County,37
Tennessee,Lawrence County,31.2
Tennessee,Lewis County,32.4
Tennessee,Lincoln County,31.7
Tennessee,Loudon County,29.5
Tennessee,McMinn County,33.5
Tennessee,McNairy County,35.4
Tennessee,Macon County,33.6
Tennessee,Madison County,36.1
Tennessee,Marion County,29.9
Tennessee,Marshall County,29.9
Tennessee,Maury County,35.3
Tennessee,Meigs County,32.7
Tennessee,Monroe County,35.4
Tennessee,Montgomery County,32.1
Tennessee,Moore County,32.4
Tennessee,Morgan County,31.5
Tennessee,Obion County,32.1
Tennessee,Overton County,31.4
Tennessee,Perry County,29.3
Tennessee,Pickett County,31.3
Tennessee,Polk County,31.5
Tennessee,Putnam County,32.5
Tennessee,Rhea County,37.2
Tennessee,Roane County,32.6
Tennessee,Robertson County,32.9
Tennessee,Rutherford County,31.3
Tennessee,Scott County,29.9
Tennessee,Sequatchie County,34.8
Tennessee,Sevier County,30.9
Tennessee,Shelby County,34.6
Tennessee,Smith County,33
Tennessee,Stewart County,31.3
Tennessee,Sullivan County,33
Tennessee,Sumner County,29.4
Tennessee,Tipton County,34.6
Tennessee,Trousdale County,32.5
Tennessee,Unicoi County,31.4
Tennessee,Union County,34
Tennessee,Van Buren County,33.5
Tennessee,Warren County,34.1
Tennessee,Washington County,29.3
Tennessee,Wayne County,31.5
Tennessee,Weakley County,29.5
Tennessee,White County,30.3
Tennessee,Williamson County,25.9
Tennessee,Wilson County,33.5
Texas,Anderson County,34
Texas,Andrews County,30.3
Texas,Angelina County,31.8
Texas,Aransas County,27.8
Texas,Archer County,29.5
Texas,Armstrong County,26.9
Texas,Atascosa County,30.8
Texas,Austin County,30.8
Texas,Bailey County,28.9
Texas,Bandera County,29
Texas,Bastrop County,31.2
Texas,Baylor County,27.3
Texas,Bee County,30
Texas,Bell County,29.1
Texas,Bexar County,29.3
Texas,Blanco County,29.4
Texas,Borden County,28.2
Texas,Bosque County,28.3
Texas,Bowie County,31.5
Texas,Brazoria County,29
Texas,Brazos County,28.3
Texas,Brewster County,27
Texas,Briscoe County,28.8
Texas,Brooks County,29
Texas,Brown County,32.3
Texas,Burleson County,31.9
Texas,Burnet County,27.7
Texas,Caldwell County,32
Texas,Calhoun County,28.4
Texas,Callahan County,29.6
Texas,Cameron County,27
Texas,Camp County,31.7
Texas,Carson County,30
Texas,Cass County,29.4
Texas,Castro County,29.6
Texas,Chambers County,30.2
Texas,Cherokee County,33.6
Texas,Childress County,29.2
Texas,Clay County,29.3
Texas,Cochran County,30.3
Texas,Coke County,30.2
Texas,Coleman County,27.3
Texas,Collin County,24.5
Texas,Collingsworth County,30.1
Texas,Colorado County,28.8
Texas,Comal County,29.1
Texas,Comanche County,28.8
Texas,Concho County,31.4
Texas,Cooke County,31.6
Texas,Coryell County,29.5
Texas,Cottle County,29
Texas,Crane County,29.6
Texas,Crockett County,30.5
Texas,Crosby County,28
Texas,Culberson County,29
Texas,Dallam County,28.4
Texas,Dallas County,30.3
Texas,Dawson County,29.9
Texas,Deaf Smith County,31.7
Texas,Delta County,29.9
Texas,Denton County,29.5
Texas,DeWitt County,28.1
Texas,Dickens County,29.4
Texas,Dimmit County,30.6
Texas,Donley County,31.3
Texas,Duval County,30.1
Texas,Eastland County,32.4
Texas,Ector County,32
Texas,Edwards County,28.8
Texas,Ellis County,29.1
Texas,El Paso County,23.4
Texas,Erath County,28.1
Texas,Falls County,31
Texas,Fannin County,32.1
Texas,Fayette County,27.8
Texas,Fisher County,30.7
Texas,Floyd County,28.9
Texas,Foard County,28.4
Texas,Fort Bend County,25.2
Texas,Franklin County,28.3
Texas,Freestone County,31.5
Texas,Frio County,29.7
Texas,Gaines County,31.8
Texas,Galveston County,29.3
Texas,Garza County,32.9
Texas,Gillespie County,29.5
Texas,Glasscock County,29.8
Texas,Goliad County,30.4
Texas,Gonzales County,32.2
Texas,Gray County,30.4
Texas,Grayson County,27
Texas,Gregg County,32.4
Texas,Grimes County,34.6
Texas,Guadalupe County,29.9
Texas,Hale County,28.2
Texas,Hall County,28.7
Texas,Hamilton County,29.1
Texas,Hansford County,28.4
Texas,Hardeman County,30.3
Texas,Hardin County,31.6
Texas,Harris County,28.5
Texas,Harrison County,33.2
Texas,Hartley County,31.5
Texas,Haskell County,28.4
Texas,Hays County,30.3
Texas,Hemphill County,30.3
Texas,Henderson County,27.6
Texas,Hidalgo County,31.1
Texas,Hill County,33.5
Texas,Hockley County,29.1
Texas,Hood County,28.6
Texas,Hopkins County,32.5
Texas,Houston County,29.8
Texas,Howard County,32.3
Texas,Hudspeth County,28.7
Texas,Hunt County,32.4
Texas,Hutchinson County,32.7
Texas,Irion County,29.1
Texas,Jack County,28.5
Texas,Jackson County,31.7
Texas,Jasper County,30.3
Texas,Jeff Davis County,26.1
Texas,Jefferson County,35.5
Texas,Jim Hogg County,29.5
Texas,Jim Wells County,30.2
Texas,Johnson County,32.6
Texas,Jones County,31.1
Texas,Karnes County,28.5
Texas,Kaufman County,37.2
Texas,Kendall County,24.2
Texas,Kenedy County,29.5
Texas,Kent County,29.2
Texas,Kerr County,27.8
Texas,Kimble County,27.7
Texas,King County,28.3
Texas,Kinney County,29.4
Texas,Kleberg County,30.1
Texas,Knox County,27.8
Texas,Lamar County,27.6
Texas,Lamb County,29.8
Texas,Lampasas County,29
Texas,La Salle County,28.9
Texas,Lavaca County,29.2
Texas,Lee County,32.9
Texas,Leon County,29.4
Texas,Liberty County,31.9
Texas,Limestone County,29.7
Texas,Lipscomb County,29.6
Texas,Live Oak County,29.5
Texas,Llano County,25.2
Texas,Loving County,29.9
Texas,Lubbock County,28.2
Texas,Lynn County,30.3
Texas,McCulloch County,29.4
Texas,McLennan County,30.4
Texas,McMullen County,29.6
Texas,Madison County,31.3
Texas,Marion County,31.7
Texas,Martin County,29.7
Texas,Mason County,27.4
Texas,Matagorda County,30.2
Texas,Maverick County,30.3
Texas,Medina County,28.2
Texas,Menard County,29.1
Texas,Midland County,28.1
Texas,Milam County,31.2
Texas,Mills County,30.4
Texas,Mitchell County,29.2
Texas,Montague County,28.3
Texas,Montgomery County,28.9
Texas,Moore County,31.5
Texas,Morris County,31.9
Texas,Motley County,27.5
Texas,Nacogdoches County,29.8
Texas,Navarro County,33.7
Texas,Newton County,32.3
Texas,Nolan County,29.2
Texas,Nueces County,29.4
Texas,Ochiltree County,29.6
Texas,Oldham County,30.4
Texas,Orange County,32.9
Texas,Palo Pinto County,28.1
Texas,Panola County,31
Texas,Parker County,31.2
Texas,Parmer County,31.8
Texas,Pecos County,29.5
Texas,Polk County,34.2
Texas,Potter County,34.2
Texas,Presidio County,25.2
Texas,Rains County,29.3
Texas,Randall County,25.9
Texas,Reagan County,29.5
Texas,Real County,28.9
Texas,Red River County,31.5
Texas,Reeves County,30.9
Texas,Refugio County,29.9
Texas,Roberts County,28.6
Texas,Robertson County,31.4
Texas,Rockwall County,27.7
Texas,Runnels County,32.6
Texas,Rusk County,35.2
Texas,Sabine County,32
Texas,San Augustine County,29.1
Texas,San Jacinto County,30.4
Texas,San Patricio County,29.2
Texas,San Saba County,29.9
Texas,Schleicher County,29.8
Texas,Scurry County,29.5
Texas,Shackelford County,31.4
Texas,Shelby County,33.6
Texas,Sherman County,29.6
Texas,Smith County,28.2
Texas,Somervell County,28.4
Texas,Starr County,29.3
Texas,Stephens County,29.3
Texas,Sterling County,29.2
Texas,Stonewall County,28.7
Texas,Sutton County,29
Texas,Swisher County,28.2
Texas,Tarrant County,27.9
Texas,Taylor County,28.2
Texas,Terrell County,28.3
Texas,Terry County,31.9
Texas,Throckmorton County,29
Texas,Titus County,30.5
