State,County,Obesity
Alabama,Autauga County,11761
Alabama,Baldwin County,36348
Alabama,Barbour County,7743
Alabama,Bibb County,5884
Alabama,Blount County,12690
Alabama,Bullock County,3446
Alabama,Butler County,5892
Alabama,Calhoun County,29091
Alabama,Chambers County,9085
Alabama,Cherokee County,6211
Alabama,Chilton County,12123
Alabama,Choctaw County,4046
Alabama,Clarke County,6728
Alabama,Clay County,3687
Alabama,Cleburne County,3454
Alabama,Coffee County,11019
Alabama,Colbert County,13207
Alabama,Conecuh County,3559
Alabama,Coosa County,3014
Alabama,Covington County,9585
Alabama,Crenshaw County,3648
Alabama,Cullman County,19334
Alabama,Dale County,12908
Alabama,Dallas County,12808
Alabama,DeKalb County,16498
Alabama,Elmore County,17979
Alabama,Escambia County,10546
Alabama,Etowah County,24677
Alabama,Fayette County,4699
Alabama,Franklin County,7882
Alabama,Geneva County,6849
Alabama,Greene County,3122
Alabama,Hale County,4735
Alabama,Henry County,4504
Alabama,Houston County,25956
Alabama,Jackson County,11950
Alabama,Jefferson County,156519
Alabama,Lamar County,3434
Alabama,Lauderdale County,22490
Alabama,Lawrence County,9609
Alabama,Lee County,32508
Alabama,Limestone County,20780
Alabama,Lowndes County,3595
Alabama,Macon County,6179
Alabama,Madison County,73772
Alabama,Marengo County,6330
Alabama,Marion County,7715
Alabama,Marshall County,21255
Alabama,Mobile County,100884
Alabama,Monroe County,5933
Alabama,Montgomery County,58659
Alabama,Morgan County,25038
Alabama,Perry County,2891
Alabama,Pickens County,5620
Alabama,Pike County,8687
Alabama,Randolph County,5743
Alabama,Russell County,13928
Alabama,St. Clair County,20418
Alabama,Shelby County,41809
Alabama,Sumter County,4032
Alabama,Talladega County,23290
Alabama,Tallapoosa County,10992
Alabama,Tuscaloosa County,47144
Alabama,Walker County,18095
Alabama,Washington County,4543
Alabama,Wilcox County,3391
Alabama,Winston County,6629
Alaska,Aleutians East Borough,883
Alaska,Aleutians West,1390
Alaska,Anchorage Municipality,53640
Alaska,Bethel Census Area,3230
Alaska,Bristol Bay Borough,236
Alaska,Denali Borough,343
Alaska,Dillingham Census Area,983
Alaska,Fairbanks North Star,20407
Alaska,Haines Borough,582
Alaska,Hoonah-Angoon 2009 Census,506
Alaska,Juneau City and Borough,6024
Alaska,Kenai Peninsula Borough,11268
Alaska,Ketchikan Gateway Borough,2903
Alaska,Kodiak Island Borough,2822
Alaska,Lake and Peninsula Borough,343
Alaska,Matanuska-Susitna Borough,18300
Alaska,Nome Census Area,2104
Alaska,North Slope Borough,2460
Alaska,Northwest Arctic Borough,1359
Alaska,Petersburg 2009 Census,871
Alaska,Prince of Wales-Hyder 2009 Census,1368
Alaska,Prince of Wales-Outer K 2004 to 2008 Census,No Data
Alaska,Sitka City and Borough,1870
Alaska,Skagway Municipality 2009 Census,241
Alaska,Hoonah-Angoon 2004 to 2008 Census,No Data
Alaska,Southeast Fairbanks Census,1594
Alaska,Valdez-Cordova Census Area,2004
Alaska,Wade Hampton Census Area,1121
Alaska,Wrangell City and Borough 2009 Census,567
Alaska,Wrangell-Petersburg 2004 to 2008 Census,No Data
Alaska,Yakutat City and Borough,153
Alaska,Yukon-Koyukuk Census Area,1127
Arizona,Apache County,14800
Arizona,Cochise County,24096
Arizona,Coconino County,22151
Arizona,Gila County,10761
Arizona,Graham County,8500
Arizona,Greenlee County,1959
Arizona,La Paz County,5124
Arizona,Maricopa County,616431
Arizona,Mohave County,42223
Arizona,Navajo County,22893
Arizona,Pima County,174263
Arizona,Pinal County,85759
Arizona,Santa Cruz County,6335
Arizona,Yavapai County,38844
Arizona,Yuma County,41958
Arkansas,Arkansas County,5004
Arkansas,Ashley County,6070
Arkansas,Baxter County,9489
Arkansas,Benton County,42914
Arkansas,Boone County,7497
Arkansas,Bradley County,2890
Arkansas,Calhoun County,1383
Arkansas,Carroll County,5973
Arkansas,Chicot County,3238
Arkansas,Clark County,5495
Arkansas,Clay County,3865
Arkansas,Cleburne County,5821
Arkansas,Cleveland County,2214
Arkansas,Columbia County,5966
Arkansas,Conway County,5575
Arkansas,Craighead County,23434
Arkansas,Crawford County,15839
Arkansas,Crittenden County,13229
Arkansas,Cross County,4717
Arkansas,Dallas County,1983
Arkansas,Desha County,3423
Arkansas,Drew County,4315
Arkansas,Faulkner County,24112
Arkansas,Franklin County,4432
Arkansas,Fulton County,2925
Arkansas,Garland County,20883
Arkansas,Grant County,4754
Arkansas,Greene County,11517
Arkansas,Hempstead County,5855
Arkansas,Hot Spring County,8151
Arkansas,Howard County,3514
Arkansas,Independence County,8028
Arkansas,Izard County,3260
Arkansas,Jackson County,5137
Arkansas,Jefferson County,22523
Arkansas,Johnson County,6423
Arkansas,Lafayette County,1743
Arkansas,Lawrence County,4895
Arkansas,Lee County,2762
Arkansas,Lincoln County,3626
Arkansas,Little River County,3196
Arkansas,Logan County,5402
Arkansas,Lonoke County,15016
Arkansas,Madison County,3775
Arkansas,Marion County,4336
Arkansas,Miller County,10710
Arkansas,Mississippi County,12547
Arkansas,Monroe County,2126
Arkansas,Montgomery County,2156
Arkansas,Nevada County,2275
Arkansas,Newton County,2329
Arkansas,Ouachita County,7718
Arkansas,Perry County,2632
Arkansas,Phillips County,5664
Arkansas,Pike County,2768
Arkansas,Poinsett County,6402
Arkansas,Polk County,5059
Arkansas,Pope County,15725
Arkansas,Prairie County,2174
Arkansas,Pulaski County,93453
Arkansas,Randolph County,4564
Arkansas,St. Francis County,8041
Arkansas,Saline County,24877
Arkansas,Scott County,2380
Arkansas,Searcy County,1921
Arkansas,Sebastian County,26988
Arkansas,Sevier County,4380
Arkansas,Sharp County,3988
Arkansas,Stone County,3293
Arkansas,Union County,9459
Arkansas,Van Buren County,4455
Arkansas,Washington County,41135
Arkansas,White County,18632
Arkansas,Woodruff County,1933
Arkansas,Yell County,5131
California,Alameda County,233590
California,Alpine County,213
California,Amador County,7074
California,Butte County,40071
California,Calaveras County,9209
California,Colusa County,3258
California,Contra Costa County,181146
California,Del Norte County,5562
California,El Dorado County,27480
California,Fresno County,182974
California,Glenn County,5211
California,Humboldt County,27315
California,Imperial County,27701
California,Inyo County,3400
California,Kern County,155664
California,Kings County,25620
California,Lake County,13220
California,Lassen County,7076
California,Los Angeles County,1516570
California,Madera County,30773
California,Marin County,30274
California,Mariposa County,3495
California,Mendocino County,16464
California,Merced County,51788
California,Modoc County,1854
California,Mono County,2274
California,Monterey County,66453
California,Napa County,23928
California,Nevada County,14392
California,Orange County,446969
California,Placer County,58426
California,Plumas County,3643
California,Riverside County,406208
California,Sacramento County,281891
California,San Benito County,9206
California,San Bernardino County,388169
California,San Diego County,527179
California,San Francisco County,108954
California,San Joaquin County,143546
California,San Luis Obispo County,41502
California,San Mateo County,108889
California,Santa Barbara County,58904
California,Santa Clara County,275370
California,Santa Cruz County,39343
California,Shasta County,37220
California,Sierra County,615
California,Siskiyou County,8058
California,Solano County,81632
California,Sonoma County,81801
California,Stanislaus County,108139
California,Sutter County,17052
California,Tehama County,11919
California,Trinity County,2761
California,Tulare County,83841
California,Tuolumne County,10060
California,Ventura County,128625
California,Yolo County,33172
California,Yuba County,14994
Colorado,Adams County,76468
Colorado,Alamosa County,2240
Colorado,Arapahoe County,85700
Colorado,Archuleta County,1608
Colorado,Baca County,632
Colorado,Bent County,1269
Colorado,Boulder County,32887
Colorado,Broomfield County,8145
Colorado,Chaffee County,2355
Colorado,Cheyenne County,314
Colorado,Clear Creek County,1230
Colorado,Conejos County,1012
Colorado,Costilla County,557
Colorado,Crowley County,1201
Colorado,Custer County,741
Colorado,Delta County,5036
Colorado,Denver County,83516
Colorado,Dolores County,328
Colorado,Douglas County,31518
Colorado,Eagle County,5049
Colorado,Elbert County,3378
Colorado,El Paso County,95244
Colorado,Fremont County,8454
Colorado,Garfield County,6904
Colorado,Gilpin County,874
Colorado,Grand County,2074
Colorado,Gunnison County,1891
Colorado,Hinsdale County,130
Colorado,Huerfano County,1117
Colorado,Jackson County,240
Colorado,Jefferson County,79040
Colorado,Kiowa County,264
Colorado,Kit Carson County,1694
Colorado,Lake County,1012
Colorado,La Plata County,6522
Colorado,Larimer County,43317
Colorado,Las Animas County,2856
Colorado,Lincoln County,984
Colorado,Logan County,4106
Colorado,Mesa County,24005
Colorado,Mineral County,117
Colorado,Moffat County,2348
Colorado,Montezuma County,4150
Colorado,Montrose County,6070
Colorado,Morgan County,5598
Colorado,Otero County,3469
Colorado,Ouray County,627
Colorado,Park County,2368
Colorado,Phillips County,734
Colorado,Pitkin County,1975
Colorado,Prowers County,2223
Colorado,Pueblo County,30725
Colorado,Rio Blanco County,1013
Colorado,Rio Grande County,1978
Colorado,Routt County,2417
Colorado,Saguache County,1046
Colorado,San Juan County,117
Colorado,San Miguel County,987
Colorado,Sedgwick County,450
Colorado,Summit County,3298
Colorado,Teller County,3232
Colorado,Washington County,837
Colorado,Weld County,44810
Colorado,Yuma County,1797
Connecticut,Fairfield County,124319
Connecticut,Hartford County,164364
Connecticut,Litchfield County,31739
Connecticut,Middlesex County,30222
Connecticut,New Haven County,176356
Connecticut,New London County,51722
Connecticut,Tolland County,26645
Connecticut,Windham County,26366
Delaware,Kent County,39491
Delaware,New Castle County,105544
Delaware,Sussex County,45837
District of Columbia,District of Columbia,101161
Florida,Alachua County,47427
Florida,Baker County,7119
Florida,Bay County,36467
Florida,Bradford County,7921
Florida,Brevard County,120190
Florida,Broward County,317251
Florida,Calhoun County,4035
Florida,Charlotte County,34656
Florida,Citrus County,34139
Florida,Clay County,38302
Florida,Collier County,53087
Florida,Columbia County,17662
Florida,DeSoto County,8985
Florida,Dixie County,4616
Florida,Duval County,181045
Florida,Escambia County,66638
Florida,Flagler County,21268
Florida,Franklin County,2454
Florida,Gadsden County,12631
Florida,Gilchrist County,4061
Florida,Glades County,3598
Florida,Gulf County,4044
Florida,Hamilton County,4257
Florida,Hardee County,7069
Florida,Hendry County,9301
Florida,Hernando County,38866
Florida,Highlands County,23776
Florida,Hillsborough County,241377
Florida,Holmes County,4633
Florida,Indian River County,23850
Florida,Jackson County,13071
Florida,Jefferson County,4115
Florida,Lafayette County,2383
Florida,Lake County,66848
Florida,Lee County,125683
Florida,Leon County,57520
Florida,Levy County,10499
Florida,Liberty County,2281
Florida,Madison County,5275
Florida,Manatee County,62952
Florida,Marion County,82149
Florida,Martin County,23730
Florida,Miami-Dade County,410913
Florida,Monroe County,11529
Florida,Nassau County,15490
Florida,Okaloosa County,38779
Florida,Okeechobee County,9296
Florida,Orange County,214912
Florida,Osceola County,55321
Florida,Palm Beach County,229073
Florida,Pasco County,101694
Florida,Pinellas County,174747
Florida,Polk County,142992
Florida,Putnam County,18761
Florida,St. Johns County,32258
Florida,St. Lucie County,60244
Florida,Santa Rosa County,31328
Florida,Sarasota County,63407
Florida,Seminole County,78324
Florida,Sumter County,23804
Florida,Suwannee County,9657
Florida,Taylor County,6331
Florida,Union County,4633
Florida,Volusia County,100057
Florida,Wakulla County,8434
Florida,Walton County,11428
Florida,Washington County,6930
Georgia,Appling County,4510
Georgia,Atkinson County,1748
Georgia,Bacon County,2465
Georgia,Baker County,817
Georgia,Baldwin County,10580
Georgia,Banks County,3743
Georgia,Barrow County,15554
Georgia,Bartow County,20811
Georgia,Ben Hill County,4188
Georgia,Berrien County,4179
Georgia,Bibb County,33541
Georgia,Bleckley County,2752
Georgia,Brantley County,4052
Georgia,Brooks County,3974
Georgia,Bryan County,5861
Georgia,Bulloch County,16496
Georgia,Burke County,5791
Georgia,Butts County,5955
Georgia,Calhoun County,1657
Georgia,Camden County,10116
Georgia,Candler County,2531
Georgia,Carroll County,24489
Georgia,Catoosa County,14406
Georgia,Charlton County,3105
Georgia,Chatham County,52635
Georgia,Chattahoochee County,2260
Georgia,Chattooga County,6405
Georgia,Cherokee County,42204
Georgia,Clarke County,23278
Georgia,Clay County,797
Georgia,Clayton County,63780
Georgia,Clinch County,1567
Georgia,Cobb County,116072
Georgia,Coffee County,9221
Georgia,Colquitt County,10319
Georgia,Columbia County,23150
Georgia,Cook County,3845
Georgia,Coweta County,26588
Georgia,Crawford County,2893
Georgia,Crisp County,5633
Georgia,Dade County,3795
Georgia,Dawson County,4617
Georgia,Decatur County,6304
Georgia,DeKalb County,130297
Georgia,Dodge County,5724
Georgia,Dooly County,3598
Georgia,Dougherty County,25328
Georgia,Douglas County,31611
Georgia,Early County,2372
Georgia,Echols County,780
Georgia,Effingham County,11170
Georgia,Elbert County,5277
Georgia,Emanuel County,4887
Georgia,Evans County,2743
Georgia,Fannin County,5428
Georgia,Fayette County,19064
Georgia,Floyd County,19021
Georgia,Forsyth County,26236
Georgia,Franklin County,4349
Georgia,Fulton County,154927
Georgia,Gilmer County,6239
Georgia,Glascock County,630
Georgia,Glynn County,16539
Georgia,Gordon County,11072
Georgia,Grady County,5830
Georgia,Greene County,3965
Georgia,Gwinnett County,140029
Georgia,Habersham County,8718
Georgia,Hall County,36294
Georgia,Hancock County,2916
Georgia,Haralson County,6559
Georgia,Harris County,6689
Georgia,Hart County,5392
Georgia,Heard County,2452
Georgia,Henry County,39731
Georgia,Houston County,29618
Georgia,Irwin County,2183
Georgia,Jackson County,11387
Georgia,Jasper County,3012
Georgia,Jeff Davis County,3001
Georgia,Jefferson County,4612
Georgia,Jenkins County,1865
Georgia,Johnson County,2500
Georgia,Jones County,6347
Georgia,Lamar County,4364
Georgia,Lanier County,2068
Georgia,Laurens County,12193
Georgia,Lee County,6079
Georgia,Liberty County,13808
Georgia,Lincoln County,2167
Georgia,Long County,2967
Georgia,Lowndes County,24099
Georgia,Lumpkin County,6382
Georgia,McDuffie County,5078
Georgia,McIntosh County,3426
Georgia,Macon County,3770
Georgia,Madison County,6510
Georgia,Marion County,2035
Georgia,Meriwether County,5208
Georgia,Miller County,1441
Georgia,Mitchell County,5331
Georgia,Monroe County,6456
Georgia,Montgomery County,2179
Georgia,Morgan County,4107
Georgia,Murray County,7696
Georgia,Muscogee County,48554
Georgia,Newton County,21601
Georgia,Oconee County,6105
Georgia,Oglethorpe County,3166
Georgia,Paulding County,24585
Georgia,Peach County,6564
Georgia,Pickens County,5743
Georgia,Pierce County,4111
Georgia,Pike County,3945
Georgia,Polk County,7734
Georgia,Pulaski County,2795
Georgia,Putnam County,5235
Georgia,Quitman County,604
Georgia,Rabun County,3652
Georgia,Randolph County,2085
Georgia,Richmond County,47578
Georgia,Rockdale County,19873
Georgia,Schley County,977
Georgia,Screven County,3524
Georgia,Seminole County,2101
Georgia,Spalding County,15684
Georgia,Stephens County,6166
Georgia,Stewart County,1715
Georgia,Sumter County,8654
Georgia,Talbot County,1817
Georgia,Taliaferro County,469
Georgia,Tattnall County,6174
Georgia,Taylor County,2102
Georgia,Telfair County,3912
Georgia,Terrell County,2632
Georgia,Thomas County,10606
Georgia,Tift County,9011
Georgia,Toombs County,6382
Georgia,Towns County,2287
Georgia,Treutlen County,1727
Georgia,Troup County,14650
Georgia,Turner County,2115
Georgia,Twiggs County,2205
Georgia,Union County,4551
Georgia,Upson County,6857
Georgia,Walker County,16338
Georgia,Walton County,16802
Georgia,Ware County,9149
Georgia,Warren County,1600
Georgia,Washington County,5401
Georgia,Wayne County,7325
Georgia,Webster County,629
Georgia,Wheeler County,1948
Georgia,White County,5804
Georgia,Whitfield County,20006
Georgia,Wilcox County,2265
Georgia,Wilkes County,2587
Georgia,Wilkinson County,2248
Georgia,Worth County,4970
Hawaii,Hawaii County,33364
Hawaii,Honolulu County,156594
Hawaii,Kalawao County,22
Hawaii,Kauai County,10969
Hawaii,Maui County,27052
Idaho,Ada County,65831
Idaho,Adams County,852
Idaho,Bannock County,16791
Idaho,Bear Lake County,1123
Idaho,Benewah County,1830
Idaho,Bingham County,9931
Idaho,Blaine County,2916
Idaho,Boise County,1387
Idaho,Bonner County,7406
Idaho,Bonneville County,19648
Idaho,Boundary County,2047
Idaho,Butte County,609
Idaho,Camas County,218
Idaho,Canyon County,37252
Idaho,Caribou County,1192
Idaho,Cassia County,4552
Idaho,Clark County,190
Idaho,Clearwater County,2215
Idaho,Custer County,926
Idaho,Elmore County,5519
Idaho,Franklin County,2251
Idaho,Fremont County,2079
Idaho,Gem County,3633
Idaho,Gooding County,3233
Idaho,Idaho County,3532
Idaho,Jefferson County,4465
Idaho,Jerome County,4802
Idaho,Kootenai County,24359
Idaho,Latah County,6850
Idaho,Lemhi County,1354
Idaho,Lewis County,854
Idaho,Lincoln County,870
Idaho,Madison County,6141
Idaho,Minidoka County,4099
Idaho,Nez Perce County,9549
Idaho,Oneida County,926
Idaho,Owyhee County,2362
Idaho,Payette County,4287
Idaho,Power County,1558
Idaho,Shoshone County,2978
Idaho,Teton County,1778
Idaho,Twin Falls County,13660
Idaho,Valley County,1994
Idaho,Washington County,2158
Illinois,Adams County,15086
Illinois,Alexander County,1996
Illinois,Bond County,3928
Illinois,Boone County,11312
Illinois,Brown County,1686
Illinois,Bureau County,8058
Illinois,Calhoun County,1143
Illinois,Carroll County,3618
Illinois,Cass County,2997
Illinois,Champaign County,40824
Illinois,Christian County,8412
Illinois,Clark County,3794
Illinois,Clay County,3048
Illinois,Clinton County,7916
Illinois,Coles County,11930
Illinois,Cook County,1003580
Illinois,Crawford County,4974
Illinois,Cumberland County,2349
Illinois,DeKalb County,22920
Illinois,De Witt County,3750
Illinois,Douglas County,4340
Illinois,DuPage County,165871
Illinois,Edgar County,4558
Illinois,Edwards County,1368
Illinois,Effingham County,6738
Illinois,Fayette County,5350
Illinois,Ford County,3199
Illinois,Franklin County,8814
Illinois,Fulton County,8633
Illinois,Gallatin County,1275
Illinois,Greene County,3151
Illinois,Grundy County,12064
Illinois,Hamilton County,1847
Illinois,Hancock County,4071
Illinois,Hardin County,1037
Illinois,Henderson County,1768
Illinois,Henry County,10601
Illinois,Iroquois County,7126
Illinois,Jackson County,12903
Illinois,Jasper County,2179
Illinois,Jefferson County,9620
Illinois,Jersey County,4842
Illinois,Jo Daviess County,4711
Illinois,Johnson County,2839
Illinois,Kane County,95126
Illinois,Kankakee County,26551
Illinois,Kendall County,21460
Illinois,Knox County,13115
Illinois,Lake County,123602
Illinois,LaSalle County,24905
Illinois,Lawrence County,4070
Illinois,Lee County,7246
Illinois,Livingston County,8986
Illinois,Logan County,7537
Illinois,McDonough County,7363
Illinois,McHenry County,58216
Illinois,McLean County,38874
Illinois,Macon County,26398
Illinois,Macoupin County,10711
Illinois,Madison County,64184
Illinois,Marion County,9532
Illinois,Marshall County,2859
Illinois,Mason County,3494
Illinois,Massac County,3902
Illinois,Menard County,2721
Illinois,Mercer County,3992
Illinois,Monroe County,7105
Illinois,Montgomery County,5716
Illinois,Morgan County,8015
Illinois,Moultrie County,3208
Illinois,Ogle County,10736
Illinois,Peoria County,36693
Illinois,Perry County,4856
Illinois,Piatt County,3730
Illinois,Pike County,3575
Illinois,Pope County,1054
Illinois,Pulaski County,1521
Illinois,Putnam County,1321
Illinois,Randolph County,8110
Illinois,Richland County,3672
Illinois,Rock Island County,30085
Illinois,St. Clair County,57788
Illinois,Saline County,5640
Illinois,Sangamon County,44683
Illinois,Schuyler County,1683
Illinois,Scott County,1156
Illinois,Shelby County,5001
Illinois,Stark County,1400
Illinois,Stephenson County,9864
Illinois,Tazewell County,26908
Illinois,Union County,4193
Illinois,Vermilion County,17678
Illinois,Wabash County,2665
Illinois,Warren County,3967
Illinois,Washington County,3545
Illinois,Wayne County,3643
Illinois,White County,3441
Illinois,Whiteside County,12220
Illinois,Will County,152928
Illinois,Williamson County,15124
Illinois,Winnebago County,62297
Illinois,Woodford County,8367
Indiana,Adams County,6910
Indiana,Allen County,80351
Indiana,Bartholomew County,17838
Indiana,Benton County,2088
Indiana,Blackford County,3191
Indiana,Boone County,11001
Indiana,Brown County,3458
Indiana,Carroll County,4934
Indiana,Cass County,9620
Indiana,Clark County,25981
Indiana,Clay County,7475
Indiana,Clinton County,6915
Indiana,Crawford County,3056
Indiana,Daviess County,6830
Indiana,Dearborn County,12326
Indiana,Decatur County,5319
Indiana,DeKalb County,8705
Indiana,Delaware County,29067
Indiana,Dubois County,10336
Indiana,Elkhart County,40181
Indiana,Fayette County,6164
Indiana,Floyd County,16141
Indiana,Fountain County,3874
Indiana,Franklin County,4709
Indiana,Fulton County,4793
Indiana,Gibson County,7165
Indiana,Grant County,16408
Indiana,Greene County,8128
Indiana,Hamilton County,41309
Indiana,Hancock County,14489
Indiana,Harrison County,9041
Indiana,Hendricks County,32626
Indiana,Henry County,11058
Indiana,Howard County,23151
Indiana,Huntington County,9474
Indiana,Jackson County,9831
Indiana,Jasper County,8008
Indiana,Jay County,5199
Indiana,Jefferson County,7641
Indiana,Jennings County,5719
Indiana,Johnson County,28976
Indiana,Knox County,9361
Indiana,Kosciusko County,17051
Indiana,LaGrange County,7603
Indiana,Lake County,127493
Indiana,LaPorte County,26490
Indiana,Lawrence County,10063
Indiana,Madison County,36430
Indiana,Marion County,207917
Indiana,Marshall County,10424
Indiana,Martin County,2218
Indiana,Miami County,9105
Indiana,Monroe County,26544
Indiana,Montgomery County,8676
Indiana,Morgan County,16606
Indiana,Newton County,3619
Indiana,Noble County,11339
Indiana,Ohio County,1441
Indiana,Orange County,4500
Indiana,Owen County,5900
Indiana,Parke County,3872
Indiana,Perry County,4736
Indiana,Pike County,3051
Indiana,Porter County,35161
Indiana,Posey County,6046
Indiana,Pulaski County,3392
Indiana,Putnam County,9127
Indiana,Randolph County,6659
Indiana,Ripley County,6527
Indiana,Rush County,4093
Indiana,St. Joseph County,55046
Indiana,Scott County,5066
Indiana,Shelby County,10966
Indiana,Spencer County,4678
Indiana,Starke County,5967
Indiana,Steuben County,8214
Indiana,Sullivan County,5147
Indiana,Switzerland County,2130
Indiana,Tippecanoe County,34282
Indiana,Tipton County,3790
Indiana,Union County,1799
Indiana,Vanderburgh County,43394
Indiana,Vermillion County,3410
Indiana,Vigo County,25728
Indiana,Wabash County,8944
Indiana,Warren County,1798
Indiana,Warrick County,13938
Indiana,Washington County,6233
Indiana,Wayne County,14370
Indiana,Wells County,5736
Indiana,White County,6273
Indiana,Whitley County,8210
Iowa,Adair County,1853
Iowa,Adams County,1043
Iowa,Allamakee County,2995
Iowa,Appanoose County,2906
Iowa,Audubon County,1584
Iowa,Benton County,5596
Iowa,Black Hawk County,27730
Iowa,Boone County,6210
Iowa,Bremer County,4998
Iowa,Buchanan County,4451
Iowa,Buena Vista County,3966
Iowa,Butler County,3023
Iowa,Calhoun County,2253
Iowa,Carroll County,4828
Iowa,Cass County,3716
Iowa,Cedar County,4812
Iowa,Cerro Gordo County,9795
Iowa,Cherokee County,2582
Iowa,Chickasaw County,2808
Iowa,Clarke County,2112
Iowa,Clay County,3688
Iowa,Clayton County,4162
Iowa,Clinton County,10880
Iowa,Crawford County,3482
Iowa,Dallas County,13577
Iowa,Davis County,1921
Iowa,Decatur County,1892
Iowa,Delaware County,4456
Iowa,Des Moines County,9710
Iowa,Dickinson County,3752
Iowa,Dubuque County,18665
Iowa,Emmet County,2410
Iowa,Fayette County,5407
Iowa,Floyd County,3731
Iowa,Franklin County,2450
Iowa,Fremont County,1852
Iowa,Greene County,2062
Iowa,Grundy County,2920
Iowa,Guthrie County,2668
Iowa,Hamilton County,3667
Iowa,Hancock County,2208
Iowa,Hardin County,4379
Iowa,Harrison County,3472
Iowa,Henry County,4630
Iowa,Howard County,2074
Iowa,Humboldt County,2470
Iowa,Ida County,1624
Iowa,Iowa County,3491
Iowa,Jackson County,4545
Iowa,Jasper County,9702
Iowa,Jefferson County,4050
Iowa,Johnson County,23629
Iowa,Jones County,4452
Iowa,Keokuk County,2629
Iowa,Kossuth County,3627
Iowa,Lee County,9547
Iowa,Linn County,42748
Iowa,Louisa County,2670
Iowa,Lucas County,2083
Iowa,Lyon County,2434
Iowa,Madison County,3436
Iowa,Mahaska County,4438
Iowa,Marion County,7078
Iowa,Marshall County,9370
Iowa,Mills County,3083
Iowa,Mitchell County,2160
Iowa,Monona County,1919
Iowa,Monroe County,1986
Iowa,Montgomery County,2570
Iowa,Muscatine County,10379
Iowa,O'Brien County,3259
Iowa,Osceola County,1436
Iowa,Page County,3893
Iowa,Palo Alto County,1990
Iowa,Plymouth County,5996
Iowa,Pocahontas County,1678
Iowa,Polk County,87868
Iowa,Pottawattamie County,22823
Iowa,Poweshiek County,4141
Iowa,Ringgold County,1138
Iowa,Sac County,2283
Iowa,Scott County,34398
Iowa,Shelby County,2888
Iowa,Sioux County,6325
Iowa,Story County,16733
Iowa,Tama County,3705
Iowa,Taylor County,1474
Iowa,Union County,3043
Iowa,Van Buren County,1685
Iowa,Wapello County,8015
Iowa,Warren County,10174
Iowa,Washington County,4803
Iowa,Wayne County,1491
Iowa,Webster County,8048
Iowa,Winnebago County,2347
Iowa,Winneshiek County,4051
Iowa,Woodbury County,22301
Iowa,Worth County,1676
Iowa,Wright County,2879
Kansas,Allen County,3316
Kansas,Anderson County,1852
Kansas,Atchison County,3839
Kansas,Barber County,1275
Kansas,Barton County,6906
Kansas,Bourbon County,4051
Kansas,Brown County,2480
Kansas,Butler County,15379
Kansas,Chase County,685
Kansas,Chautauqua County,864
Kansas,Cherokee County,5823
Kansas,Cheyenne County,674
Kansas,Clark County,512
Kansas,Clay County,2014
Kansas,Cloud County,2294
Kansas,Coffey County,2226
Kansas,Comanche County,435
Kansas,Cowley County,8951
Kansas,Crawford County,10232
Kansas,Decatur County,762
Kansas,Dickinson County,4875
Kansas,Doniphan County,1987
Kansas,Douglas County,20841
Kansas,Edwards County,793
Kansas,Elk County,749
Kansas,Ellis County,6244
Kansas,Ellsworth County,1765
Kansas,Finney County,7915
Kansas,Ford County,7679
Kansas,Franklin County,6158
Kansas,Geary County,7031
Kansas,Gove County,601
Kansas,Graham County,655
Kansas,Grant County,1742
Kansas,Gray County,1175
Kansas,Greeley County,295
Kansas,Greenwood County,1703
Kansas,Hamilton County,637
Kansas,Harper County,1294
Kansas,Harvey County,8104
Kansas,Haskell County,939
Kansas,Hodgeman County,425
Kansas,Jackson County,3440
Kansas,Jefferson County,4754
Kansas,Jewell County,833
Kansas,Johnson County,90630
Kansas,Kearny County,874
Kansas,Kingman County,1788
Kansas,Kiowa County,554
Kansas,Labette County,5356
Kansas,Lane County,478
Kansas,Leavenworth County,17531
Kansas,Lincoln County,700
Kansas,Linn County,2433
Kansas,Logan County,668
Kansas,Lyon County,7864
Kansas,McPherson County,6520
Kansas,Marion County,2931
Kansas,Marshall County,2506
Kansas,Meade County,990
Kansas,Miami County,7146
Kansas,Mitchell County,1381
Kansas,Montgomery County,8690
Kansas,Morris County,1492
Kansas,Morton County,761
Kansas,Nemaha County,2151
Kansas,Neosho County,4078
Kansas,Ness County,681
Kansas,Norton County,1505
Kansas,Osage County,4278
Kansas,Osborne County,994
Kansas,Ottawa County,1451
Kansas,Pawnee County,1820
Kansas,Phillips County,1312
Kansas,Pottawatomie County,4698
Kansas,Pratt County,2203
Kansas,Rawlins County,699
Kansas,Reno County,15260
Kansas,Republic County,1157
Kansas,Rice County,2593
Kansas,Riley County,13943
Kansas,Rooks County,1169
Kansas,Rush County,731
Kansas,Russell County,1682
Kansas,Saline County,12867
Kansas,Scott County,1067
Kansas,Sedgwick County,105110
Kansas,Seward County,5088
Kansas,Shawnee County,42283
Kansas,Sheridan County,595
Kansas,Sherman County,1448
Kansas,Smith County,929
Kansas,Stafford County,1126
Kansas,Stanton County,472
Kansas,Stevens County,1297
Kansas,Sumner County,6348
Kansas,Thomas County,1666
Kansas,Trego County,772
Kansas,Wabaunsee County,1754
Kansas,Wallace County,340
Kansas,Washington County,1489
Kansas,Wichita County,541
Kansas,Wilson County,2363
Kansas,Woodson County,759
Kansas,Wyandotte County,42937
Kentucky,Adair County,4614
Kentucky,Allen County,4928
