State,County,Obesity
Puerto Rico,Comerío Municipio,No Data
Puerto Rico,Corozal Municipio,No Data
Puerto Rico,Culebra Municipio,No Data
Puerto Rico,Dorado Municipio,No Data
Puerto Rico,Fajardo Municipio,No Data
Puerto Rico,Florida Municipio,No Data
Puerto Rico,Guánica Municipio,No Data
Puerto Rico,Guayama Municipio,No Data
Puerto Rico,Guayanilla Municipio,No Data
Puerto Rico,Guaynabo Municipio,No Data
Puerto Rico,Gurabo Municipio,No Data
Puerto Rico,Hatillo Municipio,No Data
Puerto Rico,Hormigueros Municipio,No Data
Puerto Rico,Humacao Municipio,No Data
Puerto Rico,Isabela Municipio,No Data
Puerto Rico,Jayuya Municipio,No Data
Puerto Rico,Juana Díaz Municipio,No Data
Puerto Rico,Juncos Municipio,No Data
Puerto Rico,Lajas Municipio,No Data
Puerto Rico,Lares Municipio,No Data
Puerto Rico,Las Marías Municipio,No Data
Puerto Rico,Las Piedras Municipio,No Data
Puerto Rico,Loíza Municipio,No Data
Puerto Rico,Luquillo Municipio,No Data
Puerto Rico,Manatí Municipio,No Data
Puerto Rico,Maricao Municipio,No Data
Puerto Rico,Maunabo Municipio,No Data
Puerto Rico,Mayagüez Municipio,No Data
Puerto Rico,Moca Municipio,No Data
Puerto Rico,Morovis Municipio,No Data
Puerto Rico,Naguabo Municipio,No Data
Puerto Rico,Naranjito Municipio,No Data
Puerto Rico,Orocovis Municipio,No Data
Puerto Rico,Patillas Municipio,No Data
Puerto Rico,Peñuelas Municipio,No Data
Puerto Rico,Ponce Municipio,No Data
Puerto Rico,Quebradillas Municipio,No Data
Puerto Rico,Rincón Municipio,No Data
Puerto Rico,Río Grande Municipio,No Data
Puerto Rico,Sabana Grande Municipio,No Data
Puerto Rico,Salinas Municipio,No Data
Puerto Rico,San Germán Municipio,No Data
Puerto Rico,San Juan Municipio,No Data
Puerto Rico,San Lorenzo Municipio,No Data
Puerto Rico,San Sebastián Municipio,No Data
Puerto Rico,Santa Isabel Municipio,No Data
Puerto Rico,Toa Alta Municipio,No Data
Puerto Rico,Toa Baja Municipio,No Data
Puerto Rico,Trujillo Alto Municipio,No Data
Puerto Rico,Utuado Municipio,No Data
Puerto Rico,Vega Alta Municipio,No Data
Puerto Rico,Vega Baja Municipio,No Data
Puerto Rico,Vieques Municipio,No Data
Puerto Rico,Villalba Municipio,No Data
Puerto Rico,Yabucoa Municipio,No Data
Puerto Rico,Yauco Municipio,No Data
