Total SNAP,Life Expectancy,County,Percent Smokers,State,Percent Obese,Unemployment_rate_2010,min_wage
4320,79.24,Nemaha County,21.9,Nebraska,34.5,5.3,7.25
7201,80.12,Nuckolls County,24.0,Nebraska,29.5,4.1,7.25
6194,79.64,Otoe County,22.3,Nebraska,34.5,5.0,7.25
7421,79.73,Pawnee County,23.5,Nebraska,33,4.0,7.25
10302,80.2,Perkins County,21.5,Nebraska,29.8,3.3,7.25
3525,79.79,Phelps County,22.1,Nebraska,33.3,3.6,7.25
83824,80.29,Pierce County,21.1,Nebraska,34.6,3.7,7.25
80127,80.53,Platte County,20.3,Nebraska,29.9,4.2,7.25
160426,80.51,Polk County,20.0,Nebraska,33,4.0,7.25
12657,79.33,Red Willow County,22.3,Nebraska,30.2,3.7,7.25
2254,78.3,Richardson County,26.2,Nebraska,32.6,6.2,7.25
641,80.12,Rock County,22.1,Nebraska,30.3,2.8,7.25
4234,79.33,Saline County,21.1,Nebraska,31.9,4.7,7.25
1372,80.45,Sarpy County,18.9,Nebraska,27.8,4.4,7.25
2635,80.16,Saunders County,21.7,Nebraska,30.5,4.8,7.25
1644,77.96,Scotts Bluff County,22.2,Nebraska,32.4,5.5,7.25
110366,79.96,Seward County,17.0,Nebraska,29,4.0,7.25
27795,78.93,Sheridan County,23.3,Nebraska,29.7,3.5,7.25
3209,79.99,Sherman County,23.7,Nebraska,33.6,4.0,7.25
1068,82.39,Sioux County,18.9,Nebraska,27.7,3.7,7.25
1379,81.03,Stanton County,20.5,Nebraska,31.1,4.1,7.25
53242,79.68,Thayer County,22.0,Nebraska,27.8,3.8,7.25
2056,80.44,Thomas County,20.6,Nebraska,32.2,4.8,7.25
6032,73.82,Thurston County,30.5,Nebraska,39.9,9.6,7.25
5931,80.39,Valley County,21.6,Nebraska,29.8,4.4,7.25
9907,80.48,Washington County,19.1,Nebraska,30.7,4.6,7.25
2404,82.57,Wayne County,18.3,Nebraska,29.1,3.8,7.25
11830,78.91,Webster County,22.6,Nebraska,32.3,4.8,7.25
3240,80.91,Wheeler County,19.7,Nebraska,27,3.9,7.25
1245,80.41,York County,20.4,Nebraska,32.6,4.6,7.25
3733,76.67,Carson City,26.8,Nevada,23,13.5,7.25
5624,76.52,Churchill County,25.7,Nevada,31.6,12.4,7.25
5391,77.85,Clark County,25.0,Nevada,25.1,13.8,7.25
7282,80.95,Douglas County,22.3,Nevada,22.5,13.8,7.25
1675,78.16,Elko County,23.1,Nevada,32.7,7.7,7.25
13816,75.66,Esmeralda County,27.8,Nevada,29.1,9.2,7.25
6612,77.49,Eureka County,22.7,Nevada,25.7,7.8,7.25
4165,76.32,Humboldt County,24.1,Nevada,27.1,8.7,7.25
9378,76.63,Lander County,26.6,Nevada,27.1,9.5,7.25
9472,76.68,Lincoln County,23.0,Nevada,26.8,10.6,7.25
14685,76.78,Lyon County,29.1,Nevada,30.9,17.5,7.25
1554,74.26,Mineral County,33.6,Nevada,29.5,14.4,7.25
13020,74.33,Nye County,32.8,Nevada,30.1,17.3,7.25
12288,78.12,Pershing County,25.5,Nevada,29.3,10.6,7.25
23754,81.95,Storey County,26.0,Nevada,23.7,16.7,7.25
10782,77.74,Washoe County,22.3,Nevada,22.5,12.9,7.25
2000,76.62,White Pine County,27.5,Nevada,26.1,9.2,7.25
2439,79.5,Belknap County,22.5,New Hampshire,26.9,6.4,7.25
31484,80.5,Carroll County,21.3,New Hampshire,24.1,5.7,7.25
1119,79.82,Cheshire County,21.0,New Hampshire,25.9,5.5,7.25
2842,78.1,Coos County,24.1,New Hampshire,31.5,7.4,7.25
3761,80.71,Grafton County,17.8,New Hampshire,25.5,4.8,7.25
5582,80.27,Hillsborough County,19.0,New Hampshire,26.9,6.2,7.25
5471,79.94,Merrimack County,18.5,New Hampshire,26.4,5.3,7.25
7292,80.47,Rockingham County,17.7,New Hampshire,26.3,6.0,7.25
1748,79.58,Strafford County,20.7,New Hampshire,30.1,5.7,7.25
3801,79.35,Sullivan County,20.7,New Hampshire,26.8,5.2,7.25
33601,77.5,Atlantic County,23.2,New Jersey,27,12.3,7.25
15677,82.15,Bergen County,16.4,New Jersey,21.4,8.0,7.25
3576,79.67,Burlington County,18.9,New Jersey,27.1,9.0,7.25
5629,77.92,Camden County,21.8,New Jersey,27.5,10.9,7.25
35429,78.11,Cape May County,22.9,New Jersey,24.8,14.0,7.25
17505,76.56,Cumberland County,25.5,New Jersey,33.4,13.0,7.25
32533,77.55,Essex County,19.4,New Jersey,25.9,10.8,7.25
34586,78.34,Gloucester County,21.4,New Jersey,28.2,10.3,7.25
64386,79.62,Hudson County,18.2,New Jersey,23.9,9.6,7.25
46462,81.94,Hunterdon County,15.5,New Jersey,20,7.4,7.25
15034,79.38,Mercer County,18.0,New Jersey,25.1,8.4,7.25
17087,80.79,Middlesex County,15.7,New Jersey,23.4,8.9,7.25
46887,79.88,Monmouth County,18.0,New Jersey,22.4,8.7,7.25
28963,81.7,Morris County,14.6,New Jersey,20.8,7.4,7.25
4821,79.25,Ocean County,20.9,New Jersey,26.4,10.3,7.25
599,79.53,Passaic County,18.6,New Jersey,24.7,11.4,7.25
6122,76.91,Salem County,23.7,New Jersey,32.8,11.7,7.25
5091,81.69,Somerset County,12.8,New Jersey,21.1,7.6,7.25
6015,79.36,Sussex County,19.2,New Jersey,25.8,9.4,7.25
5941,80.21,Union County,18.3,New Jersey,23.2,9.5,7.25
6865,79.91,Warren County,21.6,New Jersey,25.6,9.8,7.25
9943,78.78,Bernalillo County,21.6,New Mexico,19.3,7.7,7.5
7495,79.86,Catron County,23.3,New Mexico,24.8,12.0,7.5
8054,76.8,Chaves County,24.8,New Mexico,30.6,7.5,7.5
5606,76.97,Cibola County,26.3,New Mexico,31.2,9.6,7.5
413,78.71,Colfax County,21.9,New Mexico,24.8,8.4,7.5
803,77.54,Curry County,24.3,New Mexico,29.2,5.4,7.5
240,77.85,De Baca County,22.2,New Mexico,23.2,6.0,7.5
1524,76.46,Eddy County,25.4,New Mexico,28.7,6.4,7.5
163,78.31,Grant County,22.2,New Mexico,23.7,9.7,7.5
9510,76.87,Guadalupe County,23.2,New Mexico,25.9,10.1,7.5
334,80.65,Harding County,20.6,New Mexico,25.3,6.1,7.5
2836,78.1,Hidalgo County,23.2,New Mexico,26.4,8.5,7.5
2919,76.18,Lea County,25.2,New Mexico,32.8,7.9,7.5
5421,79.86,Lincoln County,24.8,New Mexico,22.9,7.5,7.5
2475,83.21,Los Alamos County,13.0,New Mexico,18.5,3.7,7.5
1257,77.3,Luna County,25.3,New Mexico,26.1,20.1,7.5
3584,78.75,Mora County,20.5,New Mexico,23.4,12.3,7.5
593,77.98,Otero County,25.2,New Mexico,24.5,7.3,7.5
8810,76.02,Quay County,24.7,New Mexico,25.3,9.4,7.5
5859,75.53,Rio Arriba County,22.7,New Mexico,24,9.1,7.5
176,77.91,Roosevelt County,24.4,New Mexico,26.7,6.3,7.5
1217,77.58,San Juan County,26.5,New Mexico,30.3,9.4,7.5
6164,76.67,San Miguel County,23.2,New Mexico,22.4,9.6,7.5
6055,79.62,Sandoval County,20.4,New Mexico,25,8.4,7.5
11002,80.77,Santa Fe County,19.3,New Mexico,13.8,6.8,7.5
465,75.12,Sierra County,28.1,New Mexico,23.3,9.2,7.5
85,76.6,Socorro County,26.4,New Mexico,26.5,7.8,7.5
1721,79.83,Taos County,20.6,New Mexico,18,10.7,7.5
954,77.13,Torrance County,28.6,New Mexico,25.9,11.6,7.5
6144,77.62,Union County,23.5,New Mexico,26,6.3,7.5
392,76.97,Valencia County,26.3,New Mexico,28.4,9.6,7.5
208,79.68,Albany County,20.0,New York,25.9,7.0,7.25
361,79.06,Allegany County,23.3,New York,29.8,9.2,7.25
572,78.06,Bronx County,20.9,New York,28.4,12.0,7.25
1092,79.3,Broome County,22.0,New York,29,8.7,7.25
325,77.96,Cattaraugus County,26.1,New York,27.5,9.5,7.25
6260,79.81,Cayuga County,25.6,New York,24.8,8.5,7.25
139,78.8,Chautauqua County,26.2,New York,27.5,8.9,7.25
10404,78.66,Chemung County,24.0,New York,29.2,8.4,7.25
379,78.43,Chenango County,24.6,New York,28.8,9.2,7.25
6019,79.11,Clinton County,21.0,New York,29.6,9.8,7.25
10651,79.17,Columbia County,21.3,New York,23.9,7.3,7.25
7002,78.78,Cortland County,23.2,New York,27,8.9,7.25
5840,79.27,Delaware County,23.5,New York,25.8,8.8,7.25
11480,80.19,Dutchess County,18.8,New York,26.2,7.7,7.25
16112,78.61,Erie County,21.6,New York,28.9,8.3,7.25
12463,79.72,Essex County,20.0,New York,27.2,9.2,7.25
10321,78.91,Franklin County,24.4,New York,28.9,9.0,7.25
15961,78.79,Fulton County,25.8,New York,28.3,10.6,7.25
20593,79.06,Genesee County,23.4,New York,28.7,8.0,7.25
16944,78.34,Greene County,25.1,New York,30.3,9.1,7.25
6621,78.98,Hamilton County,20.0,New York,26.1,9.8,7.25
12261,79.54,Herkimer County,22.3,New York,31.7,8.6,7.25
16893,78.83,Jefferson County,23.2,New York,29,9.3,7.25
13244,79.64,Kings County,18.9,New York,23.2,9.9,7.25
2129,79.78,Lewis County,25.1,New York,25.9,9.1,7.25
8656,80.03,Livingston County,21.7,New York,28.8,8.1,7.25
4945,79.75,Madison County,22.7,New York,27.3,8.3,7.25
5344,79.91,Monroe County,19.1,New York,30.2,8.0,7.25
1633,78.72,Montgomery County,25.5,New York,26.9,10.1,7.25
3571,81.76,Nassau County,15.5,New York,21.6,7.1,7.25
524,81.18,New York County,15.9,New York,15.7,8.6,7.25
3645,78.39,Niagara County,25.8,New York,29.5,9.6,7.25
3608,79.03,Oneida County,24.2,New York,27.5,7.6,7.25
6729,79.65,Onondaga County,21.2,New York,28.2,8.0,7.25
4926,79.67,Ontario County,19.4,New York,28,7.4,7.25
771,79.52,Orange County,20.3,New York,23.8,8.0,7.25
11629,78.71,Orleans County,26.5,New York,31.9,9.6,7.25
9859,78.16,Oswego County,26.0,New York,33.9,10.6,7.25
20717,79.87,Otsego County,21.4,New York,27.4,7.6,7.25
476,81.3,Putnam County,16.7,New York,31,7.2,7.25
753,81.4,Queens County,17.4,New York,22.9,8.6,7.25
4480,78.59,Rensselaer County,22.0,New York,26.4,7.8,7.25
364,79.55,Richmond County,20.4,New York,27.6,9.4,7.25
645,81.77,Rockland County,16.1,New York,24.3,7.5,7.25
577,81.0,Saratoga County,19.2,New York,25.9,6.9,7.25
648,79.55,Schenectady County,22.4,New York,27.4,7.6,7.25
934,79.98,Schoharie County,23.5,New York,29.9,8.9,7.25
700,78.93,Schuyler County,24.1,New York,28.6,9.1,7.25
2311,79.11,Seneca County,24.6,New York,28.3,8.2,7.25
1602,78.57,Steuben County,24.1,New York,30.9,9.6,7.25
203,80.31,Suffolk County,19.0,New York,24.7,7.7,7.25
14837,77.71,Sullivan County,25.1,New York,29.3,8.9,7.25
571,79.94,Tioga County,20.9,New York,28.9,8.0,7.25
1635,80.88,Tompkins County,14.2,New York,21.7,6.2,7.25
5562,79.85,Ulster County,22.0,New York,27.3,7.8,7.25
774,79.89,Warren County,23.1,New York,28.8,9.0,7.25
581,78.98,Washington County,24.8,New York,28.3,8.2,7.25
1241,79.02,Wayne County,23.0,New York,31.4,8.9,7.25
5142,81.99,Westchester County,16.0,New York,17.2,7.4,7.25
5161,79.05,Wyoming County,24.6,New York,29.6,9.5,7.25
9062,79.49,Yates County,22.9,New York,25.9,7.4,7.25
135795,77.7,Alamance County,24.8,North Carolina,34.1,10.9,7.25
5305,77.46,Alexander County,26.1,North Carolina,27.2,13.1,7.25
45773,77.88,Alleghany County,27.2,North Carolina,24.7,12.0,7.25
124,74.98,Anson County,27.0,North Carolina,34.6,14.1,7.25
1269,77.79,Ashe County,26.1,North Carolina,22.5,11.8,7.25
482,77.53,Avery County,24.0,North Carolina,28.9,10.8,7.25
4162,76.16,Beaufort County,23.3,North Carolina,34.3,11.7,7.25
4101,75.23,Bertie County,25.9,North Carolina,35,11.8,7.25
7781,74.61,Bladen County,26.1,North Carolina,36.1,13.3,7.25
694,78.07,Brunswick County,26.0,North Carolina,29.5,12.5,7.25
293,78.5,Buncombe County,22.1,North Carolina,23.6,8.6,7.25
658,76.5,Burke County,26.1,North Carolina,28.8,12.9,7.25
4627,77.76,Cabarrus County,22.6,North Carolina,30.9,11.5,7.25
24252,76.04,Caldwell County,28.5,North Carolina,29.5,14.8,7.25
23589,78.74,Camden County,22.4,North Carolina,30.2,8.4,7.25
43214,77.74,Carteret County,24.4,North Carolina,29,9.6,7.25
918,76.14,Caswell County,27.0,North Carolina,32.5,13.2,7.25
269,76.67,Catawba County,23.6,North Carolina,28.4,13.1,7.25
698,80.19,Chatham County,19.0,North Carolina,25.7,8.6,7.25
128,77.1,Cherokee County,26.6,North Carolina,27.5,12.9,7.25
241,77.01,Chowan County,25.4,North Carolina,30,12.0,7.25
2377,78.53,Clay County,24.5,North Carolina,25.8,12.5,7.25
16336,75.14,Cleveland County,26.9,North Carolina,30.2,14.8,7.25
15103,73.58,Columbus County,27.1,North Carolina,32.1,13.4,7.25
29062,77.51,Craven County,22.8,North Carolina,31.9,10.7,7.25
881,75.89,Cumberland County,24.2,North Carolina,33.8,10.1,7.25
58528,77.07,Currituck County,24.8,North Carolina,29.2,8.9,7.25
6849,79.0,Dare County,23.5,North Carolina,28.1,12.1,7.25
2454,76.73,Davidson County,26.2,North Carolina,29,12.3,7.25
15852,78.62,Davie County,23.7,North Carolina,28.1,11.7,7.25
6920,76.81,Duplin County,26.3,North Carolina,36.1,9.3,7.25
20642,78.33,Durham County,17.7,North Carolina,29.4,8.2,7.25
19505,74.9,Edgecombe County,26.4,North Carolina,37,15.7,7.25
8952,77.97,Forsyth County,23.9,North Carolina,26,10.1,7.25
3564,77.2,Franklin County,25.1,North Carolina,33.4,10.9,7.25
11148,75.36,Gaston County,27.8,North Carolina,27.3,13.5,7.25
7970,76.84,Gates County,25.5,North Carolina,32.8,8.0,7.25
17004,76.67,Graham County,27.8,North Carolina,29.5,17.6,7.25
4585,76.9,Granville County,25.8,North Carolina,30.2,9.7,7.25
17351,76.84,Greene County,23.9,North Carolina,31.8,10.1,7.25
16806,78.49,Guilford County,21.0,North Carolina,27.4,11.1,7.25
29572,74.66,Halifax County,27.1,North Carolina,37.9,14.7,7.25
7810,76.48,Harnett County,24.5,North Carolina,33.1,11.3,7.25
20492,78.23,Haywood County,26.6,North Carolina,25.9,10.3,7.25
22835,79.1,Henderson County,22.0,North Carolina,21.9,9.1,7.25
23011,75.45,Hertford County,25.6,North Carolina,34.1,10.6,7.25
25354,76.03,Hoke County,23.2,North Carolina,33.1,10.1,7.25
1654,76.86,Hyde County,25.7,North Carolina,31.5,11.1,7.25
14773,77.27,Iredell County,22.0,North Carolina,27.9,12.9,7.25
19212,78.24,Jackson County,24.2,North Carolina,32.8,10.9,7.25
18911,77.18,Johnston County,24.2,North Carolina,33.4,9.9,7.25
23350,76.36,Jones County,26.5,North Carolina,34.1,11.2,7.25
7793,76.58,Lee County,24.5,North Carolina,29.2,12.8,7.25
2599,74.85,Lenoir County,26.0,North Carolina,34.2,11.9,7.25
29713,77.2,Lincoln County,23.2,North Carolina,27.9,12.7,7.25
4708,78.44,Macon County,25.5,North Carolina,24.5,11.5,7.25
4450,77.97,Madison County,25.9,North Carolina,30,10.4,7.25
9910,74.14,Martin County,24.2,North Carolina,33.9,12.7,7.25
6231,79.21,Mecklenburg County,17.6,North Carolina,25.5,10.7,7.25
12373,76.87,Mitchell County,26.8,North Carolina,29.1,12.4,7.25
11726,77.14,Montgomery County,25.1,North Carolina,31.3,12.3,7.25
4494,79.4,Moore County,21.2,North Carolina,28.5,10.1,7.25
12389,76.02,Nash County,24.5,North Carolina,33.3,12.6,7.25
19492,79.21,New Hanover County,22.0,North Carolina,25.5,9.7,7.25
7255,75.95,Northampton County,27.9,North Carolina,30.7,11.6,7.25
1693,77.66,Onslow County,25.4,North Carolina,27.8,8.3,7.25
7063,80.26,Orange County,15.3,North Carolina,20.8,6.6,7.25
6980,78.15,Pamlico County,22.8,North Carolina,30.2,10.2,7.25
12350,76.81,Pasquotank County,25.0,North Carolina,32.6,10.0,7.25
17534,77.93,Pender County,24.8,North Carolina,29.2,11.4,7.25
14236,77.84,Perquimans County,23.1,North Carolina,31.9,10.6,7.25
43101,76.57,Person County,25.1,North Carolina,32.6,12.4,7.25
10353,77.22,Pitt County,22.2,North Carolina,35.7,10.2,7.25
5279,78.76,Polk County,22.3,North Carolina,23,10.2,7.25
28717,77.18,Randolph County,25.6,North Carolina,28.7,12.0,7.25
7663,73.94,Richmond County,27.4,North Carolina,30.5,14.9,7.25
14736,73.82,Robeson County,28.7,North Carolina,40.7,13.7,7.25
8392,76.06,Rockingham County,27.6,North Carolina,32.4,13.2,7.25
7344,76.11,Rowan County,26.3,North Carolina,33.1,14.1,7.25
7462,75.77,Rutherford County,27.4,North Carolina,30,16.7,7.25
6414,75.62,Sampson County,24.9,North Carolina,36.7,9.7,7.25
20690,74.42,Scotland County,26.5,North Carolina,36.4,17.6,7.25
13204,76.82,Stanly County,25.5,North Carolina,26.6,13.2,7.25
10301,77.21,Stokes County,29.5,North Carolina,25.6,11.4,7.25
8726,76.73,Surry County,27.4,North Carolina,30.7,12.0,7.25
9439,74.06,Swain County,28.2,North Carolina,33.9,14.7,7.25
9219,80.04,Transylvania County,22.2,North Carolina,23.7,9.8,7.25
9932,77.08,Tyrrell County,28.4,North Carolina,31.3,14.8,7.25
3874,78.61,Union County,18.8,North Carolina,27.4,10.0,7.25
4923,74.66,Vance County,29.5,North Carolina,33,14.1,7.25
11843,80.67,Wake County,15.8,North Carolina,24.8,8.3,7.25
13271,77.03,Warren County,27.4,North Carolina,34.8,13.7,7.25
3336,76.5,Washington County,24.8,North Carolina,33,14.3,7.25
9325,80.53,Watauga County,18.5,North Carolina,27.5,7.8,7.25
5170,76.19,Wayne County,26.0,North Carolina,34.1,9.2,7.25
4302,77.21,Wilkes County,28.4,North Carolina,29.3,13.4,7.25
4795,76.02,Wilson County,24.1,North Carolina,34.9,13.9,7.25
5287,77.32,Yadkin County,26.9,North Carolina,29.7,11.0,7.25
8377,78.24,Yancey County,26.5,North Carolina,28.7,11.9,7.25
1038,79.28,Adams County,22.9,North Dakota,33.1,2.9,7.25
11924,79.85,Barnes County,21.9,North Dakota,27,4.5,7.25
11405,74.62,Benson County,33.8,North Dakota,35.5,5.4,7.25
22291,83.91,Billings County,21.9,North Dakota,31.3,3.3,7.25
9240,79.71,Bottineau County,22.0,North Dakota,31.3,4.0,7.25
9750,78.64,Bowman County,21.0,North Dakota,31.5,2.6,7.25
26418,79.07,Burke County,24.6,North Dakota,30.6,2.7,7.25
25341,80.99,Burleigh County,19.1,North Dakota,26.7,3.6,7.25
42009,80.81,Cass County,19.9,North Dakota,27,3.5,7.25
6150,80.34,Cavalier County,21.7,North Dakota,31.4,3.1,7.25
3437,80.07,Dickey County,20.7,North Dakota,29.7,3.2,7.25
9473,80.68,Divide County,23.4,North Dakota,28.9,2.1,7.25
4752,79.29,Dunn County,24.2,North Dakota,30,3.2,7.25
3817,77.4,Eddy County,24.2,North Dakota,29.1,4.8,7.25
3121,79.89,Emmons County,23.4,North Dakota,32.6,6.9,7.25
23398,79.34,Foster County,22.1,North Dakota,30.3,3.4,7.25
6061,81.15,Golden Valley County,23.7,North Dakota,30.6,2.6,7.25
26359,79.8,Grand Forks County,19.8,North Dakota,29.9,3.5,7.25
9641,80.16,Grant County,22.9,North Dakota,36,3.7,7.25
24202,79.68,Griggs County,24.3,North Dakota,30.4,3.0,7.25
9803,80.42,Hettinger County,23.2,North Dakota,26.2,3.0,7.25
22786,81.09,Kidder County,21.3,North Dakota,33,5.3,7.25
7149,80.67,Logan County,23.9,North Dakota,34.8,3.6,7.25
752,79.95,Mercer County,23.1,North Dakota,29.8,5.2,7.25
5052,79.46,Morton County,21.7,North Dakota,29.4,4.6,7.25
7514,76.33,Mountrail County,27.0,North Dakota,35.6,2.6,7.25
11093,77.63,Nelson County,22.1,North Dakota,30.8,4.0,7.25
10867,82.14,Oliver County,21.9,North Dakota,31.2,5.7,7.25
149094,80.28,Pembina County,22.2,North Dakota,32.9,6.4,7.25
6772,79.55,Pierce County,26.8,North Dakota,32.5,5.3,7.25
7364,78.43,Ramsey County,25.8,North Dakota,30.3,3.8,7.25
17871,78.59,Ransom County,23.8,North Dakota,31.6,4.6,7.25
11890,80.11,Renville County,22.9,North Dakota,27.5,2.8,7.25
9141,81.18,Richland County,23.2,North Dakota,33.2,3.8,7.25
35142,73.11,Rolette County,31.2,North Dakota,40.3,10.9,7.25
16500,80.74,Sargent County,22.2,North Dakota,31,4.3,7.25
5756,82.21,Sheridan County,22.0,North Dakota,29.8,3.9,7.25
109855,68.34,Sioux County,35.6,North Dakota,44.3,5.1,7.25
10703,82.06,Slope County,21.3,North Dakota,29.4,2.3,7.25
57731,80.65,Stark County,22.9,North Dakota,31.8,2.8,7.25
29797,80.9,Steele County,22.7,North Dakota,33.4,2.7,7.25
4467,79.42,Stutsman County,24.4,North Dakota,29.8,4.1,7.25
16468,79.52,Towner County,21.3,North Dakota,29.1,2.7,7.25
35429,80.54,Traill County,19.4,North Dakota,35.3,3.7,7.25
8327,79.16,Walsh County,24.6,North Dakota,33.2,5.1,7.25
18581,79.62,Ward County,23.2,North Dakota,29.7,3.5,7.25
20892,80.09,Wells County,22.0,North Dakota,28.9,4.0,7.25
167525,78.66,Williams County,30.1,North Dakota,30.4,2.2,7.25
69624,75.11,Adams County,31.0,Ohio,30.7,15.9,7.85
6412,77.95,Allen County,27.1,Ohio,37.3,10.7,7.85
8653,78.72,Ashland County,24.2,Ohio,30.7,11.9,7.85
52803,76.75,Ashtabula County,30.2,Ohio,30,12.9,7.85
4472,76.77,Athens County,23.1,Ohio,33.1,10.6,7.85
11111,79.01,Auglaize County,23.6,Ohio,32.7,10.0,7.85
10141,77.1,Belmont County,28.3,Ohio,31.1,11.3,7.85
14935,76.06,Brown County,30.6,Ohio,36.4,13.3,7.85
14436,77.89,Butler County,24.2,Ohio,29.8,10.0,7.85
6984,78.56,Carroll County,28.0,Ohio,28.8,13.0,7.85
8276,77.36,Champaign County,25.4,Ohio,33.4,11.5,7.85
19564,76.42,Clark County,28.3,Ohio,33.2,11.0,7.85
46593,77.85,Clermont County,24.8,Ohio,26.6,10.4,7.85
20777,76.89,Clinton County,28.2,Ohio,29.7,17.0,7.85
25316,77.78,Columbiana County,28.6,Ohio,32,12.6,7.85
43537,77.53,Coshocton County,29.0,Ohio,31.6,12.7,7.85
58032,77.45,Crawford County,29.1,Ohio,35.9,12.9,7.85
3869,77.71,Cuyahoga County,23.4,Ohio,27.2,8.5,7.85
39175,78.82,Darke County,25.2,Ohio,35.1,11.2,7.85
8696,78.67,Defiance County,24.5,Ohio,28.3,12.2,7.85
19388,81.04,Delaware County,16.4,Ohio,25.5,7.2,7.85
13032,77.87,Erie County,25.1,Ohio,28,11.3,7.85
25427,78.73,Fairfield County,23.0,Ohio,30.9,9.2,7.85
18305,75.47,Fayette County,29.2,Ohio,31.3,13.1,7.85
7981,77.28,Franklin County,22.7,Ohio,30.3,8.9,7.85
5537,78.92,Fulton County,24.3,Ohio,30.3,11.8,7.85
2720,75.72,Gallia County,28.2,Ohio,31.3,11.8,7.85
7073,81.3,Geauga County,21.2,Ohio,27.5,6.9,7.85
461758,79.53,Greene County,20.0,Ohio,26,9.5,7.85
24023,76.72,Guernsey County,28.9,Ohio,31.3,12.7,7.85
56466,77.46,Hamilton County,23.5,Ohio,28.4,9.9,7.85
134631,79.34,Hancock County,23.4,Ohio,31,9.1,7.85
14774,76.89,Hardin County,27.5,Ohio,31.6,11.2,7.85
10091,76.41,Harrison County,30.6,Ohio,29.9,12.5,7.85
16990,79.28,Henry County,25.3,Ohio,33,13.1,7.85
23932,76.16,Highland County,31.5,Ohio,32.9,17.3,7.85
23498,76.77,Hocking County,27.1,Ohio,31.8,11.7,7.85
14774,79.26,Holmes County,29.5,Ohio,29.1,7.6,7.85
26799,77.66,Huron County,26.6,Ohio,32.8,13.2,7.85
7823,74.74,Jackson County,30.7,Ohio,33.4,12.5,7.85
34171,76.02,Jefferson County,29.0,Ohio,36.1,14.5,7.85
23098,77.99,Knox County,25.9,Ohio,31.6,9.7,7.85
4864,79.08,Lake County,23.5,Ohio,28.3,7.9,7.85
89737,75.38,Lawrence County,29.1,Ohio,37.2,10.3,7.85
159881,77.9,Licking County,24.9,Ohio,30.4,9.6,7.85
6810,77.28,Logan County,27.0,Ohio,29.7,11.8,7.85
20964,78.41,Lorain County,23.8,Ohio,31.4,9.1,7.85
9346,77.1,Lucas County,25.2,Ohio,31.8,11.5,7.85
6064,77.32,Madison County,27.6,Ohio,30.7,9.0,7.85
35549,77.15,Mahoning County,27.3,Ohio,29.8,11.7,7.85
30943,77.16,Marion County,30.8,Ohio,32.2,11.0,7.85
11162,80.13,Medina County,20.9,Ohio,28.6,7.4,7.85
343749,75.97,Meigs County,29.7,Ohio,33.2,14.6,7.85
1508947,79.24,Mercer County,22.8,Ohio,29.1,8.5,7.85
3415,78.69,Miami County,23.3,Ohio,30.9,11.1,7.85
2425,77.7,Monroe County,25.4,Ohio,32,12.2,7.85
31979,76.97,Montgomery County,25.0,Ohio,30.4,11.4,7.85
12041,77.53,Morgan County,28.8,Ohio,32.2,13.3,7.85
7315,78.17,Morrow County,27.4,Ohio,30.9,11.4,7.85
6991,77.11,Muskingum County,27.0,Ohio,29.5,12.6,7.85
2581,80.69,Noble County,29.7,Ohio,32.1,16.0,7.85
16838,79.02,Ottawa County,24.3,Ohio,35,12.3,7.85
39545,78.19,Paulding County,24.7,Ohio,29.3,12.6,7.85
5044,76.69,Perry County,28.7,Ohio,36.7,13.4,7.85
60826,77.3,Pickaway County,27.0,Ohio,33,10.6,7.85
16572,74.92,Pike County,31.5,Ohio,32.1,14.8,7.85
64570,78.74,Portage County,26.8,Ohio,29.6,10.3,7.85
19565,77.53,Preble County,28.6,Ohio,32.4,11.0,7.85
13580,79.82,Putnam County,20.0,Ohio,29.9,9.3,7.85
9570,77.87,Richland County,28.3,Ohio,31.2,12.1,7.85
13794,75.83,Ross County,29.4,Ohio,34.4,11.9,7.85
7809,77.91,Sandusky County,25.9,Ohio,33.9,10.8,7.85
3799,74.95,Scioto County,30.1,Ohio,35.5,13.3,7.85
7285,78.25,Seneca County,24.6,Ohio,30,11.9,7.85
10085,78.77,Shelby County,24.8,Ohio,32.1,12.4,7.85
11681,78.41,Stark County,25.0,Ohio,31.7,11.3,7.85
13247,78.21,Summit County,23.9,Ohio,29.2,10.6,7.85
13969,77.59,Trumbull County,30.9,Ohio,32.5,13.2,7.85
15535,78.73,Tuscarawas County,26.7,Ohio,32.1,11.2,7.85
16268,78.93,Union County,21.6,Ohio,34.2,8.4,7.85
13291,78.96,Van Wert County,24.6,Ohio,32.5,12.1,7.85
5616,75.52,Vinton County,30.6,Ohio,30.3,13.5,7.85
6980,79.45,Warren County,19.6,Ohio,26.2,9.0,7.85
26203,77.83,Washington County,26.3,Ohio,32.2,11.4,7.85
9307,78.75,Wayne County,23.8,Ohio,30.5,9.3,7.85
215008,78.91,Williams County,27.0,Ohio,30,13.2,7.85
10435,79.34,Wood County,19.6,Ohio,29.6,9.9,7.85
6111,78.62,Wyandot County,26.2,Ohio,29.4,11.1,7.85
23976,73.88,Adair County,33.0,Oklahoma,36,10.5,7.25
14584,78.13,Alfalfa County,24.8,Oklahoma,32.8,4.9,7.25
16721,76.15,Atoka County,28.0,Oklahoma,34.7,10.0,7.25
10306,78.58,Beaver County,21.9,Oklahoma,31.4,4.0,7.25
9761,74.15,Beckham County,28.5,Oklahoma,36.5,5.8,7.25
