County,Obesity,Min Wage,Life expectancy 2010,Percent Smokers,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,Unemployment_rate_2010,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Min Wages Dummies,log_PA,log_NPA,log_TA
Kootenai County,24.1,7.25,79.45,23.1,5794,17862,23656,10.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.664578178329295,9.790430830243832,10.071372061532314
Latah County,24.8,7.25,80.81,16.4,138,3573,3711,6.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.927253685157205,8.181160858023409,8.219056661060598
Lemhi County,21.7,7.25,79.28,24.0,100,4089,4189,10.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.605170185988092,8.316055720364643,8.340217320947035
Lewis County,29.3,7.25,78.49,23.3,950,7694,8644,6.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.856461984594587,8.94819608331224,9.064620717626777
Lewis County,36.4,7.25,78.49,23.3,950,7694,8644,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.856461984594587,8.94819608331224,9.064620717626777
Lewis County,34.4,7.35,78.49,23.3,950,7694,8644,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.856461984594587,8.94819608331224,9.064620717626777
Lewis County,25.9,7.25,78.49,23.3,950,7694,8644,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.856461984594587,8.94819608331224,9.064620717626777
Lewis County,32.4,7.25,78.49,23.3,950,7694,8644,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.856461984594587,8.94819608331224,9.064620717626777
Lewis County,32.4,9.19,78.49,23.3,950,7694,8644,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.856461984594587,8.94819608331224,9.064620717626777
Lewis County,31.8,7.25,78.49,23.3,950,7694,8644,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.856461984594587,8.94819608331224,9.064620717626777
Minidoka County,30.1,7.25,78.52,21.4,50,4687,4737,7.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.912023005428146,8.452547997922705,8.463159302923751
Nez Perce County,32.2,7.25,78.03,25.3,900,8292,9192,6.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.802394763324311,9.02304647355567,9.126088819528592
Oneida County,31.7,7.25,80.12,19.1,6604,21825,28429,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.795430805040018,9.990811380707804,10.255165029914568
Oneida County,27.5,7.25,80.12,19.1,6604,21825,28429,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.795430805040018,9.990811380707804,10.255165029914568
Oneida County,27.4,7.25,80.12,19.1,6604,21825,28429,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.795430805040018,9.990811380707804,10.255165029914568
Owyhee County,30.1,7.25,78.52,24.7,948,7536,8484,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.854354502255021,8.927446816256198,9.045937315684574
Payette County,27.5,7.25,78.48,25.8,910,8052,8962,9.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.813444599510896,8.993675786759683,9.100748695346088
Power County,29.9,7.25,78.44,19.3,1760,11657,13417,9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.473069088032197,9.363662136919832,9.504277838590472
Shoshone County,30.4,7.25,75.96,27.7,3044,16791,19835,15.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.020927718981577,9.72859830755947,9.89520333294843
Teton County,25.5,7.25,81.77,13.5,905,4960,5865,7.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.807934943699926,8.509161019718974,8.676757761087575
Teton County,24.2,7.25,81.77,13.5,905,4960,5865,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.807934943699926,8.509161019718974,8.676757761087575
Teton County,13.1,5.15,81.77,13.5,905,4960,5865,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.807934943699926,8.509161019718974,8.676757761087575
Twin Falls County,25.3,7.25,78.12,23.0,12728,67402,80130,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.451559570017622,11.11842997005065,11.291405594772117
Valley County,25.8,7.25,81.39,19.1,7091,36624,43715,15.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.866581653303996,10.508459042192348,10.68544657161499
Valley County,27.4,7.25,81.39,19.1,7091,36624,43715,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.866581653303996,10.508459042192348,10.68544657161499
Valley County,29.8,7.25,81.39,19.1,7091,36624,43715,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.866581653303996,10.508459042192348,10.68544657161499
Alexander County,32.7,7.25,74.33,28.9,357,1578,1935,11.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.877735781779639,7.363913501405819,7.5678626054638825
Alexander County,27.2,7.25,74.33,28.9,357,1578,1935,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.877735781779639,7.363913501405819,7.5678626054638825
Bond County,28.9,7.25,78.71,23.7,2386,8540,10926,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.777373602657861,9.052516286782616,9.298900548955663
Brown County,30.0,7.25,78.89,26.8,2553,13730,16283,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.845024417241484,9.527338498762017,9.697876897764221
Brown County,29.4,7.25,78.89,26.8,2553,13730,16283,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.845024417241484,9.527338498762017,9.697876897764221
Brown County,34.3,7.25,78.89,26.8,2553,13730,16283,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.845024417241484,9.527338498762017,9.697876897764221
Brown County,28.7,7.25,78.89,26.8,2553,13730,16283,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.845024417241484,9.527338498762017,9.697876897764221
Brown County,31.7,7.25,78.89,26.8,2553,13730,16283,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.845024417241484,9.527338498762017,9.697876897764221
Brown County,36.4,7.85,78.89,26.8,2553,13730,16283,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.845024417241484,9.527338498762017,9.697876897764221
Brown County,31.1,7.25,78.89,26.8,2553,13730,16283,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.845024417241484,9.527338498762017,9.697876897764221
Brown County,32.3,7.25,78.89,26.8,2553,13730,16283,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.845024417241484,9.527338498762017,9.697876897764221
Brown County,29.3,7.25,78.89,26.8,2553,13730,16283,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.845024417241484,9.527338498762017,9.697876897764221
Bureau County,31.0,7.25,79.31,24.5,2032,14863,16895,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.616775808698373,9.606630182148894,9.73477299914839
Cass County,30.3,7.25,77.36,24.1,1708,5914,7622,8.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.443078374348516,8.685077700412423,8.938794081433805
Cass County,34.5,7.25,77.36,24.1,1708,5914,7622,8.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.443078374348516,8.685077700412423,8.938794081433805
Cass County,35.4,7.25,77.36,24.1,1708,5914,7622,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.443078374348516,8.685077700412423,8.938794081433805
Cass County,31.4,7.25,77.36,24.1,1708,5914,7622,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.443078374348516,8.685077700412423,8.938794081433805
Cass County,28.4,7.25,77.36,24.1,1708,5914,7622,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.443078374348516,8.685077700412423,8.938794081433805
Cass County,33.1,7.35,77.36,24.1,1708,5914,7622,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.443078374348516,8.685077700412423,8.938794081433805
Cass County,31.8,7.25,77.36,24.1,1708,5914,7622,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.443078374348516,8.685077700412423,8.938794081433805
Cass County,27.0,7.25,77.36,24.1,1708,5914,7622,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.443078374348516,8.685077700412423,8.938794081433805
Cass County,29.4,7.25,77.36,24.1,1708,5914,7622,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.443078374348516,8.685077700412423,8.938794081433805
Champaign County,27.4,7.25,80.29,18.3,1931,16564,18495,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.565793282428515,9.714986944665458,9.825255704266555
Champaign County,33.4,7.85,80.29,18.3,1931,16564,18495,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.565793282428515,9.714986944665458,9.825255704266555
Christian County,32.2,7.25,77.9,28.2,1495,6206,7701,10.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3098814858247865,8.733271845008325,8.94910546953925
Christian County,32.0,7.25,77.9,28.2,1495,6206,7701,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3098814858247865,8.733271845008325,8.94910546953925
Christian County,29.3,7.35,77.9,28.2,1495,6206,7701,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3098814858247865,8.733271845008325,8.94910546953925
Clinton County,28.0,7.25,79.52,24.6,704,1634,2338,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.556778356158042,7.3987862754199485,7.757051142032013
Clinton County,29.4,7.25,79.52,24.6,704,1634,2338,7.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.556778356158042,7.3987862754199485,7.757051142032013
Clinton County,30.0,7.25,79.52,24.6,704,1634,2338,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.556778356158042,7.3987862754199485,7.757051142032013
Clinton County,32.2,7.25,79.52,24.6,704,1634,2338,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.556778356158042,7.3987862754199485,7.757051142032013
Clinton County,33.2,7.25,79.52,24.6,704,1634,2338,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.556778356158042,7.3987862754199485,7.757051142032013
Clinton County,32.2,7.35,79.52,24.6,704,1634,2338,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.556778356158042,7.3987862754199485,7.757051142032013
Clinton County,29.6,7.25,79.52,24.6,704,1634,2338,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.556778356158042,7.3987862754199485,7.757051142032013
Clinton County,29.7,7.85,79.52,24.6,704,1634,2338,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.556778356158042,7.3987862754199485,7.757051142032013
Clinton County,31.5,7.25,79.52,24.6,704,1634,2338,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.556778356158042,7.3987862754199485,7.757051142032013
Coles County,29.4,7.25,78.11,22.8,20763,108543,129306,9.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.940927835509973,11.594901686815309,11.769936967395626
Cumberland County,28.7,7.25,78.76,24.3,3880,17596,21476,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.263590432617319,9.77542688246861,9.97469131154246
Cumberland County,34.2,7.25,78.76,24.3,3880,17596,21476,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.263590432617319,9.77542688246861,9.97469131154246
Cumberland County,21.9,7.5,78.76,24.3,3880,17596,21476,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.263590432617319,9.77542688246861,9.97469131154246
Cumberland County,33.4,7.25,78.76,24.3,3880,17596,21476,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.263590432617319,9.77542688246861,9.97469131154246
Cumberland County,33.8,7.25,78.76,24.3,3880,17596,21476,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.263590432617319,9.77542688246861,9.97469131154246
Cumberland County,25.5,7.25,78.76,24.3,3880,17596,21476,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.263590432617319,9.77542688246861,9.97469131154246
Cumberland County,28.6,7.25,78.76,24.3,3880,17596,21476,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.263590432617319,9.77542688246861,9.97469131154246
Cumberland County,32.2,7.25,78.76,24.3,3880,17596,21476,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.263590432617319,9.77542688246861,9.97469131154246
De Witt County,30.3,7.25,78.12,25.9,3412,18171,21583,8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13505390861157,9.807582195649056,9.97966124675897
DuPage County,24.8,7.25,81.61,15.2,4903,17962,22865,8.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.497602541651233,9.796013694230895,10.037362636092155
Edgar County,32.5,7.25,77.26,26.8,2112,14374,16486,11.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.655390644826152,9.573176298028388,9.710266814873172
Edwards County,27.3,7.25,77.51,24.4,1459,7114,8573,8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.285506548522785,8.8698199525084,9.056373008678756
Edwards County,34.8,7.25,77.51,24.4,1459,7114,8573,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.285506548522785,8.8698199525084,9.056373008678756
Edwards County,28.8,7.25,77.51,24.4,1459,7114,8573,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.285506548522785,8.8698199525084,9.056373008678756
Ford County,30.7,7.25,77.51,26.3,524,4361,4885,9.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261491684321042,8.380456667842767,8.493924564476883
Ford County,34.3,7.25,77.51,26.3,524,4361,4885,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261491684321042,8.380456667842767,8.493924564476883
Gallatin County,29.9,7.25,75.38,27.2,62,4688,4750,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.127134385045092,8.452761331256848,8.465899897028686
Gallatin County,31.5,7.25,75.38,27.2,62,4688,4750,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.127134385045092,8.452761331256848,8.465899897028686
Gallatin County,17.5,7.25,75.38,27.2,62,4688,4750,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.127134385045092,8.452761331256848,8.465899897028686
Grundy County,34.2,7.25,78.62,19.3,2117,6202,8319,13.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6577552711348655,8.732627099660395,9.026297334283887
Grundy County,31.7,7.25,78.62,19.3,2117,6202,8319,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6577552711348655,8.732627099660395,9.026297334283887
Grundy County,32.5,7.35,78.62,19.3,2117,6202,8319,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6577552711348655,8.732627099660395,9.026297334283887
