County,Obesity,Min Wage,Life expectancy 2010,Percent Smokers,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,Unemployment_rate_2010,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Min Wages Dummies,log_PA,log_NPA,log_TA
Elbert County,35.5,7.25,81.37,16.7,714,19599,20313,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.570882962339584,9.88323382350886,9.919016354153754
El Paso County,21.4,7.78,79.82,19.6,287,3514,3801,9.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.659482215759621,8.164510268747042,8.24301946898925
El Paso County,23.4,7.25,79.82,19.6,287,3514,3801,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.659482215759621,8.164510268747042,8.24301946898925
Fremont County,22.4,7.78,77.77,29.7,67,6277,6344,11.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.204692619390966,8.744647438317532,8.755264763314685
Fremont County,23.7,7.25,77.77,29.7,67,6277,6344,11.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.204692619390966,8.744647438317532,8.755264763314685
Fremont County,33.3,7.25,77.77,29.7,67,6277,6344,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.204692619390966,8.744647438317532,8.755264763314685
Fremont County,25.6,5.15,77.77,29.7,67,6277,6344,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.204692619390966,8.744647438317532,8.755264763314685
Garfield County,17.4,7.78,80.37,20.6,8,10742,10750,10.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0794415416798357,9.281916570465405,9.28266103355581
Garfield County,24.3,7.25,80.37,20.6,8,10742,10750,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0794415416798357,9.281916570465405,9.28266103355581
Garfield County,27.6,7.25,80.37,20.6,8,10742,10750,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0794415416798357,9.281916570465405,9.28266103355581
Garfield County,32.8,7.25,80.37,20.6,8,10742,10750,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0794415416798357,9.281916570465405,9.28266103355581
Garfield County,26.1,7.25,80.37,20.6,8,10742,10750,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0794415416798357,9.281916570465405,9.28266103355581
Garfield County,33.7,9.19,80.37,20.6,8,10742,10750,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0794415416798357,9.281916570465405,9.28266103355581
Gilpin County,19.7,7.78,80.56,19.9,2,1640,1642,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471805599453,7.402451520818244,7.403670290012373
Grand County,18.0,7.78,82.35,19.6,56583,138893,195476,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.94346386571928,11.841459131504193,12.183192888723331
Grand County,20.6,7.25,82.35,19.6,56583,138893,195476,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.94346386571928,11.841459131504193,12.183192888723331
Gunnison County,15.9,7.78,81.57,14.1,21,273,294,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.044522437723423,5.60947179518496,5.683579767338681
Hinsdale County,19.5,7.78,83.24,14.9,1251,3579,4830,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1316985104669115,8.182838710766026,8.482601746646619
Huerfano County,20.9,7.78,77.44,22.6,9383,39586,48969,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.146654820290049,10.586230799380681,10.798942723822146
Kiowa County,24.9,7.78,78.66,20.4,31951,77527,109478,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.37195875822042,11.25838154176552,11.603478894810914
Kiowa County,29.3,7.25,78.66,20.4,31951,77527,109478,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37195875822042,11.25838154176552,11.603478894810914
Kiowa County,32.1,7.25,78.66,20.4,31951,77527,109478,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37195875822042,11.25838154176552,11.603478894810914
Kit Carson County,27.2,7.78,79.37,24.3,2768,7031,9799,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.92588031673756,8.858084222199162,9.190035618635818
La Plata County,16.7,7.78,81.39,17.2,97748,279376,377124,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.49014801728024,12.54031382376191,12.840329324817144
Larimer County,19.3,7.78,81.47,17.0,1540,4506,6046,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.3395376954076745,8.41316512099219,8.707152175339404
Las Animas County,24.3,7.78,77.57,24.6,5360,21272,26632,10.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.586719254064848,9.965146932922856,10.18986877925486
Mesa County,22.3,7.78,78.89,22.7,55367,185503,240870,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.921739027384751,12.130826333405592,12.392012647846839
Mineral County,19.7,7.78,81.23,16.2,9327,30200,39527,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.140668698726863,10.31559720336296,10.584739261683007
Mineral County,29.7,7.25,81.23,16.2,9327,30200,39527,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.140668698726863,10.31559720336296,10.584739261683007
Mineral County,29.5,7.25,81.23,16.2,9327,30200,39527,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.140668698726863,10.31559720336296,10.584739261683007
Mineral County,34.2,7.25,81.23,16.2,9327,30200,39527,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.140668698726863,10.31559720336296,10.584739261683007
Moffat County,24.1,7.78,78.54,24.0,3661,12638,16299,9.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.205491613120236,9.444463427333401,9.698859035219632
Montezuma County,21.8,7.78,77.51,20.1,1485,4291,5776,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.3031700512368,8.364275084991524,8.661466680572662
Montrose County,20.1,7.78,79.5,21.0,422099,1355708,1777807,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.952995162660937,14.119834385060617,14.39089114023274
Otero County,25.5,7.78,76.72,25.3,2373,11790,14163,9.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.771910256435763,9.375006993531416,9.558388209214396
Otero County,24.5,7.5,76.72,25.3,2373,11790,14163,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.771910256435763,9.375006993531416,9.558388209214396
Ouray County,17.5,7.78,82.68,15.1,744,1927,2671,9.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.612041034833092,7.563719668414366,7.890208213109961
Park County,18.4,7.78,82.09,19.8,4447,18456,22903,8.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.399984990510696,9.823144799853589,10.039023185328821
Park County,22.7,7.25,82.09,19.8,4447,18456,22903,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.399984990510696,9.823144799853589,10.039023185328821
Park County,21.2,5.15,82.09,19.8,4447,18456,22903,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.399984990510696,9.823144799853589,10.039023185328821
Pitkin County,14.2,7.78,86.0,13.8,381,1725,2106,8.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.942799375126701,7.45298232946546,7.652545692693921
Prowers County,25.5,7.78,77.55,22.5,173,916,1089,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.153291594497779,6.82001636467413,6.9930151229329605
Pueblo County,26.6,7.78,77.53,25.6,19364,45548,64912,10.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.871170951059584,10.726521993930495,11.080787785446228
Rio Blanco County,21.1,7.78,79.19,19.0,2134,9081,11215,8.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.665753431861699,9.113939597689829,9.32500744695431
Rio Grande County,22.7,7.78,77.72,20.2,2232,7612,9844,10.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.710653323501202,8.93748122841604,9.194617411510947
Routt County,13.4,7.78,82.3,14.9,71435,235621,307056,9.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.176543224299259,12.369979860912995,12.634785420358028
Saguache County,23.0,7.78,79.55,21.6,6107,21096,27203,10.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.717190933223135,9.956838728033123,10.211082540319786
San Juan County,20.2,7.78,79.63,20.2,512,1794,2306,12.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.238324625039508,7.492203042618741,7.743269700829004
San Juan County,30.3,7.5,79.63,20.2,512,1794,2306,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.238324625039508,7.492203042618741,7.743269700829004
San Juan County,28.5,7.25,79.63,20.2,512,1794,2306,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.238324625039508,7.492203042618741,7.743269700829004
San Juan County,18.5,9.19,79.63,20.2,512,1794,2306,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.238324625039508,7.492203042618741,7.743269700829004
San Miguel County,16.9,7.78,83.42,12.2,103149,297932,401081,7.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.543929823832919,12.604620551529253,12.901918680902929
San Miguel County,22.4,7.5,83.42,12.2,103149,297932,401081,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.543929823832919,12.604620551529253,12.901918680902929
Sedgwick County,24.1,7.78,78.26,24.0,104843,244017,348860,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.56021927206037,12.404993173979497,12.762425974572126
Sedgwick County,30.0,7.25,78.26,24.0,104843,244017,348860,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.56021927206037,12.404993173979497,12.762425974572126
Summit County,14.5,7.78,86.33,14.5,2951,7945,10896,6.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.989899374942939,8.980298078970817,9.296151028389293
Summit County,29.2,7.85,86.33,14.5,2951,7945,10896,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.989899374942939,8.980298078970817,9.296151028389293
Summit County,15.3,7.25,86.33,14.5,2951,7945,10896,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.989899374942939,8.980298078970817,9.296151028389293
Teller County,17.8,7.78,80.6,23.6,152271,414881,567152,9.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.933417107095016,12.935747011105105,13.24838262438492
Fairfield County,18.6,8.25,81.55,15.1,6868,21491,28359,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.834628222017367,9.975389521825207,10.252699719093494
Fairfield County,30.9,7.85,81.55,15.1,6868,21491,28359,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.834628222017367,9.975389521825207,10.252699719093494
Fairfield County,39.7,7.25,81.55,15.1,6868,21491,28359,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.834628222017367,9.975389521825207,10.252699719093494
Hartford County,24.6,8.25,80.07,18.1,10120,25554,35674,9.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.222268942841456,10.14854913915127,10.482177411118249
Litchfield County,21.9,8.25,80.69,20.1,16587,38753,55340,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.716374535006043,10.564963451139608,10.921251253340916
Middlesex County,23.9,8.25,80.78,18.9,49711,125741,175452,7.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.813981515563105,11.741979514824148,12.075120780205438
Middlesex County,23.3,8.0,80.78,18.9,49711,125741,175452,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.813981515563105,11.741979514824148,12.075120780205438
Middlesex County,23.4,7.25,80.78,18.9,49711,125741,175452,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.813981515563105,11.741979514824148,12.075120780205438
Middlesex County,28.5,7.25,80.78,18.9,49711,125741,175452,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.813981515563105,11.741979514824148,12.075120780205438
New Haven County,27.4,8.25,79.79,20.9,7597,29202,36799,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.935508711503221,10.28199247906151,10.513225949874762
New London County,25.0,8.25,80.26,20.0,8704,32549,41253,8.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.071537969095724,10.39050192519858,10.627479116391054
Tolland County,23.4,8.25,81.19,16.5,102,402,504,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.624972813284271,5.996452088619021,6.222576268071369
Windham County,30.0,8.25,78.87,21.3,2539,7908,10447,10.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.839525581704678,8.975630184290507,9.254070134837509
Windham County,23.5,7.25,78.87,21.3,2539,7908,10447,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.839525581704678,8.975630184290507,9.254070134837509
Kent County,33.8,7.25,77.34,24.1,21130,46685,67815,8.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.958449110610102,10.751178192918026,11.124538688396814
Kent County,27.2,7.25,77.34,24.1,21130,46685,67815,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.958449110610102,10.751178192918026,11.124538688396814
Kent County,30.7,7.25,77.34,24.1,21130,46685,67815,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.958449110610102,10.751178192918026,11.124538688396814
Kent County,27.7,7.75,77.34,24.1,21130,46685,67815,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.958449110610102,10.751178192918026,11.124538688396814
Kent County,29.2,7.25,77.34,24.1,21130,46685,67815,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.958449110610102,10.751178192918026,11.124538688396814
New Castle County,26.7,7.25,78.49,20.4,12591,37526,50117,8.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4407375520017,10.53278930504732,10.82211555087377
Sussex County,29.9,7.25,78.46,25.1,40722,101536,142258,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.614523765931814,11.528168694382922,11.86539758942304
Sussex County,25.8,7.25,78.46,25.1,40722,101536,142258,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.614523765931814,11.528168694382922,11.86539758942304
Sussex County,37.3,7.25,78.46,25.1,40722,101536,142258,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.614523765931814,11.528168694382922,11.86539758942304
Alachua County,25.2,7.79,78.27,17.9,4020,12838,16858,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.299037181613066,9.460164801871723,9.732580600557428
Baker County,36.7,7.79,75.1,28.3,437,2187,2624,11.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.07993319509559,7.690286020676768,7.8724551500639794
Baker County,32.6,7.25,75.1,28.3,437,2187,2624,11.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07993319509559,7.690286020676768,7.8724551500639794
