Unemployment_rate_2010,CountyState,Percent Obese,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,County,State,Life expectancy 2010,Percent Smokers,min_wage
7.2,Washington County Illinois,32,78.0,4147.0,4225.0,Washington County,Illinois,78.92,21.8,7.25
8.9,Wayne County Illinois,29,2732.0,93212.0,95944.0,Wayne County,Illinois,78.05,25.7,7.25
9.7,Williamson County Illinois,30.2,1033.0,15637.0,16670.0,Williamson County,Illinois,76.9,24.3,7.25
7.7,Woodford County Illinois,30.3,56.0,829.0,885.0,Woodford County,Illinois,80.29,20.3,7.25
10.8,Cass County Indiana,34.5,4313.0,18361.0,22674.0,Cass County,Indiana,77.74,29.0,7.25
9.5,Clark County Indiana,31.8,56416.0,119811.0,176227.0,Clark County,Indiana,76.41,29.4,7.25
11.1,Clay County Indiana,37.8,440.0,1981.0,2421.0,Clay County,Indiana,76.68,26.9,7.25
11.1,Clay County Indiana,37.8,9700.0,25971.0,35671.0,Clay County,Indiana,76.68,26.9,7.25
10.1,Clinton County Indiana,29.4,2239.0,8951.0,11190.0,Clinton County,Indiana,77.78,27.4,7.25
6.5,Daviess County Indiana,31.4,5519.0,23929.0,29448.0,Daviess County,Indiana,77.29,29.5,7.25
11.5,Franklin County Indiana,28.6,223.0,2668.0,2891.0,Franklin County,Indiana,78.97,25.3,7.25
10.7,Greene County Indiana,33.1,1846.0,8088.0,9934.0,Greene County,Indiana,76.85,28.7,7.25
9.9,Harrison County Indiana,31,7178.0,29673.0,36851.0,Harrison County,Indiana,77.92,24.5,7.25
10.5,Jackson County Indiana,31.6,2382.0,6223.0,8605.0,Jackson County,Indiana,76.62,27.2,7.25
10.5,Jackson County Indiana,31.6,4238.0,14282.0,18520.0,Jackson County,Indiana,76.62,27.2,7.25
10.4,Jasper County Indiana,33.5,2149.0,6346.0,8495.0,Jasper County,Indiana,77.94,26.6,7.25
11.3,Jefferson County Indiana,31.8,4608.0,12216.0,16824.0,Jefferson County,Indiana,76.32,29.3,7.25
8.8,Johnson County Indiana,29.1,724.0,2526.0,3250.0,Johnson County,Indiana,78.51,24.3,7.25
12.7,Lawrence County Indiana,29.3,737.0,2432.0,3169.0,Lawrence County,Indiana,76.53,28.0,7.25
12.7,Lawrence County Indiana,29.3,1397.0,8253.0,9650.0,Lawrence County,Indiana,76.53,28.0,7.25
12.1,Madison County Indiana,37.3,987.0,3919.0,4906.0,Madison County,Indiana,76.57,28.4,7.25
12.1,Madison County Indiana,37.3,998.0,2823.0,3821.0,Madison County,Indiana,76.57,28.4,7.25
10.5,Marion County Indiana,31.9,12964.0,46243.0,59207.0,Marion County,Indiana,76.29,28.2,7.25
10.5,Marion County Indiana,31.9,707.0,1807.0,2514.0,Marion County,Indiana,76.29,28.2,7.25
11.3,Marshall County Indiana,31.4,3534.0,7133.0,10667.0,Marshall County,Indiana,79.08,25.1,7.25
7.9,Monroe County Indiana,25.3,5728.0,11794.0,17522.0,Monroe County,Indiana,80.06,19.1,7.25
7.9,Monroe County Indiana,25.3,1259.0,2850.0,4109.0,Monroe County,Indiana,80.06,19.1,7.25
10.2,Montgomery County Indiana,31.2,959.0,2648.0,3607.0,Montgomery County,Indiana,77.99,26.9,7.25
10.4,Morgan County Indiana,33.2,1314.0,5724.0,7038.0,Morgan County,Indiana,77.35,28.7,7.25
11.3,Newton County Indiana,34.1,999.0,4393.0,5392.0,Newton County,Indiana,77.18,30.2,7.25
10.6,Perry County Indiana,32.1,660.0,3237.0,3897.0,Perry County,Indiana,77.82,28.0,7.25
9.5,Pike County Indiana,31.5,2433.0,6901.0,9334.0,Pike County,Indiana,77.59,26.4,7.25
10.0,Pulaski County Indiana,34.5,451.0,2039.0,2490.0,Pulaski County,Indiana,77.14,26.2,7.25
11.6,Putnam County Indiana,32.3,7057.0,24365.0,31422.0,Putnam County,Indiana,78.32,27.5,7.25
11.8,Randolph County Indiana,34.8,687.0,1564.0,2251.0,Randolph County,Indiana,77.9,27.5,7.25
13.2,Scott County Indiana,28.5,1393.0,4416.0,5809.0,Scott County,Indiana,73.78,31.2,7.25
11.0,Shelby County Indiana,33.8,641.0,4356.0,4997.0,Shelby County,Indiana,77.4,28.2,7.25
10.1,Sullivan County Indiana,31.5,1199.0,6349.0,7548.0,Sullivan County,Indiana,75.73,28.0,7.25
12.2,Washington County Indiana,30.5,2180.0,32156.0,34336.0,Washington County,Indiana,75.97,28.3,7.25
12.2,Washington County Indiana,30.5,3343.0,8611.0,11954.0,Washington County,Indiana,75.97,28.3,7.25
4.8,Adams County Iowa,33.8,1081.0,3908.0,4989.0,Adams County,Iowa,78.98,22.6,7.25
5.7,Boone County Iowa,32,249.0,1710.0,1959.0,Boone County,Iowa,79.01,23.9,7.25
6.0,Butler County Iowa,27.2,162.0,867.0,1029.0,Butler County,Iowa,80.3,22.0,7.25
6.3,Cass County Iowa,35.4,267.0,1426.0,1693.0,Cass County,Iowa,78.84,24.1,7.25
5.4,Cedar County Iowa,35.4,514.0,2562.0,3076.0,Cedar County,Iowa,81.32,21.8,7.25
6.2,Franklin County Iowa,31,321.0,1424.0,1745.0,Franklin County,Iowa,80.12,23.5,7.25
6.3,Howard County Iowa,29.8,462.0,1774.0,2236.0,Howard County,Iowa,80.29,24.1,7.25
5.2,Humboldt County Iowa,33.6,679.0,3054.0,3733.0,Humboldt County,Iowa,80.39,23.6,7.25
7.1,Jefferson County Iowa,30.2,606.0,2699.0,3305.0,Jefferson County,Iowa,80.28,20.2,7.25
7.1,Jefferson County Iowa,30.2,2595.0,8816.0,11411.0,Jefferson County,Iowa,80.28,20.2,7.25
4.2,Johnson County Iowa,24,8438.0,37268.0,45706.0,Johnson County,Iowa,81.84,15.2,7.25
6.4,Madison County Iowa,30.8,579.0,2385.0,2964.0,Madison County,Iowa,79.57,21.0,7.25
6.4,Madison County Iowa,30.8,1758.0,4777.0,6535.0,Madison County,Iowa,79.57,21.0,7.25
6.0,Polk County Iowa,28.2,526.0,5668.0,6194.0,Polk County,Iowa,78.96,20.4,7.25
3.9,Sioux County Iowa,27.4,290.0,1082.0,1372.0,Sioux County,Iowa,82.62,17.0,7.25
5.1,Washington County Iowa,30.4,225.0,843.0,1068.0,Washington County,Iowa,80.43,21.3,7.25
6.2,Wayne County Iowa,31.4,251.0,1128.0,1379.0,Wayne County,Iowa,78.4,25.0,7.25
6.9,Webster County Iowa,28.7,12060.0,41182.0,53242.0,Webster County,Iowa,77.86,25.3,7.25
6.6,Brown County Kansas,34.3,2553.0,13730.0,16283.0,Brown County,Kansas,77.85,27.3,7.25
9.0,Chautauqua County Kansas,30.6,45.0,163.0,208.0,Chautauqua County,Kansas,77.29,26.5,7.25
6.6,Dickinson County Kansas,33.7,1097.0,6440.0,7537.0,Dickinson County,Kansas,78.69,24.0,7.25
5.9,Douglas County Kansas,25.1,168.0,426.0,594.0,Douglas County,Kansas,80.47,18.1,7.25
9.0,Franklin County Kansas,33.3,1951.0,6443.0,8394.0,Franklin County,Kansas,77.94,25.4,7.25
6.2,Jackson County Kansas,35.7,2264.0,7080.0,9344.0,Jackson County,Kansas,78.66,23.6,7.25
6.2,Jackson County Kansas,35.7,2026.0,5069.0,7095.0,Jackson County,Kansas,78.66,23.6,7.25
6.2,Jackson County Kansas,35.7,793.0,5840.0,6633.0,Jackson County,Kansas,78.66,23.6,7.25
7.5,Jefferson County Kansas,33.9,746.0,9575.0,10321.0,Jefferson County,Kansas,78.84,23.2,7.25
7.6,Leavenworth County Kansas,31.5,1123.0,3878.0,5001.0,Leavenworth County,Kansas,78.63,23.7,7.25
6.0,Lincoln County Kansas,29.1,423.0,1101.0,1524.0,Lincoln County,Kansas,79.16,22.7,7.25
5.2,McPherson County Kansas,30.3,90.0,1052.0,1142.0,McPherson County,Kansas,79.59,20.2,7.25
5.1,Marshall County Kansas,33,1762.0,8948.0,10710.0,Marshall County,Kansas,80.09,25.3,7.25
4.8,Mitchell County Kansas,28.9,135.0,457.0,592.0,Mitchell County,Kansas,79.07,21.2,7.25
10.6,Montgomery County Kansas,33.8,5771.0,21659.0,27430.0,Montgomery County,Kansas,76.33,28.2,7.25
10.2,Neosho County Kansas,34.2,110.0,1998.0,2108.0,Neosho County,Kansas,77.46,27.7,7.25
6.0,Ottawa County Kansas,32.7,2355.0,15482.0,17837.0,Ottawa County,Kansas,78.16,22.2,7.25
6.2,Saline County Kansas,31.9,967.0,10083.0,11050.0,Saline County,Kansas,78.46,24.1,7.25
4.8,Washington County Kansas,34.1,1107.0,9508.0,10615.0,Washington County,Kansas,80.2,21.1,7.25
4.8,Washington County Kansas,34.1,49.0,154.0,203.0,Washington County,Kansas,80.2,21.1,7.25
8.9,Boone County Kentucky,29.8,1283.0,12826.0,14109.0,Boone County,Kentucky,78.7,22.6,7.25
8.9,Boone County Kentucky,29.8,7037.0,127870.0,134907.0,Boone County,Kentucky,78.7,22.6,7.25
9.1,Bourbon County Kentucky,33.2,493.0,32080.0,32573.0,Bourbon County,Kentucky,76.87,29.3,7.25
14.5,Carroll County Kentucky,33.6,123.0,6708.0,6831.0,Carroll County,Kentucky,74.25,33.3,7.25
10.8,Clark County Kentucky,31.7,551.0,14179.0,14730.0,Clark County,Kentucky,76.06,29.1,7.25
10.8,Clark County Kentucky,31.7,394.0,14674.0,15068.0,Clark County,Kentucky,76.06,29.1,7.25
14.5,Clay County Kentucky,31.5,158.0,4476.0,4634.0,Clay County,Kentucky,72.1,36.3,7.25
11.0,Clinton County Kentucky,32.2,637.0,19128.0,19765.0,Clinton County,Kentucky,74.47,33.3,7.25
11.0,Clinton County Kentucky,32.2,132.0,7674.0,7806.0,Clinton County,Kentucky,74.47,33.3,7.25
11.8,Cumberland County Kentucky,34.2,283.0,3518.0,3801.0,Cumberland County,Kentucky,74.25,31.9,7.25
8.7,Franklin County Kentucky,31.9,527.0,15875.0,16402.0,Franklin County,Kentucky,76.89,26.5,7.25
8.7,Franklin County Kentucky,31.9,60.0,2394.0,2454.0,Franklin County,Kentucky,76.89,26.5,7.25
11.1,Garrard County Kentucky,37.4,602.0,17537.0,18139.0,Garrard County,Kentucky,77.72,28.8,7.25
11.8,Grant County Kentucky,35,275.0,12294.0,12569.0,Grant County,Kentucky,75.61,29.0,7.25
11.8,Grant County Kentucky,35,145.0,5461.0,5606.0,Grant County,Kentucky,75.61,29.0,7.25
11.8,Grant County Kentucky,35,109.0,4643.0,4752.0,Grant County,Kentucky,75.61,29.0,7.25
9.5,Graves County Kentucky,31.4,874.0,26288.0,27162.0,Graves County,Kentucky,76.15,28.5,7.25
11.5,Greenup County Kentucky,36.7,240.0,8716.0,8956.0,Greenup County,Kentucky,76.11,29.2,7.25
11.9,Harlan County Kentucky,34.4,208.0,7112.0,7320.0,Harlan County,Kentucky,71.77,33.4,7.25
10.3,Henderson County Kentucky,32.7,337.0,13787.0,14124.0,Henderson County,Kentucky,76.47,28.0,7.25
10.3,Henderson County Kentucky,32.7,71.0,4514.0,4585.0,Henderson County,Kentucky,76.47,28.0,7.25
9.7,Hopkins County Kentucky,34.2,106.0,11032.0,11138.0,Hopkins County,Kentucky,75.24,29.6,7.25
14.1,Jackson County Kentucky,37.5,590.0,3024.0,3614.0,Jackson County,Kentucky,73.52,34.4,7.25
14.1,Jackson County Kentucky,37.5,646.0,19846.0,20492.0,Jackson County,Kentucky,73.52,34.4,7.25
10.0,Jefferson County Kentucky,33.2,5496.0,17491.0,22987.0,Jefferson County,Kentucky,76.97,28.1,7.25
12.6,Johnson County Kentucky,40.2,188.0,9674.0,9862.0,Johnson County,Kentucky,73.8,31.6,7.25
11.3,Larue County Kentucky,31,116.0,18396.0,18512.0,Larue County,Kentucky,76.84,30.7,7.25
12.9,Leslie County Kentucky,36.3,396.0,11091.0,11487.0,Leslie County,Kentucky,71.73,33.6,7.25
12.8,Lincoln County Kentucky,37.3,1072.0,5512.0,6584.0,Lincoln County,Kentucky,75.54,32.3,7.25
12.8,Lincoln County Kentucky,37.3,101.0,5368.0,5469.0,Lincoln County,Kentucky,75.54,32.3,7.25
12.8,Lincoln County Kentucky,37.3,589.0,19417.0,20006.0,Lincoln County,Kentucky,75.54,32.3,7.25
12.8,Lincoln County Kentucky,37.3,263.0,14510.0,14773.0,Lincoln County,Kentucky,75.54,32.3,7.25
12.0,Livingston County Kentucky,32.6,2066.0,37556.0,39622.0,Livingston County,Kentucky,75.54,30.3,7.25
9.9,Logan County Kentucky,32.8,28.0,5537.0,5565.0,Logan County,Kentucky,75.95,31.0,7.25
11.6,Lyon County Kentucky,31.3,1759.0,8814.0,10573.0,Lyon County,Kentucky,76.72,30.1,7.25
10.2,McLean County Kentucky,32.4,1397.0,35735.0,37132.0,McLean County,Kentucky,75.69,28.6,7.25
8.5,Madison County Kentucky,29.6,446.0,3392.0,3838.0,Madison County,Kentucky,77.24,25.1,7.25
12.6,Marion County Kentucky,33.8,2566.0,63410.0,65976.0,Marion County,Kentucky,76.7,30.3,7.25
12.6,Marion County Kentucky,33.8,39.0,2686.0,2725.0,Marion County,Kentucky,76.7,30.3,7.25
10.5,Marshall County Kentucky,34.2,181.0,5090.0,5271.0,Marshall County,Kentucky,76.81,28.6,7.25
10.3,Martin County Kentucky,38.5,32.0,7761.0,7793.0,Martin County,Kentucky,72.7,32.8,7.25
10.7,Monroe County Kentucky,35.8,1127.0,7465.0,8592.0,Monroe County,Kentucky,73.94,31.1,7.25
10.7,Monroe County Kentucky,35.8,1049.0,11212.0,12261.0,Monroe County,Kentucky,73.94,31.1,7.25
12.2,Montgomery County Kentucky,32.9,3841.0,26334.0,30175.0,Montgomery County,Kentucky,76.13,32.4,7.25
12.2,Montgomery County Kentucky,32.9,84.0,2091.0,2175.0,Montgomery County,Kentucky,76.13,32.4,7.25
12.2,Montgomery County Kentucky,32.9,62.0,5113.0,5175.0,Montgomery County,Kentucky,76.13,32.4,7.25
12.2,Montgomery County Kentucky,32.9,94.0,4614.0,4708.0,Montgomery County,Kentucky,76.13,32.4,7.25
13.0,Morgan County Kentucky,36.4,195.0,7795.0,7990.0,Morgan County,Kentucky,75.76,33.9,7.25
12.3,Pendleton County Kentucky,33.2,76.0,2834.0,2910.0,Pendleton County,Kentucky,75.74,30.8,7.25
10.4,Pike County Kentucky,36.6,269.0,6308.0,6577.0,Pike County,Kentucky,72.61,31.6,7.25
10.6,Pulaski County Kentucky,31.5,108.0,3377.0,3485.0,Pulaski County,Kentucky,75.56,29.9,7.25
10.1,Rowan County Kentucky,34.1,132.0,10221.0,10353.0,Rowan County,Kentucky,75.98,28.9,7.25
12.8,Russell County Kentucky,32.2,11236.0,14864.0,26100.0,Russell County,Kentucky,75.73,31.6,7.25
8.7,Scott County Kentucky,32.6,310.0,7267.0,7577.0,Scott County,Kentucky,78.13,24.0,7.25
9.9,Spencer County Kentucky,33.9,1090.0,11227.0,12317.0,Spencer County,Kentucky,77.62,28.6,7.25
9.7,Union County Kentucky,36.3,612.0,13584.0,14196.0,Union County,Kentucky,75.45,28.7,7.25
9.7,Union County Kentucky,36.3,212.0,12992.0,13204.0,Union County,Kentucky,75.45,28.7,7.25
10.1,Washington County Kentucky,33.1,200.0,2527.0,2727.0,Washington County,Kentucky,77.69,27.6,7.25
10.1,Washington County Kentucky,33.1,804.0,8415.0,9219.0,Washington County,Kentucky,77.69,27.6,7.25
14.1,Wayne County Kentucky,31.5,581.0,14521.0,15102.0,Wayne County,Kentucky,75.95,32.7,7.25
14.1,Wayne County Kentucky,31.5,128.0,3746.0,3874.0,Wayne County,Kentucky,75.95,32.7,7.25
7.3,Woodford County Kentucky,31.6,1123.0,15048.0,16171.0,Woodford County,Kentucky,78.11,23.6,7.25
5.6,Montgomery County Maryland,18.4,4577.0,26366.0,30943.0,Montgomery County,Maryland,80.68,11.4,7.25
12.2,Jackson County Michigan,34.4,552.0,1641.0,2193.0,Jackson County,Michigan,77.99,26.2,7.25
10.3,Ottawa County Michigan,25.5,347.0,2078.0,2425.0,Ottawa County,Michigan,81.45,18.3,7.25
10.3,Ottawa County Michigan,25.5,1592.0,8445.0,10037.0,Ottawa County,Michigan,81.45,18.3,7.25
8.7,Benton County Minnesota,29.1,7265.0,13047.0,20312.0,Benton County,Minnesota,79.41,21.0,7.25
6.8,Douglas County Minnesota,26.9,2764.0,5718.0,8482.0,Douglas County,Minnesota,81.37,20.9,7.25
7.9,Grant County Minnesota,27.2,864.0,2138.0,3002.0,Grant County,Minnesota,80.17,22.6,7.25
5.8,Jackson County Minnesota,29.8,700.0,1839.0,2539.0,Jackson County,Minnesota,81.58,22.2,7.25
8.3,Lake County Minnesota,29.5,235.0,578.0,813.0,Lake County,Minnesota,79.73,23.2,7.25
5.5,Lincoln County Minnesota,27.5,529.0,1929.0,2458.0,Lincoln County,Minnesota,80.38,20.7,7.25
6.6,Polk County Minnesota,30,12067.0,24057.0,36124.0,Polk County,Minnesota,78.88,22.3,7.25
6.7,Washington County Minnesota,24.3,569.0,2256.0,2825.0,Washington County,Minnesota,81.69,17.8,7.25
6.7,Washington County Minnesota,24.3,2531.0,5349.0,7880.0,Washington County,Minnesota,81.69,17.8,7.25
6.7,Washington County Minnesota,24.3,935.0,2996.0,3931.0,Washington County,Minnesota,81.69,17.8,7.25
12.5,Benton County Mississippi,35.8,1873.0,35598.0,37471.0,Benton County,Mississippi,74.91,27.0,7.25
13.1,Carroll County Mississippi,33.1,278.0,3922.0,4200.0,Carroll County,Mississippi,76.91,25.4,7.25
16.4,Clay County Mississippi,39.4,696.0,13011.0,13707.0,Clay County,Mississippi,75.22,25.0,7.25
9.8,Forrest County Mississippi,36.4,216.0,2596.0,2812.0,Forrest County,Mississippi,74.56,24.6,7.25
11.4,Franklin County Mississippi,41.1,566.0,10977.0,11543.0,Franklin County,Mississippi,75.11,25.5,7.25
11.5,George County Mississippi,37.4,56.0,2668.0,2724.0,George County,Mississippi,73.39,26.2,7.25
11.9,Greene County Mississippi,37.7,1217.0,10782.0,11999.0,Greene County,Mississippi,75.13,27.8,7.25
11.3,Itawamba County Mississippi,36.5,1186.0,7990.0,9176.0,Itawamba County,Mississippi,74.89,28.5,7.25
9.5,Jackson County Mississippi,33.1,436.0,5918.0,6354.0,Jackson County,Mississippi,75.63,27.7,7.25
12.2,Jasper County Mississippi,40.3,621.0,12301.0,12922.0,Jasper County,Mississippi,75.04,22.1,7.25
14.1,Jefferson Davis County Mississippi,36.9,1853.0,8916.0,10769.0,Jefferson Davis County,Mississippi,73.73,25.7,7.25
9.1,Jones County Mississippi,36.8,338.0,4879.0,5217.0,Jones County,Mississippi,75.23,24.4,7.25
9.3,Lafayette County Mississippi,33,243.0,7232.0,7475.0,Lafayette County,Mississippi,76.68,18.8,7.25
7.2,Lamar County Mississippi,33.6,569.0,10759.0,11328.0,Lamar County,Mississippi,77.67,20.1,7.25
11.9,Lawrence County Mississippi,37.8,1164.0,16594.0,17758.0,Lawrence County,Mississippi,73.89,25.9,7.25
10.4,Lee County Mississippi,30.1,2219.0,21837.0,24056.0,Lee County,Mississippi,74.78,26.1,7.25
12.2,Marion County Mississippi,37.1,180.0,3829.0,4009.0,Marion County,Mississippi,72.71,27.6,7.25
13.5,Panola County Mississippi,36,652.0,3192.0,3844.0,Panola County,Mississippi,73.14,26.9,7.25
13.6,Perry County Mississippi,32.5,323.0,10551.0,10874.0,Perry County,Mississippi,74.38,27.5,7.25
11.6,Pike County Mississippi,37.8,80.0,2776.0,2856.0,Pike County,Mississippi,73.5,27.9,7.25
14.9,Quitman County Mississippi,40.7,35614.0,142356.0,177970.0,Quitman County,Mississippi,71.48,28.5,7.25
8.0,Scott County Mississippi,38.9,1039.0,19642.0,20681.0,Scott County,Mississippi,74.04,27.0,7.25
10.6,Stone County Mississippi,32.2,921.0,5089.0,6010.0,Stone County,Mississippi,73.97,28.0,7.25
12.2,Tallahatchie County Mississippi,38.9,79.0,4071.0,4150.0,Tallahatchie County,Mississippi,73.97,29.1,7.25
12.7,Tishomingo County Mississippi,29.7,1090.0,10895.0,11985.0,Tishomingo County,Mississippi,74.06,27.3,7.25
10.9,Union County Mississippi,33.8,255.0,13792.0,14047.0,Union County,Mississippi,76.26,28.4,7.25
10.9,Union County Mississippi,33.8,9685.0,110202.0,119887.0,Union County,Mississippi,76.26,28.4,7.25
10.5,Warren County Mississippi,39.8,2365.0,34642.0,37007.0,Warren County,Mississippi,74.29,25.8,7.25
10.5,Warren County Mississippi,39.8,3294.0,21408.0,24702.0,Warren County,Mississippi,74.29,25.8,7.25
12.1,Wayne County Mississippi,36.6,2875.0,60525.0,63400.0,Wayne County,Mississippi,74.62,23.4,7.25
11.8,Lincoln County Missouri,36.5,523621.0,1289636.0,1813257.0,Lincoln County,Missouri,77.23,28.8,7.35
9.5,Union County New Jersey,23.2,25334.0,30806.0,56140.0,Union County,New Jersey,80.21,18.3,7.25
8.6,Chatham County North Carolina,25.7,1214.0,6276.0,7490.0,Chatham County,North Carolina,80.19,19.0,7.25
12.9,Cherokee County North Carolina,27.5,2461.0,15197.0,17658.0,Cherokee County,North Carolina,77.1,26.6,7.25
12.5,Clay County North Carolina,25.8,3566.0,20994.0,24560.0,Clay County,North Carolina,78.53,24.5,7.25
12.3,Davidson County North Carolina,29,3656.0,12680.0,16336.0,Davidson County,North Carolina,76.73,26.2,7.25
9.3,Duplin County North Carolina,36.1,4841.0,24221.0,29062.0,Duplin County,North Carolina,76.81,26.3,7.25
10.9,Franklin County North Carolina,33.4,2043.0,8608.0,10651.0,Franklin County,North Carolina,77.2,25.1,7.25
10.6,Hertford County North Carolina,34.1,2094.0,15257.0,17351.0,Hertford County,North Carolina,75.45,25.6,7.25
11.1,Hyde County North Carolina,31.5,2678.0,26894.0,29572.0,Hyde County,North Carolina,76.86,25.7,7.25
12.7,Lincoln County North Carolina,27.9,2019.0,10198.0,12217.0,Lincoln County,North Carolina,77.2,23.2,7.25
11.5,Macon County North Carolina,24.5,1979.0,8268.0,10247.0,Macon County,North Carolina,78.44,25.5,7.25
10.4,Madison County North Carolina,30,3354.0,11244.0,14598.0,Madison County,North Carolina,77.97,25.9,7.25
12.3,Montgomery County North Carolina,31.3,2928.0,13965.0,16893.0,Montgomery County,North Carolina,77.14,25.1,7.25
12.3,Montgomery County North Carolina,31.3,5868.0,43120.0,48988.0,Montgomery County,North Carolina,77.14,25.1,7.25
10.1,Moore County North Carolina,28.5,882.0,5303.0,6185.0,Moore County,North Carolina,79.4,21.2,7.25
10.2,Polk County North Carolina,23,503.0,3831.0,4334.0,Polk County,North Carolina,78.76,22.3,7.25
12.0,Randolph County North Carolina,28.7,2614.0,10730.0,13344.0,Randolph County,North Carolina,77.18,25.6,7.25
16.7,Rutherford County North Carolina,30,10074.0,57244.0,67318.0,Rutherford County,North Carolina,75.77,27.4,7.25
10.0,Union County North Carolina,27.4,2604.0,9634.0,12238.0,Union County,North Carolina,78.61,18.8,7.25
13.7,Warren County North Carolina,34.8,1056.0,8383.0,9439.0,Warren County,North Carolina,77.03,27.4,7.25
13.7,Warren County North Carolina,34.8,2507.0,14274.0,16781.0,Warren County,North Carolina,77.03,27.4,7.25
14.3,Washington County North Carolina,33,391.0,1438.0,1829.0,Washington County,North Carolina,76.5,24.8,7.25
7.8,Watauga County North Carolina,27.5,1762.0,8170.0,9932.0,Watauga County,North Carolina,80.53,18.5,7.25
9.2,Wayne County North Carolina,34.1,3935.0,26977.0,30912.0,Wayne County,North Carolina,76.19,26.0,7.25
13.9,Wilson County North Carolina,34.9,4355.0,21200.0,25555.0,Wilson County,North Carolina,76.02,24.1,7.25
13.3,Brown County Ohio,36.4,2430.0,10937.0,13367.0,Brown County,Ohio,76.06,30.6,7.85
13.0,Carroll County Ohio,28.8,2475.0,10545.0,13020.0,Carroll County,Ohio,78.56,28.0,7.85
11.0,Clark County Ohio,33.2,1263.0,8644.0,9907.0,Clark County,Ohio,76.42,28.3,7.85
9.9,Hamilton County Ohio,28.4,3344.0,10540.0,13884.0,Hamilton County,Ohio,77.46,23.5,7.85
9.1,Hancock County Ohio,31,7445.0,28964.0,36409.0,Hancock County,Ohio,79.34,23.4,7.85
11.2,Hardin County Ohio,31.6,4743.0,24096.0,28839.0,Hardin County,Ohio,76.89,27.5,7.85
12.5,Harrison County Ohio,29.9,8462.0,29690.0,38152.0,Harrison County,Ohio,76.41,30.6,7.85
12.5,Jackson County Ohio,33.4,911.0,6711.0,7622.0,Jackson County,Ohio,74.74,30.7,7.85
14.5,Jefferson County Ohio,36.1,2665.0,12792.0,15457.0,Jefferson County,Ohio,76.02,29.0,7.85
9.7,Knox County Ohio,31.6,44895.0,121919.0,166814.0,Knox County,Ohio,77.99,25.9,7.85
9.7,Knox County Ohio,31.6,2566.0,7993.0,10559.0,Knox County,Ohio,77.99,25.9,7.85
11.8,Logan County Ohio,29.7,957.0,5045.0,6002.0,Logan County,Ohio,77.28,27.0,7.85
9.0,Madison County Ohio,30.7,1884.0,14096.0,15980.0,Madison County,Ohio,77.32,27.6,7.85
11.0,Marion County Ohio,32.2,21631.0,83222.0,104853.0,Marion County,Ohio,77.16,30.8,7.85
7.4,Medina County Ohio,28.6,1405.0,5997.0,7402.0,Medina County,Ohio,80.13,20.9,7.85
12.1,Richland County Ohio,31.2,2755.0,10875.0,13630.0,Richland County,Ohio,77.87,28.3,7.85
7.8,Stephens County Oklahoma,29.4,468.0,21344.0,21812.0,Stephens County,Oklahoma,75.73,28.6,7.25
6.7,Washington County Oklahoma,30.8,235.0,20825.0,21060.0,Washington County,Oklahoma,77.9,27.1,7.25
10.1,Bedford County Pennsylvania,33.3,814.0,2638.0,3452.0,Bedford County,Pennsylvania,79.28,24.1,7.25
7.4,Butler County Pennsylvania,29.1,1012.0,14089.0,15101.0,Butler County,Pennsylvania,79.11,21.3,7.25
6.8,Cumberland County Pennsylvania,25.5,1358.0,9113.0,10471.0,Cumberland County,Pennsylvania,80.07,18.2,7.25
8.5,Franklin County Pennsylvania,32.4,442.0,3018.0,3460.0,Franklin County,Pennsylvania,79.71,21.7,7.25
8.1,Washington County Pennsylvania,27.7,2933.0,23340.0,26273.0,Washington County,Pennsylvania,78.24,24.3,7.25
8.1,Washington County Pennsylvania,27.7,11247.0,45724.0,56971.0,Washington County,Pennsylvania,78.24,24.3,7.25
8.1,Wayne County Pennsylvania,29,12585.0,55963.0,68548.0,Wayne County,Pennsylvania,78.06,26.1,7.25
16.2,Lee County South Carolina,39.6,3129.0,30265.0,33394.0,Lee County,South Carolina,73.12,27.5,7.25
5.2,Clark County South Dakota,32.7,301.0,9871.0,10172.0,Clark County,South Dakota,79.98,22.7,7.25
4.4,Douglas County South Dakota,29.3,24.0,1596.0,1620.0,Douglas County,South Dakota,80.78,21.4,7.25
14.6,Carroll County Tennessee,35.3,1909.0,11036.0,12945.0,Carroll County,Tennessee,74.08,26.2,7.25
12.1,Clay County Tennessee,31,5226.0,37988.0,43214.0,Clay County,Tennessee,74.68,26.2,7.25
12.1,Clay County Tennessee,31,2443.0,14640.0,17083.0,Clay County,Tennessee,74.68,26.2,7.25
10.7,Cumberland County Tennessee,28.6,1387.0,7460.0,8847.0,Cumberland County,Tennessee,77.78,27.2,7.25
11.7,DeKalb County Tennessee,31.9,3183.0,18032.0,21215.0,DeKalb County,Tennessee,74.26,26.5,7.25
9.9,Fayette County Tennessee,36.9,2598.0,29334.0,31932.0,Fayette County,Tennessee,76.81,21.3,7.25
12.0,Gibson County Tennessee,37.1,2121.0,14732.0,16853.0,Gibson County,Tennessee,74.21,27.0,7.25
15.8,Hancock County Tennessee,30.3,3346.0,22065.0,25411.0,Hancock County,Tennessee,73.67,30.3,7.25
15.8,Hancock County Tennessee,30.3,302.0,3064.0,3366.0,Hancock County,Tennessee,73.67,30.3,7.25
