State,County,Obesity,Min Wage,Life expectancy 2010,Percent Smokers,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,Unemployment_rate_2010
Louisiana,Plaquemines Parish,33.8,7.25,76.54,26.6,2644,15985,18629,6.1
Louisiana,Pointe Coupee Parish,32.3,7.25,75.99,26.2,1254,13191,14445,8.7
Louisiana,Rapides Parish,34.5,7.25,75.25,27.8,1148,9311,10459,7.6
Louisiana,Red River Parish,33.8,7.25,74.18,30.1,1504,16569,18073,8.5
Louisiana,Richland Parish,38.8,7.25,74.2,27.7,3398,17492,20890,11.0
Louisiana,Sabine Parish,36.5,7.25,75.46,29.0,2008,14698,16706,7.3
Louisiana,Tangipahoa Parish,36.8,7.25,74.18,25.3,5169,16482,21651,9.7
Louisiana,Tensas Parish,35.3,7.25,74.25,28.4,178,7878,8056,13.8
Louisiana,Terrebonne Parish,39.9,7.25,75.36,27.6,733,5014,5747,6.5
Louisiana,Union Parish,36.5,7.25,75.2,27.2,4921,14978,19899,10.4
Louisiana,Vermilion Parish,33,7.25,76.51,27.8,10038,29014,39052,7.3
Louisiana,Vernon Parish,37.5,7.25,76.16,26.0,5047,20410,25457,8.6
Louisiana,Washington Parish,38.6,7.25,73.01,32.0,5602,17546,23148,9.6
Louisiana,Webster Parish,33.9,7.25,74.14,29.4,201,7746,7947,10.4
Louisiana,West Baton Rouge Parish,32.8,7.25,75.98,25.4,5318,21782,27100,7.9
Louisiana,West Carroll Parish,37.2,7.25,75.26,29.5,327,13178,13505,16.3
Louisiana,West Feliciana Parish,34.9,7.25,76.81,25.2,882,10314,11196,6.7
Louisiana,Winn Parish,34.2,7.25,74.45,30.2,706,4892,5598,9.3
Maine,Androscoggin County,31.3,7.5,78.07,23.7,5823,18928,24751,8.6
Maine,Aroostook County,32.9,7.5,78.59,25.5,832,10324,11156,9.7
Maine,Kennebec County,30.1,7.5,78.29,23.5,145,11917,12062,7.6
Maine,Oxford County,30.3,7.5,78.52,26.3,10070,60095,70165,10.7
Maine,Penobscot County,31.2,7.5,78.46,23.5,601,19487,20088,8.5
Maine,Piscataquis County,32.5,7.5,77.91,24.4,662,24099,24761,10.7
Maine,Sagadahoc County,25,7.5,79.86,19.5,10143,64777,74920,6.7
Maine,Somerset County,33.6,7.5,77.79,25.4,9926,57037,66963,11.1
Maryland,Somerset County,37.7,7.25,77.79,25.4,9926,57037,66963,11.1
New Jersey,Somerset County,21.1,7.25,77.79,25.4,9926,57037,66963,11.1
Pennsylvania,Somerset County,31.3,7.25,77.79,25.4,9926,57037,66963,11.1
Maine,Waldo County,29,7.5,79.12,22.5,9987,61649,71636,8.5
Maine,York County,26.7,7.5,80.05,20.9,4823,93190,98013,8.0
Nebraska,York County,32.6,7.25,80.05,20.9,4823,93190,98013,8.0
Pennsylvania,York County,32.8,7.25,80.05,20.9,4823,93190,98013,8.0
South Carolina,York County,28.5,7.25,80.05,20.9,4823,93190,98013,8.0
Virginia,York County,28.2,7.25,80.05,20.9,4823,93190,98013,8.0
Maryland,Allegany County,28.4,7.25,77.52,24.9,2660,46265,48925,9.3
New York,Allegany County,29.8,7.25,77.52,24.9,2660,46265,48925,9.3
Maryland,Anne Arundel County,28,7.25,79.11,18.8,2833,50811,53644,6.9
Maryland,Baltimore County,27.6,7.25,78.99,19.6,670,3886,4556,8.3
Maryland,Calvert County,28.4,7.25,79.02,20.5,549,27667,28216,6.9
Maryland,Caroline County,33.9,7.25,76.6,24.3,106,3832,3938,9.2
Virginia,Caroline County,29.9,7.25,76.6,24.3,106,3832,3938,9.2
Maryland,Cecil County,32.5,7.25,76.98,24.5,1026,9682,10708,9.5
Maryland,Charles County,33.6,7.25,78.18,19.2,104,6731,6835,6.9
Maryland,Dorchester County,34.1,7.25,76.95,22.5,121,9607,9728,11.4
South Carolina,Dorchester County,29,7.25,76.95,22.5,121,9607,9728,11.4
Maryland,Frederick County,26.7,7.25,80.4,16.4,1024,12581,13605,6.9
Virginia,Frederick County,29.3,7.25,80.4,16.4,1024,12581,13605,6.9
Maryland,Garrett County,31.5,7.25,78.6,21.4,1042,9482,10524,8.9
Maryland,Harford County,28.1,7.25,79.32,19.8,1059,12358,13417,7.8
Maryland,Prince George's County,33.9,7.25,80.68,18.4,93,5335,5428,7.5
Maryland,Queen Anne's County,25.9,7.25,79.76,19.1,44,3061,3105,7.3
Maryland,Wicomico County,33.7,7.25,77.07,21.5,129,201,330,9.7
Maryland,Worcester County,32.2,7.25,78.99,20.6,149,4648,4797,13.3
Massachusetts,Worcester County,25.6,8.0,78.99,20.6,149,4648,4797,13.3
Massachusetts,Barnstable County,18,8.0,80.6,19.7,174,4618,4792,9.9
Massachusetts,Berkshire County,22,8.0,80.13,22.5,194,9065,9259,8.7
Massachusetts,Bristol County,29.1,8.0,79.29,24.4,291,5855,6146,10.6
Rhode Island,Bristol County,20.3,7.75,79.29,24.4,291,5855,6146,10.6
Massachusetts,Dukes County,19.6,8.0,81.64,19.6,403,27805,28208,9.8
Massachusetts,Essex County,23.5,8.0,80.47,18.2,1042,29138,30180,8.7
New Jersey,Essex County,25.9,7.25,80.47,18.2,1042,29138,30180,8.7
New York,Essex County,27.2,7.25,80.47,18.2,1042,29138,30180,8.7
Vermont,Essex County,28.4,7.25,80.47,18.2,1042,29138,30180,8.7
Virginia,Essex County,29.3,7.25,80.47,18.2,1042,29138,30180,8.7
Massachusetts,Hampden County,29.2,8.0,78.72,23.2,586,16529,17115,10.3
Massachusetts,Hampshire County,22.4,8.0,80.59,16.7,71,3266,3337,7.0
West Virginia,Hampshire County,34.2,7.25,80.59,16.7,71,3266,3337,7.0
Massachusetts,Norfolk County,19.8,8.0,81.31,15.9,1749,23654,25403,7.4
Massachusetts,Suffolk County,21.5,8.0,79.21,19.7,101,11325,11426,7.6
New York,Suffolk County,24.7,7.25,79.21,19.7,101,11325,11426,7.6
Michigan,Alcona County,30.1,7.25,78.08,26.7,1925,45807,47732,17.8
Michigan,Alger County,32.6,7.25,79.18,26.8,6278,48022,54300,14.1
Michigan,Allegan County,34.2,7.25,79.03,23.6,1972,46196,48168,11.3
Michigan,Alpena County,33.4,7.25,78.49,25.5,460,25913,26373,13.1
Michigan,Antrim County,31.2,7.25,79.78,23.3,4813,28128,32941,16.0
Michigan,Arenac County,34.3,7.25,77.08,28.6,6437,48547,54984,16.5
Michigan,Baraga County,32,7.25,77.77,28.4,4925,28264,33189,19.4
Michigan,Barry County,37,7.25,79.2,23.5,9278,30479,39757,10.4
Missouri,Barry County,29.8,7.35,79.2,23.5,9278,30479,39757,10.4
Michigan,Benzie County,31.6,7.25,79.54,21.5,552,8335,8887,13.5
Michigan,Branch County,35.1,7.25,77.81,27.2,1260,13914,15174,12.6
Michigan,Charlevoix County,27.1,7.25,79.84,23.4,240,4385,4625,14.0
Michigan,Cheboygan County,32.7,7.25,79.11,26.8,1054,6634,7688,14.0
Michigan,Chippewa County,37.9,7.25,79.48,25.2,445,11596,12041,11.9
Minnesota,Chippewa County,31.1,7.25,79.48,25.2,445,11596,12041,11.9
Wisconsin,Chippewa County,29.7,7.25,79.48,25.2,445,11596,12041,11.9
Michigan,Clare County,29.3,7.25,76.2,29.3,238,4344,4582,15.5
Michigan,Eaton County,32.9,7.25,79.55,21.1,991,9770,10761,9.6
Michigan,Genesee County,36,7.25,76.43,26.6,64,2719,2783,14.0
New York,Genesee County,28.7,7.25,76.43,26.6,64,2719,2783,14.0
Michigan,Gladwin County,34.2,7.25,77.55,26.8,236,1980,2216,14.8
Michigan,Gogebic County,28.3,7.25,78.42,25.5,84,5529,5613,13.1
Michigan,Grand Traverse County,31.4,7.25,80.37,21.5,592,6695,7287,11.6
Michigan,Gratiot County,37,7.25,78.26,27.5,254,1859,2113,11.8
Michigan,Hillsdale County,30.3,7.25,78.34,27.9,426,1120,1546,13.5
Michigan,Houghton County,26.7,7.25,78.87,20.8,274,4669,4943,10.8
Michigan,Huron County,29,7.25,78.53,25.7,782,5835,6617,12.5
Ohio,Huron County,32.8,7.85,78.53,25.7,782,5835,6617,12.5
Michigan,Ingham County,30.5,7.25,78.9,19.4,93,5427,5520,10.3
Michigan,Ionia County,33.7,7.25,78.33,25.4,265,4688,4953,11.9
Michigan,Iosco County,34.2,7.25,77.48,29.1,113,8237,8350,15.8
Michigan,Iron County,31.3,7.25,79.11,25.3,621,9403,10024,12.0
Missouri,Iron County,30.9,7.35,79.11,25.3,621,9403,10024,12.0
Utah,Iron County,25.6,7.25,79.11,25.3,621,9403,10024,12.0
Wisconsin,Iron County,29.3,7.25,79.11,25.3,621,9403,10024,12.0
Michigan,Isabella County,31.1,7.25,78.94,24.4,621,6579,7200,9.8
Michigan,Kalamazoo County,30.7,7.25,78.76,20.9,641,9389,10030,10.0
Michigan,Kalkaska County,30.4,7.25,77.77,28.5,1149,10555,11704,15.6
Michigan,Keweenaw County,32.2,7.25,79.67,21.7,324,5844,6168,15.1
Michigan,Lapeer County,33.5,7.25,78.49,25.4,513,7562,8075,16.3
Michigan,Leelanau County,26.5,7.25,82.73,16.9,252,6091,6343,10.4
Michigan,Lenawee County,32.3,7.25,78.77,24.1,29,2033,2062,13.0
Michigan,Luce County,34.5,7.25,78.3,27.6,98,4678,4776,13.4
Michigan,Mackinac County,33.8,7.25,78.78,26.0,15172,13586,28758,14.6
Michigan,Macomb County,30,7.25,78.73,25.6,74,4566,4640,13.9
Michigan,Manistee County,28.7,7.25,78.73,25.9,103,6694,6797,13.1
Michigan,Marquette County,29.5,7.25,79.28,21.8,15177,15602,30779,9.8
Wisconsin,Marquette County,29.5,7.25,79.28,21.8,15177,15602,30779,9.8
Michigan,Mecosta County,30.9,7.25,79.0,24.9,14423,13928,28351,12.6
Michigan,Menominee County,31.6,7.25,79.46,26.4,29497,22836,52333,11.6
Wisconsin,Menominee County,40.3,7.25,79.46,26.4,29497,22836,52333,11.6
Michigan,Midland County,30.7,7.25,80.43,20.5,71,1504,1575,9.8
Texas,Midland County,28.1,7.25,80.43,20.5,71,1504,1575,9.8
Michigan,Missaukee County,32.9,7.25,78.47,25.8,77,3600,3677,12.7
Michigan,Montcalm County,32,7.25,77.81,28.7,95,3405,3500,14.1
Michigan,Montmorency County,31.7,7.25,77.32,29.1,101,5501,5602,20.2
Michigan,Muskegon County,35.5,7.25,77.59,27.4,1013,12519,13532,14.5
Michigan,Newaygo County,35.3,7.25,77.91,27.0,1001,10306,11307,12.7
Michigan,Oakland County,26.9,7.25,79.89,18.7,1007,12402,13409,11.8
Michigan,Oceana County,34.9,7.25,78.71,24.0,1919,19420,21339,16.2
Michigan,Ogemaw County,34.4,7.25,76.69,28.6,46,2279,2325,14.5
Michigan,Ontonagon County,33.9,7.25,78.25,23.3,134,12864,12998,16.7
Michigan,Oscoda County,30.4,7.25,77.31,29.0,156,6376,6532,19.6
Michigan,Otsego County,31.7,7.25,78.97,26.4,467,12696,13163,14.2
New York,Otsego County,27.4,7.25,78.97,26.4,467,12696,13163,14.2
Michigan,Presque Isle County,33.3,7.25,79.42,24.8,445,12825,13270,17.4
Michigan,Roscommon County,33.3,7.25,77.12,29.0,756,19145,19901,16.6
Michigan,Saginaw County,39.7,7.25,77.58,25.3,530,11170,11700,12.2
Michigan,Sanilac County,36,7.25,78.27,27.3,300,3286,3586,15.4
Michigan,Schoolcraft County,27.5,7.25,78.49,28.1,36,1583,1619,13.6
Michigan,Shiawassee County,34.6,7.25,77.84,26.2,53,1698,1751,12.9
Michigan,Tuscola County,30.9,7.25,78.01,26.1,34,760,794,14.7
Michigan,Washtenaw County,23.3,7.25,80.73,16.2,1786,12283,14069,8.1
Michigan,Wexford County,32.5,7.25,77.77,26.6,352,7590,7942,14.4
Minnesota,Aitkin County,27.4,7.25,80.15,25.0,4212,21960,26172,10.4
Minnesota,Anoka County,30.7,7.25,80.84,21.5,1896,23373,25269,8.0
Minnesota,Becker County,27.9,7.25,78.82,22.3,5756,37743,43499,7.9
Minnesota,Beltrami County,28.3,7.25,78.39,25.7,178,4612,4790,8.2
Minnesota,Big Stone County,28.4,7.25,79.79,22.9,5295,53179,58474,6.5
Minnesota,Blue Earth County,25.2,7.25,80.89,20.2,10956,105102,116058,6.4
Minnesota,Carlton County,27.9,7.25,78.47,24.2,8743,83558,92301,8.4
Minnesota,Carver County,24.7,7.25,82.48,15.2,306,10807,11113,6.7
Minnesota,Chisago County,28.5,7.25,80.15,25.5,3393,8903,12296,8.9
Minnesota,Cottonwood County,28.6,7.25,81.13,22.7,78,613,691,6.5
Minnesota,Crow Wing County,26.8,7.25,80.33,22.4,132,6683,6815,9.5
Minnesota,Dakota County,25.4,7.25,81.57,17.4,1125,7166,8291,7.0
Nebraska,Dakota County,33.7,7.25,81.57,17.4,1125,7166,8291,7.0
Minnesota,Faribault County,29.7,7.25,80.41,23.1,222,6496,6718,8.0
Minnesota,Fillmore County,27.2,7.25,81.01,19.9,1215,6979,8194,7.5
Nebraska,Fillmore County,29.2,7.25,81.01,19.9,1215,6979,8194,7.5
Minnesota,Freeborn County,30.6,7.25,80.75,25.6,147,6409,6556,7.7
Minnesota,Goodhue County,28,7.25,80.37,20.8,221,6224,6445,7.0
Minnesota,Hennepin County,21.9,7.25,80.7,18.4,1268,12777,14045,7.0
Minnesota,Hubbard County,28.6,7.25,80.45,23.1,1212,6854,8066,9.9
Minnesota,Isanti County,27.7,7.25,80.35,24.9,1266,12924,14190,9.6
Minnesota,Itasca County,28,7.25,79.18,24.6,2259,13407,15666,10.2
Minnesota,Kanabec County,26.4,7.25,79.87,26.4,261,6770,7031,11.2
Minnesota,Kandiyohi County,29.1,7.25,81.11,20.8,228,6592,6820,6.7
Minnesota,Kittson County,31.6,7.25,79.04,20.9,347,9437,9784,7.5
Minnesota,Koochiching County,29.7,7.25,78.99,26.5,29,931,960,8.7
Minnesota,Lac qui Parle County,29.2,7.25,81.04,22.3,958,13151,14109,6.7
Minnesota,Le Sueur County,30.3,7.25,81.26,19.9,246,5781,6027,8.9
Minnesota,McLeod County,31.9,7.25,81.07,21.4,701,7871,8572,9.0
Minnesota,Mahnomen County,30.6,7.25,76.68,29.2,309,5825,6134,8.3
Minnesota,Meeker County,29.6,7.25,80.55,21.6,3893,19004,22897,8.8
Minnesota,Mille Lacs County,28.8,7.25,78.63,25.3,636,7180,7816,11.1
Minnesota,Morrison County,27.8,7.25,80.22,23.1,14473,20424,34897,9.5
Minnesota,Mower County,27.9,7.25,81.5,22.6,14345,19689,34034,6.1
Minnesota,Nicollet County,28.9,7.25,81.78,18.1,18057,33603,51660,6.1
Minnesota,Nobles County,27.7,7.25,81.47,23.7,14800,21779,36579,5.6
Minnesota,Norman County,32.8,7.25,79.14,23.6,1451,20611,22062,6.9
Minnesota,Olmsted County,23.8,7.25,82.08,18.5,1323,19876,21199,5.9
Minnesota,Otter Tail County,28.2,7.25,80.47,22.0,16152,37887,54039,7.2
Minnesota,Pennington County,27.6,7.25,79.61,26.5,5035,33790,38825,9.0
South Dakota,Pennington County,27.1,7.25,79.61,26.5,5035,33790,38825,9.0
Minnesota,Pine County,28.4,7.25,79.22,27.9,1778,21966,23744,9.8
Minnesota,Pipestone County,28.9,7.25,80.3,23.1,674,7949,8623,6.6
Minnesota,Ramsey County,24.6,7.25,79.89,19.8,4258,21128,25386,7.5
North Dakota,Ramsey County,30.3,7.25,79.89,19.8,4258,21128,25386,7.5
Minnesota,Red Lake County,30.3,7.25,79.26,24.7,1001,9304,10305,9.6
Minnesota,Redwood County,30.5,7.25,80.01,23.1,2796,31139,33935,6.7
Minnesota,Renville County,33,7.25,79.6,21.8,84,3037,3121,8.1
North Dakota,Renville County,27.5,7.25,79.6,21.8,84,3037,3121,8.1
Minnesota,Rock County,24.5,7.25,79.87,22.7,575,18702,19277,5.1
Nebraska,Rock County,30.3,7.25,79.87,22.7,575,18702,19277,5.1
Wisconsin,Rock County,30.4,7.25,79.87,22.7,575,18702,19277,5.1
Minnesota,Roseau County,34.2,7.25,80.03,23.7,2432,5679,8111,6.4
Minnesota,Sherburne County,30.5,7.25,80.69,22.3,982,32105,33087,8.4
Minnesota,Sibley County,29.1,7.25,80.8,21.0,2839,19082,21921,7.9
Minnesota,Stearns County,27.7,7.25,82.06,19.2,1432,24084,25516,7.2
Minnesota,Steele County,26.6,7.25,81.58,20.2,2339,5316,7655,7.8
North Dakota,Steele County,33.4,7.25,81.58,20.2,2339,5316,7655,7.8
Minnesota,Swift County,29.1,7.25,80.92,23.1,4531,6721,11252,8.1
Minnesota,Traverse County,29,7.25,80.9,21.5,1078,10705,11783,6.2
Minnesota,Wabasha County,26.9,7.25,81.37,20.8,1413,25133,26546,7.1
Minnesota,Wadena County,30.8,7.25,78.76,24.5,3270,12110,15380,10.2
Minnesota,Waseca County,31,7.25,81.39,21.8,1863,17112,18975,7.5
Minnesota,Watonwan County,30.8,7.25,80.67,23.0,532,7324,7856,7.3
Minnesota,Wilkin County,30.2,7.25,79.59,23.4,569,7208,7777,5.5
Minnesota,Winona County,27.3,7.25,80.85,19.6,1023,10385,11408,6.9
Minnesota,Yellow Medicine County,25.3,7.25,80.75,22.2,4467,97001,101468,6.3
Mississippi,Alcorn County,32.1,7.25,74.57,25.1,1064,17306,18370,11.5
Mississippi,Amite County,34.7,7.25,76.34,28.7,1084,17501,18585,11.9
Mississippi,Attala County,37.9,7.25,73.72,25.7,1329,13320,14649,12.5
Mississippi,Bolivar County,35.6,7.25,71.67,23.2,49,3348,3397,11.4
Mississippi,Claiborne County,41.4,7.25,73.36,23.5,23169,72064,95233,16.7
Tennessee,Claiborne County,31.7,7.25,73.36,23.5,23169,72064,95233,16.7
Mississippi,Coahoma County,47.4,7.25,71.35,26.6,1059,2917,3976,13.7
Mississippi,Copiah County,35.4,7.25,74.47,26.2,1340,5752,7092,11.4
Mississippi,Forrest County,36.4,7.25,74.56,24.6,216,2596,2812,9.8
Mississippi,George County,37.4,7.25,73.39,26.2,56,2668,2724,11.5
Mississippi,Grenada County,37.8,7.25,73.19,27.0,5739,17273,23012,11.6
Mississippi,Hinds County,37,7.25,75.63,24.1,8884,41364,50248,9.8
Mississippi,Humphreys County,42.3,7.25,71.96,27.2,2477,6524,9001,17.2
Tennessee,Humphreys County,31.6,7.25,71.96,27.2,2477,6524,9001,17.2
Mississippi,Issaquena County,38.1,7.25,75.59,29.6,884,2612,3496,16.2
Mississippi,Itawamba County,36.5,7.25,74.89,28.5,1186,7990,9176,11.3
Mississippi,Jefferson Davis County,36.9,7.25,73.73,25.7,1853,8916,10769,14.1
Mississippi,Kemper County,36,7.25,76.51,26.2,1860,9293,11153,14.7
Mississippi,Leake County,35.9,7.25,73.17,28.3,1520,4746,6266,9.7
Mississippi,Leflore County,40.6,7.25,72.74,25.3,1662,4998,6660,15.3
Mississippi,Neshoba County,35.5,7.25,73.48,30.2,3004,7672,10676,10.4
Mississippi,Noxubee County,43.6,7.25,74.87,25.9,902,2806,3708,15.8
Mississippi,Oktibbeha County,31.5,7.25,77.85,17.1,1232,3653,4885,10.2
Mississippi,Panola County,36,7.25,73.14,26.9,652,3192,3844,13.5
Texas,Panola County,31,7.25,73.14,26.9,652,3192,3844,13.5
Mississippi,Pearl River County,33,7.25,74.85,29.3,35537,152186,187723,9.5
Mississippi,Pontotoc County,36.3,7.25,77.13,28.7,34965,151770,186735,10.2
Oklahoma,Pontotoc County,39.3,7.25,77.13,28.7,34965,151770,186735,10.2
Mississippi,Prentiss County,33.1,7.25,75.89,28.3,36194,142817,179011,11.8
Mississippi,Rankin County,34,7.25,77.9,23.6,70499,291350,361849,6.9
Mississippi,Sharkey County,40.8,7.25,72.81,23.0,1130,5174,6304,14.5
Mississippi,Sunflower County,43.9,7.25,71.58,26.7,875,5364,6239,15.4
Mississippi,Tallahatchie County,38.9,7.25,73.97,29.1,79,4071,4150,12.2
Mississippi,Tate County,35,7.25,75.04,26.0,2619,13183,15802,10.8
Mississippi,Tippah County,34.5,7.25,74.28,27.4,1950,8044,9994,13.5
Mississippi,Tishomingo County,29.7,7.25,74.06,27.3,1090,10895,11985,12.7
Mississippi,Tunica County,40.7,7.25,71.05,26.7,1115,10941,12056,13.7
Mississippi,Walthall County,39.3,7.25,74.57,26.5,1670,6273,7943,13.0
Mississippi,Yalobusha County,38.1,7.25,73.59,27.4,1391,6824,8215,13.6
Mississippi,Yazoo County,38.3,7.25,73.67,28.3,2073,7718,9791,12.2
Missouri,Andrew County,28.9,7.35,78.87,24.5,1918,21700,23618,8.3
Missouri,Audrain County,29.5,7.35,77.51,30.5,329,919,1248,9.6
Missouri,Bates County,33,7.35,76.98,31.0,1139,18112,19251,11.0
Missouri,Bollinger County,35.7,7.35,76.45,29.2,1368,5108,6476,10.1
Missouri,Callaway County,34.6,7.35,77.75,25.9,1857,6375,8232,8.3
Missouri,Cape Girardeau County,27.1,7.35,78.53,24.9,1008,5159,6167,7.3
Missouri,Chariton County,31.9,7.35,78.69,26.7,1899,11547,13446,9.5
Missouri,Cole County,30.3,7.35,78.66,22.7,1206,6566,7772,6.9
Missouri,Cooper County,29.3,7.35,78.01,28.5,1264,6769,8033,9.8
Missouri,Dent County,34.3,7.35,76.1,30.8,111080,223178,334258,10.4
Missouri,Dunklin County,35.5,7.35,73.02,33.5,56512,120565,177077,13.5
Missouri,Gasconade County,30.7,7.35,77.64,26.7,1777,8073,9850,10.4
Missouri,Gentry County,33.3,7.35,78.37,26.7,1047,4382,5429,7.9
Missouri,Hickory County,33.3,7.35,77.33,31.6,1160,10639,11799,12.6
Missouri,Holt County,29.6,7.35,79.05,25.5,430,6948,7378,7.9
Nebraska,Holt County,30.3,7.25,79.05,25.5,430,6948,7378,7.9
Missouri,Howell County,29.3,7.35,76.04,27.2,476,1607,2083,10.8
Missouri,Laclede County,31.9,7.35,76.51,30.6,476,4786,5262,12.4
Missouri,McDonald County,31.7,7.35,75.13,29.8,707,5271,5978,9.2
Missouri,Maries County,30.8,7.35,77.42,26.2,807,2852,3659,9.5
Missouri,Moniteau County,31.3,7.35,78.12,27.9,5543,20406,25949,8.4
Missouri,New Madrid County,33.2,7.35,73.82,31.4,1689,5760,7449,10.0
Missouri,Nodaway County,30.3,7.35,79.83,23.2,1176,3128,4304,7.2
Missouri,Oregon County,32.3,7.35,76.1,30.4,21526,55278,76804,11.1
Missouri,Ozark County,29.3,7.35,76.33,30.6,1549,8742,10291,11.7
Missouri,Pemiscot County,35.4,7.35,72.21,33.4,1409,8726,10135,12.5
Missouri,Pettis County,32.4,7.35,77.9,28.8,2053,8672,10725,9.3
Missouri,Phelps County,32.7,7.35,77.27,25.2,890,2548,3438,9.0
Nebraska,Phelps County,33.3,7.25,77.27,25.2,890,2548,3438,9.0
Missouri,Platte County,29.2,7.35,80.13,20.8,1203,6164,7367,7.7
Nebraska,Platte County,29.9,7.25,80.13,20.8,1203,6164,7367,7.7
Wyoming,Platte County,25.7,5.15,80.13,20.8,1203,6164,7367,7.7
Missouri,Ralls County,32.3,7.35,79.23,25.7,492,2268,2760,8.8
Missouri,Ray County,31.3,7.35,76.68,29.6,415,3986,4401,10.3
Missouri,Reynolds County,34.8,7.35,75.58,31.8,382,4101,4483,15.1
Missouri,Scotland County,35.5,7.35,78.0,25.5,657,10198,10855,8.1
North Carolina,Scotland County,36.4,7.25,78.0,25.5,657,10198,10855,8.1
Missouri,Shannon County,36.6,7.35,76.19,28.2,1019,13679,14698,14.8
South Dakota,Shannon County,41.6,7.25,76.19,28.2,1019,13679,14698,14.8
Missouri,Stoddard County,32.9,7.35,76.28,30.9,1023,13800,14823,10.4
Missouri,Taney County,31.3,7.35,78.03,28.0,1593,6568,8161,13.9
Missouri,Texas County,33.8,7.35,77.1,30.4,3558,8949,12507,11.0
Oklahoma,Texas County,30.9,7.25,77.1,30.4,3558,8949,12507,11.0
Missouri,Vernon County,30.6,7.35,76.29,30.0,829,3218,4047,8.3
Wisconsin,Vernon County,28.2,7.25,76.29,30.0,829,3218,4047,8.3
Montana,Beaverhead County,24.6,7.25,79.63,19.7,2591,17680,20271,5.9
Montana,Big Horn County,35.3,7.25,73.6,31.4,5056,35870,40926,11.0
Wyoming,Big Horn County,27.3,5.15,73.6,31.4,5056,35870,40926,11.0
Montana,Broadwater County,29.5,7.25,79.31,23.0,3301,11895,15196,7.4
Montana,Carbon County,25.4,7.25,79.98,19.7,3299,12385,15684,6.4
Pennsylvania,Carbon County,32.2,7.25,79.98,19.7,3299,12385,15684,6.4
Utah,Carbon County,26.1,7.25,79.98,19.7,3299,12385,15684,6.4
Wyoming,Carbon County,27.5,5.15,79.98,19.7,3299,12385,15684,6.4
Montana,Cascade County,26.8,7.25,78.58,22.6,796,3624,4420,6.4
Montana,Chouteau County,29.1,7.25,79.45,22.7,761,4524,5285,4.4
Montana,Daniels County,24.4,7.25,78.97,20.6,180,1157,1337,3.5
Montana,Deer Lodge County,27.4,7.25,76.93,27.0,1356,5847,7203,6.1
Montana,Fallon County,24.5,7.25,78.65,22.0,1343,5833,7176,3.1
Montana,Fergus County,24.7,7.25,78.49,22.8,2557,10962,13519,6.4
Montana,Flathead County,21,7.25,79.07,19.8,500,2434,2934,12.0
Montana,Glacier County,31.5,7.25,73.37,30.9,733,3606,4339,9.8
Montana,Golden Valley County,28.6,7.25,79.53,20.5,8960,25062,34022,6.7
North Dakota,Golden Valley County,30.6,7.25,79.53,20.5,8960,25062,34022,6.7
Montana,Granite County,20.9,7.25,79.97,21.4,980,4104,5084,9.3
Montana,Hill County,32.7,7.25,77.09,26.9,383,1938,2321,5.8
Texas,Hill County,33.5,7.25,77.09,26.9,383,1938,2321,5.8
Montana,Judith Basin County,25.5,7.25,80.69,18.1,973,3582,4555,6.4
Montana,Lewis and Clark County,23.8,7.25,78.96,18.7,6384,38585,44969,5.5
Montana,McCone County,25,7.25,79.34,20.6,229,1467,1696,2.9
Montana,Meagher County,25.6,7.25,78.33,25.9,770,4681,5451,8.0
Montana,Missoula County,20.5,7.25,79.58,18.7,910,6845,7755,7.3
Montana,Musselshell County,24,7.25,76.61,24.3,576,2857,3433,6.9
Montana,Petroleum County,24.4,7.25,79.05,20.9,1810,9629,11439,5.4
Montana,Pondera County,29,7.25,78.72,24.6,246,1396,1642,5.9
Montana,Powder River County,25.1,7.25,79.42,21.9,398,2395,2793,3.7
Montana,Ravalli County,20.9,7.25,80.03,21.5,3587,11816,15403,9.4
Montana,Roosevelt County,35.8,7.25,71.47,33.6,2664,11032,13696,6.9
New Mexico,Roosevelt County,26.7,7.5,71.47,33.6,2664,11032,13696,6.9
Montana,Rosebud County,32.7,7.25,75.56,24.7,1832,10091,11923,7.0
Montana,Sanders County,26.6,7.25,78.33,24.0,661,2950,3611,13.1
Montana,Silver Bow County,27.4,7.25,76.61,27.5,1631,7534,9165,6.5
Montana,Stillwater County,25.2,7.25,79.68,20.9,2608,12261,14869,5.8
Montana,Sweet Grass County,21.8,7.25,80.54,20.1,1228,6285,7513,5.5
Montana,Toole County,28.7,7.25,78.4,26.1,532,2442,2974,4.6
Montana,Treasure County,24.8,7.25,79.77,21.5,730,2294,3024,5.3
Montana,Wheatland County,24.5,7.25,79.43,23.1,439,1677,2116,7.9
Montana,Wibaux County,28.3,7.25,77.43,21.4,4613,14479,19092,4.2
Montana,Yellowstone County,27.1,7.25,78.8,22.6,364,1623,1987,5.9
Nebraska,Antelope County,28.1,7.25,80.92,22.2,1475,5990,7465,3.6
Nebraska,Arthur County,29.3,7.25,79.69,18.2,1359,5649,7008,8.0
Nebraska,Banner County,33.1,7.25,81.25,19.0,1753,7731,9484,4.4
Nebraska,Box Butte County,32.2,7.25,78.65,24.0,337,1412,1749,5.0
Nebraska,Buffalo County,30.1,7.25,80.13,18.7,2396,10705,13101,3.6
